구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,x_5181,y_5181,최근접_소화용수_거리등급,업종,건물용도명,총층수,연면적 
용산구,이태원동,H호스텔,1994,0.2597,5,40.0,0.046091107200267,0.413,1.0,37.52931063,126.99379816,199451.8139745537,447757.2496191748,2,관광숙박업,숙박시설,6,686.0
용산구,이태원동,해밀톤관광호텔,2012,0.1632,28,46.4,1.7727112742573603,0.1179,0.45,37.53213283,126.99278762,199362.51548569452,448070.4852378209,2,관광숙박업,호텔,3,16789.0
용산구,한남동,서울미라마(유)그랜드하얏트서울,1989,0.1337,15,73.3,1.000848119902218,0.5574,0.85,37.5367936,126.99702538,199737.0970223433,448587.7530297065,0,관광숙박업,호텔,2,62156.0
용산구,한강로3가,주)서부티엔디 노보텔 앰배서더 서울 용산,2017,0.3257,0,0.0,0.0,0.1108,0.45,37.52917031,126.9616552,196610.6634026621,447742.3486495373,2,관광숙박업,"숙박시설(관광호텔,가족호텔)",44,45342.0
용산구,한남동,임피리얼팰리스 부티크호텔(Imperial Palace Boutique Hotel),1988,0.122,87,74.7,1.2959351403605768,0.1523,1.0,37.53258975,126.99761001,199788.75595590385,448121.17595398455,2,관광숙박업,호텔,15,10654.0
용산구,이태원동,몬드리안 서울 이태원,1988,0.2834,7,0.0,0.0,0.1523,0.08,37.52621325,126.99250665,199337.62889656395,447413.48728175,2,관광숙박업,호텔,23,38560.0
용산구,동자동,주)조선호텔앤리조트 포포인츠 조선 서울역,2015,0.2308,12,83.3,0.6371529112053704,0.1136,0.04,37.54811198,126.97199695,197525.4074654696,449844.3199155784,0,관광숙박업,숙박시설,37,19940.0
용산구,이태원동,에이원호텔,2016,0.2452,14,21.4,3.259184480105219,0.1122,0.08,37.5312925,126.99084352,199190.6721918248,447977.2339522946,1,관광숙박업,숙박시설,7,739.0
용산구,동자동,케이 그랜드 호텔 서울(K-Grand Hotel Seoul),1981,0.2539,15,60.0,0.0823249452560027,0.1623,0.04,37.55008607,126.97146748,197478.68539551547,450063.4342160261,2,관광숙박업,숙박시설,6,584.0
용산구,갈월동,호텔 더 디자이너스,2016,0.4213,12,33.3,2.8058593409741737,0.1122,0.12,37.5428,126.97079796,197419.2711880972,449254.786661492,0,관광숙박업,숙박시설,23,5006.0
용산구,한강로3가,주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산,2017,0.3257,0,0.0,0.0,0.1108,0.45,37.52917031,126.9616552,196610.6634026621,447742.3486495373,2,관광숙박업,숙박시설,44,185482.0
용산구,이태원동,누베르 서울호텔,2013,0.1457,47,59.6,2.418269491993508,0.1165,1.0,37.5315035,126.99550844,199602.99873241512,448000.6224251579,0,관광숙박업,숙박시설(관광호텔) 및 제2종근린생활시설,9,2797.0
성동구,행당동,소노체호스텔 한양,1993,0.2167,30,83.3,0.462134464596392,0.1451,0.12,37.55719846,127.03528869,203118.0363607778,450853.02718076535,0,관광숙박업,숙박시설,5,297.0
성동구,성동,스윗스팟성수,1993,0.2423,12,33.3,3.054001181677967,0.4148,0.7,37.54745731,127.05231704,204623.2282626356,449772.57723538496,1,관광숙박업,관광숙박시설(호스텔),4,143.0
성동구,성동,청화스테이,1996,0.067,17,70.6,0.1823215567939546,0.1408,0.25,37.5369324,127.06154244,205439.23645614384,448604.9337713651,0,관광숙박업,"근린생활시설, 관광숙박시설(호스텔)",4,70.0
성동구,도선동,밸류플레이스 호스텔 왕십리역점,1990,0.1433,10,10.0,0.3325326386171326,0.1494,1.0,37.55948579,127.03411372,203014.1262780789,451106.8553583417,2,관광숙박업,근린생활시설 교육연구시설,6,162.0
성동구,도선동,아모렉스 관광호텔,2008,0.0898,35,48.6,2.180780219109842,0.1237,1.0,37.56086358,127.03451002,203049.0853183922,451259.7865393524,1,관광숙박업,호텔,12,3928.0
성동구,용답동,새턴호텔(SATURN HOTEL),1983,0.3718,0,0.0,0.0,0.2959,0.7,37.55868812,127.06005271,205306.0289735113,451019.4714843463,2,관광숙박업,숙박시설,8,1583.0
성동구,도선동,컬리넌 호텔 앤 스파,2013,0.129,8,12.5,0.3058643915349713,0.1165,0.04,37.55988082,127.03402623,203006.3802048848,451150.6962116376,2,관광숙박업,관광호텔,12,3086.0
성동구,용답동,호텔 27,1983,0.3811,0,0.0,0.0,0.1594,0.7,37.55865215,127.05985981,205288.98760429776,451015.4683683537,2,관광숙박업,숙박시설,5,1117.0
성동구,하왕십리동,케이그랜드 호스텔(K-Grand Hostel),2011,0.1894,29,86.2,1.6094379124341005,0.1194,1.0,37.5602666,127.03120088,202756.7327954908,451193.4266094153,1,관광숙박업,"제1,2종근린생활시설 및 관광숙박시설",11,640.0
마포구,서교동,크리에이터타운 서교,2023,0.1607,24,95.8,1.2585183800659887,0.1022,0.85,37.55351459,126.91602446,192579.72747662428,450446.8905552847,1,관광숙박업,"숙박시설, 근린생활시설",10,13942.0
마포구,서교동,코스모하버 홍대,1989,0.1043,29,100.0,0.88343356671638,0.1509,1.0,37.54951825,126.9176306,192721.26110825493,450003.2190538916,1,관광숙박업,"근린생활시설, 숙박시설",6,588.06
마포구,동교동,스테이히어어게인,2023,0.2715,14,85.7,1.04243378671451,0.1022,0.85,37.55360436,126.92114016,193031.77097006157,450456.46244368807,2,관광숙박업,"업무시설, 근린생활시설, 숙박시설",14,1606.2
마포구,노고산동,신촌스테이,1978,0.1337,11,18.2,0.9162907318741552,0.1665,0.85,37.55176055,126.93463668,194224.2110418873,450250.9067266414,0,관광숙박업,숙박시설,5,958.0
마포구,도화동,로이넷 호텔 서울 마포,2021,0.1506,24,70.8,0.978533040751376,0.105,0.35,37.53906401,126.94749688,195359.80777854903,448841.03196425,1,관광숙박업,숙박시설,28,29066.0
마포구,동교동,머큐어 앰배서더 서울 홍대,2020,0.2626,27,66.7,0.691757326270891,0.1065,0.45,37.55257178,126.92161513,193073.64481042372,450341.82328659896,0,관광숙박업,숙박시설,24,17055.0
마포구,서교동,호텔 더 디자이너스 홍대,2013,0.0938,31,96.8,1.9061698204057995,0.1165,0.7,37.54915395,126.91679149,192647.0756536695,449962.8514240021,1,관광숙박업,호텔,18,3868.0
마포구,동교동,필로소퍼,2014,0.4336,14,78.6,1.4897781167648567,0.115,0.7,37.55675094,126.92273851,193173.29175982863,450805.5781071405,1,관광숙박업,숙박시설,5,377.0
마포구,서교동,더휴식 아늑 홍대점,2013,0.1974,18,61.1,1.5218754194206014,0.1165,0.7,37.55279782,126.91957432,192893.33329240396,450367.0633510921,2,관광숙박업,숙박시설,12,1256.0
마포구,도화동,신라스테이 마포,2015,0.1531,38,68.4,0.9990115720949166,0.2448,0.7,37.54012376,126.94891178,195484.91964791343,448958.5824011154,0,관광숙박업,숙박시설,28,18470.0
마포구,서교동,아만티 호텔 서울,2016,0.2195,29,96.6,1.519667913005391,0.2433,1.0,37.55444695,126.91780256,192736.93500946648,450550.2325353085,1,관광숙박업,호텔,19,18411.0
마포구,도화동,주)서울가든,1979,0.1974,25,76.0,0.947006787104602,0.1652,1.0,37.53794493,126.94757344,195366.50485732956,448716.82399075705,0,관광숙박업,숙박시설(관광호텔),17,26310.0
마포구,합정동,써클호텔,2005,0.3014,0,0.0,0.1335313926245226,0.1279,0.18,37.54610662,126.90997111,192044.0520289774,449625.1897478728,2,관광숙박업,호텔,12,2017.0
마포구,공덕동,주)호텔롯데 롯데시티 호텔마포,2009,0.1683,1,0.0,0.6931471805599453,0.1222,0.0,37.54218159,126.94980945,195564.37594120268,449186.9337492596,1,관광숙박업,호텔,48,153615.0
마포구,상암동,스탠포드호텔코리아(주) 스탠포드호텔서울,2011,0.1814,4,100.0,0.4461027538399907,0.1194,0.55,37.57957611,126.88587938,189919.5503944397,453342.2222111924,2,관광숙박업,호텔,17,26278.0
마포구,노고산동,에이치에비뉴 호텔 이대점,2017,0.3966,3,33.3,0.0741079721537218,0.1108,1.0,37.55348987,126.94178683,194856.14849675025,450442.4252962547,2,관광숙박업,호텔,15,2773.0
마포구,도화동,글래드호텔 마포,2017,0.2002,8,12.5,0.0360399364831968,0.2417,0.7,37.54026211,126.95040144,195616.5810919244,448973.86707917525,1,관광숙박업,"숙박시설(관광호텔),업무시설(사무소),근린생활시설",26,26504.0
마포구,동교동,주)호텔롯데 L7홍대,2017,0.2452,29,86.2,1.551102335421137,0.1108,0.7,37.55297852,126.92084785,193005.8833246936,450387.02337925584,2,관광숙박업,숙박시설,25,22929.0
마포구,서교동,라이즈호텔,2018,0.2029,29,93.1,1.1300979052416762,0.1094,1.0,37.55168271,126.92046518,192971.9477937205,450243.2324935968,0,관광숙박업,숙박시설(관광호텔),25,29332.0
마포구,서교동,나인브릭,2016,0.1709,16,93.8,0.6198159074743956,0.1122,0.25,37.55103429,126.91978342,192911.643014076,450171.3168203941,1,관광숙박업,관광호텔,18,3784.0
마포구,동교동,나비호스텔,2016,0.4182,29,100.0,1.1069110914828049,0.1122,1.0,37.55523533,126.92394078,193279.3864214884,450637.2767695243,1,관광숙박업,숙박시설,11,993.0
마포구,합정동,주니비노호텔,2021,0.3349,2,0.0,0.9985288301111273,0.105,0.12,37.54519815,126.90996604,192043.50743410335,449524.360969928,2,관광숙박업,숙박시설,14,6174.0
마포구,노고산동,골든(Golden) 신촌홍대점,1999,0.1361,7,28.6,1.0857088838322018,0.1365,0.85,37.55117099,126.93573044,194320.81573750247,450185.4059892207,2,관광숙박업,근린생활시설,5,146.0
마포구,노고산동,로프트13,2006,0.113,6,50.0,0.2076393647782445,0.1265,0.85,37.55111367,126.93465172,194225.49013468777,450179.1098693624,0,관광숙박업,"업무시설,근린생활시설",17,171.0
마포구,동교동,비아르떼 서울,2002,0.3349,29,96.6,0.3424069721410274,0.6656,0.85,37.554874,126.92806823,193644.05840074437,450596.8863531996,1,관광숙박업,근린생활시설,4,57.0
마포구,서교동,더 센트럴 홍대,1984,0.1867,25,92.0,0.8771508235368848,0.158,1.0,37.55152908,126.92007467,192937.426082036,450226.2106677029,1,관광숙박업,근린생활시설,6,196.0
마포구,노고산동,코코스테이,1992,0.1361,7,71.4,3.7467854516913777,0.4165,0.85,37.55210431,126.93347537,194121.61959621933,450289.13195742544,0,관광숙박업,"근린생활시설, 주택, 숙박시설",6,132.0
마포구,서교동,슬로우온 호스텔,1988,0.1581,19,100.0,0.245122458032985,0.1523,0.85,37.55107515,126.91943166,192880.56354009235,450175.878372209,1,관광숙박업,숙박시설,6,243.0
마포구,노고산동,스테이플랜비,1992,0.129,11,18.2,0.1431008436406733,0.1465,0.85,37.55166088,126.93446678,194209.1902213064,450239.8550018264,1,관광숙박업,"업무시설, 제1.2종근린생활시설",13,502.0
마포구,동교동,비아르떼,1990,0.341,31,96.8,0.2516230226360784,0.1494,0.85,37.5547471,126.92756659,193599.7222799213,450582.836001179,0,관광숙박업,단독주택,3,77.0
마포구,마포동,호텔 나루,2022,0.3687,0,0.0,0.0,0.1036,1.0,37.53446736,126.94345991,195002.71618554884,448331.0670176016,2,관광숙박업,"관광숙박시설,업무시설(오피스텔),근린생활시설",29,27341.0
마포구,동교동,클레오,2018,0.5509,10,70.0,1.4197560012338533,0.1094,0.12,37.55864002,126.92586812,193449.98475869937,451015.0209077957,0,관광숙박업,호스텔,8,601.0
마포구,동교동,홀리데이 인 익스프레스 서울 홍대,2018,0.4735,5,60.0,1.2391790600605554,0.1094,0.12,37.55677874,126.92400896,193285.5493093113,450808.5720672406,1,관광숙박업,"판매시설,업무시설,숙박시설,문화및집회시설",17,13611.0
마포구,서교동,보보호텔,1978,0.098,31,100.0,0.8075575317376895,0.1665,1.0,37.54956944,126.91741663,192702.3582031252,450008.91711732274,1,관광숙박업,호텔,6,2625.0
강서구,마곡동,머큐어 서울 마곡,2024,0.3997,0,0.0,0.2559333741372006,0.1011,0.45,37.56319062,126.82482249,184522.90759126568,451531.92478849593,2,관광숙박업,호텔,20,33290.0
강서구,염창동,나이아가라관광호텔,2006,0.2804,23,95.7,0.0,0.1265,0.04,37.54634585,126.87778933,189200.1477248154,449654.9513389432,0,관광숙박업,호텔,16,9686.0
강서구,외발산동,메이필드호텔,2003,0.6018,2,0.0,0.0,0.1308,0.04,37.54436374,126.81740711,183863.69267549663,449443.6103421869,2,관광숙박업,호텔,7,35429.0
강서구,화곡동,칼튼 관광호텔,2002,0.4704,24,87.5,1.4581200956911462,0.1322,1.0,37.55178535,126.85167038,186892.94702632973,450261.991729809,1,관광숙박업,호텔,11,6142.0
강서구,외발산동,티제이 관광호텔,2003,0.548,4,0.0,0.0388398333162639,0.1308,0.85,37.54519551,126.81927928,184029.3198049265,449535.60719584586,2,관광숙박업,숙박시설,7,2928.0
강서구,화곡동,이지갤러리관광호텔,2004,0.3873,3,0.0,2.8218853437510085,0.1293,0.35,37.55053248,126.84972582,186720.8948328649,450123.2109674873,2,관광숙박업,호텔,17,4321.0
강서구,외발산동,호텔 디아망,2009,0.5245,13,15.4,0.2131932204610416,0.1222,0.85,37.54576712,126.8185255,183962.8290333262,449599.1773739049,1,관광숙박업,숙박시설(관광호텔),6,2930.0
강서구,방화동,주)호텔롯데 롯데시티호텔 김포공항,2021,0.6369,0,0.0,0.0706175672139533,0.2353,0.12,37.56231091,126.80220952,182524.82369565225,451438.2514335489,2,관광숙박업,호텔,3,12180.0
강서구,화곡동,드 어반 관광호텔,2012,0.2804,13,84.6,0.0,0.1179,0.04,37.52625242,126.84660182,186440.44383585165,447428.8648386724,1,관광숙박업,관광호텔,14,3334.0
강서구,화곡동,볼(Voll) 관광호텔,2012,0.2894,12,100.0,0.0,0.1179,0.04,37.52600423,126.8458538,186374.2777954479,447401.4269118125,1,관광숙박업,"숙박시설(관광호텔), 제2종근린생활시설",15,3652.0
강서구,염창동,제이케이블라썸호텔,2017,0.3226,7,71.4,0.1823215567939546,0.1108,0.18,37.55404528,126.86690315,188239.33689884696,450510.8023123407,1,관광숙박업,호텔,17,11312.0
강서구,마곡동,호텔 엠펠리체,2017,0.1361,0,0.0,0.2772107725844855,0.1108,0.35,37.55708314,126.83446768,185373.87571080276,450852.5213915972,2,관광숙박업,호텔,17,8501.0
강서구,화곡동,해담채스테이,2012,0.2597,31,96.8,1.0173868487455238,0.513,0.45,37.52728435,126.83982554,185841.6525555761,447544.39474063856,0,관광숙박업,"관광숙박시설(관광호텔), 제1종근린생활시설",14,1705.0
강서구,등촌동,에스알호텔,2014,0.1709,9,33.3,1.3862943611198906,0.115,0.04,37.55838302,126.83868248,185746.5353696528,450996.145296327,0,관광숙박업,관광숙박시설,16,4833.0
강서구,등촌동,주)컴앤스테이 강서,2014,0.1974,19,63.2,1.8281271133989296,0.115,0.04,37.55407382,126.85915513,187554.71312610555,450514.96748041286,1,관광숙박업,"숙박시설(관광숙박시설), 제2종근린생활시설",9,2396.0
강서구,화곡동,필호스텔,1989,0.0799,23,95.7,1.3089076975044704,0.1509,0.7,37.54473336,126.84563481,186358.33226882535,449480.1637392231,1,관광숙박업,호텔,6,981.0
강서구,공항동,로얄스퀘어호텔,2016,0.4582,34,88.2,0.9270698661289822,0.1122,0.85,37.55789598,126.80953556,183171.1013432468,450946.908787513,1,관광숙박업,숙박시설,9,8446.0
강서구,염창동,골든서울호텔,1996,0.2685,5,100.0,0.0,0.1408,0.04,37.54517029,126.87724947,189152.269514746,449524.5404766167,0,관광숙박업,숙박시설(관광호텔),18,12800.0
강서구,외발산동,시선호텔,2003,0.5186,17,11.8,0.13559197443749,0.264,0.85,37.54582791,126.81887121,183993.3929636357,449605.8654250643,1,관광숙박업,"숙박시설(관광호텔), 제1종근린생활시설",8,3196.0
영등포구,영등포동,라스베가스 관광호텔,2019,0.2834,15,13.3,1.7882070676236872,0.1079,0.04,37.51802179,126.91138356,192165.93476287005,446508.00116980006,1,관광숙박업,업무시설 및 도시형생활주택,23,3907.7526
영등포구,여의도동,컴포트 인 여의도,2004,0.6209,3,0.0,3.714509713280272,0.1293,0.45,37.52757056,126.91966625,192899.0644980054,447567.1377588703,1,관광숙박업,숙박시설,12,4345.0
영등포구,신길동,STOWER HOSTEL,2019,0.3014,0,0.0,0.0423792229688614,0.1079,1.0,37.50278227,126.90784204,191851.1929099071,444816.90924247936,1,관광숙박업,관광숙박시설(호스텔),13,862.0
영등포구,당산동,이도,2019,0.4028,48,95.8,1.6539496432217973,0.1079,0.7,37.5243381,126.89723516,190915.9222946499,447210.30470594624,1,관광숙박업,숙박시설,9,673.0
영등포구,영등포동,토요코인 서울영등포,2019,0.3226,0,0.0,0.0363676441708748,0.1079,0.25,37.51494198,126.91117383,192147.07102657243,446166.1986057389,2,관광숙박업,관광숙박시설,21,9519.0
영등포구,양평동,가예,2019,0.6155,3,0.0,0.2403180562041199,0.1079,0.35,37.52009318,126.88894968,190182.95640325788,446740.00399878976,1,관광숙박업,숙박시설,10,919.0
영등포구,양평동,ROJIN(로진),2021,0.6209,3,0.0,0.5629846850015274,0.105,0.35,37.52027441,126.88882372,190171.84508470487,446760.1314099791,2,관광숙박업,숙박시설(호스텔),14,2681.0
영등포구,양평동,CENTRAL TOWER,2024,0.588,47,78.7,0.8910910783178398,0.1011,1.0,37.52433768,126.88518528,189850.7516750583,447211.4899830486,1,관광숙박업,숙박시설 (호스텔),10,944.0
영등포구,당산동,따담,2017,0.5245,7,85.7,0.5668534552356532,0.1108,0.35,37.51953795,126.89116695,190378.89574301537,446678.15136158495,2,관광숙박업,숙박시설,11,1333.0
영등포구,양평동,서울H,2020,0.5653,9,55.6,1.5641898546890678,0.1065,0.7,37.52384689,126.8841451,189758.73602070083,447157.1311416284,1,관광숙박업,숙박시설,9,731.0
영등포구,양평동,상상그린 G. HOUSE,2021,0.5795,33,75.8,2.2844492785581574,0.105,1.0,37.52407157,126.88477322,189814.2907179686,447181.9996245963,1,관광숙박업,숙박시설,10,996.0
영등포구,영등포동,호스텔 오닛,1969,0.2195,3,66.7,0.3125984237163154,0.1794,0.7,37.51565734,126.90866766,191925.5829982978,446245.80665310833,2,관광숙박업,"위락시설, 관람집회시설, 근린생활시설, 영업용",5,141.0
영등포구,도림동,스프링 플라워,2024,0.5509,8,37.5,1.4469189829363254,0.1011,1.0,37.50714354,126.89487684,190705.32213821384,445302.1558651388,2,관광숙박업,숙박시설(호스텔),11,467.0
영등포구,영등포동,호텔 바모스,2020,0.1581,30,63.3,1.2312567632744045,0.1065,1.0,37.51723716,126.90790157,191858.0269152989,446421.2127639827,1,관광숙박업,숙박시설,9,448.0
영등포구,당산동,SH호스텔,2020,0.2597,2,0.0,0.143590919612256,0.1065,0.25,37.5200043,126.89771708,190957.99948160988,446729.26064593706,1,관광숙박업,숙박시설,10,837.0
영등포구,양평동,가예2,2025,0.5682,12,66.7,2.117309869662858,0.1,0.7,37.52399149,126.88431868,189774.09977127024,447173.1610570616,1,관광숙박업,숙박시설,10,870.0
영등포구,당산동,SD Firstier,2022,0.2308,0,0.0,0.4005510933057353,0.1036,0.25,37.51986208,126.89841855,191019.9937083667,446713.40881972807,1,관광숙박업,"숙박시설(호스텔),근린생활시설",10,931.0
영등포구,여의도동,페어몬트 앰배서더 서울(Fairmont Ambassador Seoul),2020,0.2984,0,0.0,1.032362903126909,0.1065,0.18,37.5233003,126.92750965,193592.0004577416,447092.6288868862,2,관광숙박업,"업무시설(사무소),제2종근린생활시설(일반음식점)",76,58933.0
영등포구,영등포동,오베르,2022,0.1531,9,11.1,1.7443572303334711,0.1036,0.18,37.5158422,126.90195893,191332.50562589304,446266.9206710932,0,관광숙박업,숙박시설,11,1599.0
영등포구,양평동,Chateau 관광호텔,2016,0.5908,3,33.3,0.2916113505916705,0.1122,0.35,37.52003452,126.88959266,190239.7893437264,446733.4265713408,0,관광숙박업,숙박시설,11,947.0
영등포구,영등포동,브이아이피(VIP),2012,0.3811,11,54.5,0.9309968792638504,0.1179,0.7,37.51482896,126.91265105,192277.65722293637,446153.5325444884,1,관광숙박업,숙박시설(관광호텔),11,985.0
영등포구,영등포동,호텔 지엠에스[HOTEL GMS],2016,0.2365,15,86.7,1.490737024487488,0.1122,1.0,37.51474767,126.90821929,191885.8454605665,446144.8833548525,1,관광숙박업,호텔,22,7665.0
영등포구,신길동,셀립 여의,2016,0.0838,44,93.2,0.3597006648552693,0.1122,0.85,37.51114742,126.9208391,193001.20240538803,445744.28777657787,0,관광숙박업,호텔,22,4886.0
영등포구,영등포동,여울,2017,0.1482,34,41.2,1.8896453104691755,0.1108,0.85,37.51767895,126.90777987,191847.31607252583,446470.2564278712,1,관광숙박업,숙박시설,9,600.0
영등포구,선유동,가온누리,2017,0.5037,4,50.0,1.4305004536243864,0.1108,0.35,37.51956845,126.8917188,190427.68452616516,446681.4801850836,0,관광숙박업,숙박시설(호스텔),9,939.0
영등포구,당산동,다담,2017,0.2954,3,0.0,0.4005510933057353,0.1108,0.25,37.51987588,126.89679358,190876.3447033305,446715.0967984997,0,관광숙박업,숙박시설,8,394.0
영등포구,당산동,베스트웨이,2017,0.3379,6,50.0,0.0912914202094071,0.1108,0.12,37.5206932,126.89602857,190808.81651481224,446805.8835416435,1,관광숙박업,숙박시설,9,491.0
영등포구,양평동,유니언호텔,2017,0.2715,6,16.7,1.4035361675543965,0.1108,0.35,37.53591594,126.89224778,190476.52613335015,448495.7953453328,1,관광숙박업,숙박시설(업무시설),18,9728.0
영등포구,양평동,호텔AROZO 2,2012,0.5422,4,50.0,1.1407237740182363,0.1179,0.7,37.52363735,126.88326343,189680.7698568457,447133.971165644,0,관광숙박업,숙박시설,10,731.0
영등포구,영등포동,호텔 씨엘,2014,0.1581,15,6.7,1.450181628571142,0.115,0.45,37.51633265,126.90106324,191253.3777865319,446321.4373249669,1,관광숙박업,호텔,10,1837.0
영등포구,영등포동,JARDIN HOTEL,2015,0.1065,24,54.2,1.6149780928097155,0.1136,0.7,37.51642308,126.90389139,191503.4140735256,446331.21474884014,0,관광숙박업,숙박시설,11,978.0
영등포구,양평동,노바루스관광호텔,2014,0.5739,7,100.0,0.5652243275950323,0.115,0.7,37.51890902,126.88992196,190268.7539119826,446608.47607506486,1,관광숙박업,호텔,10,1140.0
영등포구,양평동,호텔 브릿지,2013,0.5908,2,0.0,1.1236583205941977,0.1165,1.0,37.52105664,126.88181104,189552.0221881823,446847.7048828627,2,관광숙박업,호텔,14,2519.0
영등포구,여의도동,켄싱턴호텔 여의도,2010,0.5908,1,0.0,2.0402208285265546,0.1208,0.18,37.52750863,126.92103047,193019.64614964125,447560.16218187095,1,관광숙박업,제2종근린생활시설,5,22327.0
영등포구,여의도동,메리어트 이그제큐티브 아파트먼트 서울,2007,0.4089,0,0.0,0.0741079721537218,0.1251,1.0,37.51842714,126.917869,192739.31426102584,446552.4696336372,2,관광숙박업,"업무시설,숙박시설,제2종근린생활시설",40,20997.0
영등포구,영등포동,코트야드 바이 메리어트 서울 타임스퀘어,1994,0.2056,19,15.8,0.1892419996385284,0.1436,0.85,37.51432572,126.90255533,191385.0571191366,446098.5557792752,1,관광숙박업,숙박시설,25,26266.0
영등포구,여의도동,콘래드 서울 호텔,2012,0.2804,8,0.0,1.889397938791971,0.1179,0.18,37.5222288,126.92451214,193326.9311977889,446973.9142039793,1,관광숙박업,호텔,63,93115.0
영등포구,여의도동,글래드호텔앤리조트(주) 글래드 여의도,2014,0.5908,1,0.0,0.1758906664636642,0.115,0.25,37.52469423,126.91653736,192622.20943297067,447248.1417238701,2,관광숙박업,숙박시설,17,24415.0
영등포구,당산동,호텔 아벤트리 여의도,2014,0.3014,25,12.0,0.2091487990270988,0.115,0.85,37.52358074,126.9083096,191894.78507836943,447125.2353510988,2,관광숙박업,호텔,19,3397.0
영등포구,양평동,호텔AROZO,2012,0.5422,3,66.7,1.1407237740182363,0.1179,0.7,37.5235963,126.88314956,189670.69836144132,447129.4276246657,0,관광숙박업,숙박시설,10,731.0
영등포구,선유동,로프트 관광호텔(HOTEL LOFT),2013,0.1814,24,66.7,2.681021528714291,0.1165,1.0,37.53191873,126.89796582,190981.4229809325,448051.5904210935,1,관광숙박업,숙박시설(관광호텔),12,3530.0
영등포구,양평동,위브 스위트 - 선유 파크사이드,2017,0.2568,10,0.0,0.9753796482441616,0.1108,0.35,37.53575162,126.89259957,190507.59760099096,448477.5222690395,0,관광숙박업,"가족호텔,근린생활시설",17,9318.0
영등포구,영등포동,베니키아 호텔 카카오,2018,0.3257,0,0.0,0.273695830477041,0.1094,0.7,37.51472287,126.91109494,192140.0735522469,446141.8867547337,2,관광숙박업,호텔,14,1574.0
영등포구,당산동,더 리베라,2018,0.3349,4,75.0,0.1307702311831946,0.1094,0.12,37.52084471,126.8961637,190820.78071269416,446822.6860602445,1,관광숙박업,숙박시설,11,1252.0
영등포구,양평동,가온,2022,0.5823,4,50.0,0.2024586451606975,0.1036,0.08,37.52035777,126.88989523,190266.57908308497,446769.2719230253,2,관광숙박업,숙박시설,10,829.0
서초구,양재동,더케이호텔앤리조트(주) 더케이호텔서울,1990,0.4459,0,0.0,0.0,0.1494,0.25,37.46402232,127.03202589,202833.2617495295,440511.561226864,2,관광숙박업,호텔,13,72742.0
서초구,잠원동,더리버사이드호텔,1981,0.7988,12,66.7,0.7543016037132759,0.1623,0.7,37.515894,127.01731176,201530.4755464255,446268.29463218304,0,관광숙박업,호텔,15,30096.0
서초구,잠원동,호텔티롤,2009,0.6852,10,50.0,0.327422401101295,0.1222,0.35,37.51230507,127.0161577,201428.51731526255,445869.95082170935,0,관광숙박업,호텔,13,7519.0
서초구,서초동,유원관광호텔,1986,0.4795,5,40.0,0.3392832012268632,0.1551,0.04,37.48242337,127.01206178,201066.81820754556,442553.4166469818,0,관광숙박업,호텔,12,4983.0
서초구,서초동,호텔 소설(小雪),2014,0.4552,22,100.0,2.249475267680097,0.115,1.0,37.48359668,127.0130141,201151.02926236493,442683.6496885301,1,관광숙박업,호텔,14,3660.0
서초구,서초동,호텔 페이토,2015,0.2597,0,0.0,0.3392832012268632,0.1136,0.04,37.48399045,127.03178675,202811.3575121145,442727.7479532215,2,관광숙박업,호텔,23,8996.0
서초구,서초동,신라스테이 서초,2017,0.1086,9,22.2,0.1117440384396153,0.1108,0.25,37.48670619,127.02933709,202594.60507262588,443029.0888222318,0,관광숙박업,관광호텔,29,17684.0
서초구,서초동,업플로 호스텔,1988,0.4459,1,0.0,0.0195128142235817,0.4236,0.12,37.49101095,127.01621547,201434.03200990197,443506.57973159774,2,관광숙박업,숙박시설,6,1172.0
서초구,서초동,프로비스타 가족호텔,2004,0.4336,6,66.7,0.6757554378480761,0.1293,0.55,37.49206508,127.01783973,201577.652967542,443623.6003122068,1,관광숙박업,호텔,18,10997.0
서초구,반포동,JW메리어트호텔 서울,2005,0.3718,1,0.0,0.0451689683679114,0.1279,0.04,37.50161364,127.00283237,200250.4481855957,444683.22040068,2,관광숙박업,근린생활시설,37,52653.0
서초구,서초동,힐튼 가든 인 서울 강남,2021,0.2984,1,0.0,0.97650959186721,0.105,0.25,37.48316337,127.03196559,202827.2060596082,442635.9584020431,2,관광숙박업,숙박시설,24,16900.0
서초구,신원동,오라카이 청계산 호텔,2018,0.9593,2,0.0,0.0,0.1094,1.0,37.44654849,127.05395016,204773.96551469545,438573.0922728027,2,관광숙박업,숙박시설(관광호텔),8,20178.0
강남구,논현동,힐탑관광호텔,1985,0.7091,24,100.0,0.957782452816512,0.1565,0.85,37.50882475,127.03023999,202673.6698588208,445483.9866783195,1,숙박업,숙박시설 위락시설 근린생활시설,7,6373.01
강남구,삼성동,호텔 인 나인,2019,0.3287,0,0.0,0.0408219945202551,0.1079,0.08,37.51294098,127.05916581,205230.86024645503,445942.0507084944,0,관광숙박업,숙박시설,23,8003.69
