model_key,model_label,target_scale,train_r2_model_scale,test_r2_model_scale,train_raw_r2,test_raw_r2,cv_r2_mean_model_scale,cv_r2_std_model_scale,test_mae_thousand_krw,test_rmse_thousand_krw,pred_test_mean_thousand_krw,pred_test_median_thousand_krw,pred_test_max_thousand_krw
2_mult_poly_raw,2. 다중 2차 다항회귀,raw,0.1258613097523793,-0.06947007889487411,0.1432449086539812,-0.05365715538512772,-45.01115227253594,89.82707655356764,172851.69354718958,1004392.8156116995,113191.66677677307,0.0,13108100.373708308
3_interaction_raw,3. 상호작용항 회귀,raw,0.1145722147203746,0.01528399189838936,0.1346749343801421,0.034490788401566386,-41.85281957527172,83.81393984303342,159818.13858283425,961462.0525259328,100032.81587458188,0.0,3259470.5516263964
4_regularized_poly_raw,4. Ridge 정규화 다항회귀,raw,0.00783363375975965,0.0037663638369933583,0.00783414669086091,0.0038994500216292804,-0.8219632101357769,1.649342996999308,108046.8770206075,976574.8309235836,43834.08211427552,39437.26867109914,241999.8129120901
5_log_target_poly_ridge,5. log1p(y) + Ridge 다항회귀,log1p,0.04988175037822251,-1.7125208376248309,-0.0030723379236734516,-1.409211155720156e+82,0.018737328803533248,0.018047168594577005,2.5156393143006786e+45,1.16156087022527e+47,2.5156393143006786e+45,784.298370308668,5.363343018089047e+48
