구,동,숙소명,위도,경도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,시설규모/연면적,nearest5_mean_damage_thousand_krw,nearest5_median_damage_thousand_krw,nearest5_min_distance_km,nearest5_mean_distance_km,nearest1_damage_thousand_krw,nearest1_distance_km,nearest2_damage_thousand_krw,nearest2_distance_km,nearest3_damage_thousand_krw,nearest3_distance_km,nearest4_damage_thousand_krw,nearest4_distance_km,nearest5_damage_thousand_krw,nearest5_distance_km 
중구,신당동,은성여관,37.56201847,127.01763004,44,81.8,1.1661704396794008,0.4553,1.0,2,172.99,266.8,201.0,0.0965358265600754,0.13512754948753802,1,0.0965358265600754,84,0.09895235371636471,570,0.11816834460884137,201,0.17042063457290657,478,0.19156058797950207
중구,을지로7가,에이피엠 레지던스,37.56252165,127.00761742,14,71.4,1.4253757111623615,0.1265,0.85,1,29989.66,6149.6,405.0,0.019746918452397514,0.076147025889327,25602,0.019746918452397514,405,0.05848940729647906,4273,0.06590357023944116,110,0.08844336582977375,358,0.1481518676285435
중구,저동,이화호텔,37.56100128,126.9869874,12,75.0,2.7322644592228045,0.148,0.08,9,991.7,16238.0,387.0,0.061733318737073564,0.09210333357214293,387,0.061733318737073564,466,0.068237468892218,80330,0.10164493780174237,6,0.1074927746372215,1,0.12140816779245923
중구,회현동,호텔 코지 명동,37.55802548,126.978654,11,45.5,0.4364612084771284,0.1794,1.0,1,3892.52,18115.6,200.0,0.04541118705136499,0.08559893489315583,11,0.04541118705136499,11,0.046573065661131674,285,0.08981669642785368,200,0.1175819377900264,90071,0.12861178753540242
중구,남산동,호텔 마흐리트,37.55766837,126.98642023,9,66.7,1.852753981930897,0.1823,0.12,4,414.76,274.2,66.0,0.15799756742211404,0.18772586353054824,14,0.15799756742211404,1086,0.1854960565835586,1,0.18897627539997275,66,0.19785139575931227,204,0.2083080224877836
중구,인현동,달콤명동게스트하우스,37.56077584,126.99588185,25,64.0,0.6931471805599453,0.1665,0.45,4,732.96,574.4,132.0,0.026704035026847175,0.06398564808863001,2498,0.026704035026847175,132,0.0602728898554452,133,0.07349349260731315,1,0.078823467327857,108,0.08063435562568752
중구,중림동,WO모텔 충정로,37.55465607,126.96700473,15,53.3,0.9319746537767092,0.1766,0.18,4,375.76,7118.6,3775.0,0.04392838726807968,0.0980526673955473,3775,0.04392838726807968,102,0.07288357043678428,315,0.08426232878292109,20401,0.13792920876387504,11000,0.1512598417260764
중구,명동,더스테이호텔,37.55915651,126.9860126,44,72.7,0.3869215303959953,0.2496,0.7,1,1195.2,18155.8,204.0,0.039251975947152025,0.0900202073579251,1,0.039251975947152025,204,0.0398469652317645,14,0.06985174582267861,90200,0.13805799714558234,360,0.16309235264244798
중구,충무로5가,명동멀린호텔,37.55988314,126.99827249,12,50.0,0.0187798946515963,0.1194,0.85,1,2899.73,534.2,312.0,0.09813092378801196,0.1359699114401413,312,0.09813092378801196,30,0.12722499876092117,56,0.14197545620953453,1819,0.15590602155096348,454,0.1566121568912755
중구,명동,명동 선샤인 게스트하우스,37.55926496,126.98571174,38,65.8,0.249563114348171,0.1536,0.7,13,9737.27,18155.8,204.0,0.038921783180973744,0.08454263391719448,204,0.038921783180973744,1,0.05910512349879448,14,0.059755985543971823,90200,0.12532023272480075,360,0.13961004463743157
중구,황학동,송림장여관,37.56365324,127.01788147,18,88.9,0.3092034534461402,0.158,0.85,1,437.2,197.8,90.0,0.054519312165318815,0.10307853404198589,90,0.054519312165318815,1,0.0978104355552844,347,0.105459233447036,478,0.11173103837793487,73,0.14587265066435534
중구,명동,오요 명동1,37.56016528,126.98438675,26,57.7,1.678860798978205,0.198,0.7,1,1039.75,172.2,89.0,0.042281965651865566,0.0883378163873237,1,0.042281965651865566,360,0.06145674704634524,89,0.10486213983301144,4,0.10846543839076504,407,0.12462279101463118
중구,을지로4가,국도관광개발 주식회사 호텔국도,37.56342608,126.995507,32,75.0,0.6931471805599453,0.1251,0.35,24,18305.52,61459.8,33.0,0.046224922219576504,0.09112731245175194,26,0.046224922219576504,33,0.08051136808116077,1,0.10802612553902215,306142,0.10973736846723084,1097,0.11113677795176947
중구,충무로5가,현대 서비스드 레지던스,37.56110121,126.99995412,20,60.0,2.0512029576140245,0.1279,0.85,1,11546.441,1447.2,454.0,0.037765319457570896,0.11792901760170335,4552,0.037765319457570896,302,0.12360215352798032,1927,0.12890456392153923,454,0.14128869617924272,1,0.1580843549221836
중구,흥인동,레인보우호텔,37.56318521,127.01511594,23,65.2,1.1947195988454529,0.2912,0.55,4,1100.87,2420.0,220.0,0.04922889117782161,0.06116356196870095,10671,0.04922889117782161,163,0.05738953202502568,220,0.05738953202502568,11,0.05898631082077542,1035,0.08282354379485636
중구,장충동,파이프 호스텔,37.55841902,127.00488966,4,50.0,0.1582240052148941,0.1794,0.55,3,328.43,5634.6,1432.0,0.08699608105764195,0.17796437111028046,1527,0.08699608105764195,9,0.16892791877289265,24750,0.18451958783693387,1432,0.21953358423623648,455,0.2298446836476974
중구,광희동,96번지,37.56206664,127.0089649,24,58.3,0.9088557533866368,0.1523,0.7,8,409.0,5989.2,49.0,0.04932967175284152,0.11552802447694269,11,0.04932967175284152,4273,0.10693693730793055,49,0.12514564772178907,11,0.14745046160743583,25602,0.14877740399471648
중구,회현동,주)조선호텔앤리조트 레스케이프,37.55715446,126.97870364,41,75.6,0.2297880940328783,0.1094,0.85,33,27476.0,19.2,11.0,0.03996122597602054,0.10055242634068388,58,0.03996122597602054,11,0.09883143022240026,11,0.09913103622098898,5,0.12413334348806097,11,0.14070509579594867
중구,신당동,동대문맥스타일 하우스,37.56607323,127.00977497,3,0.0,1.3700338402481105,0.1208,0.55,1,49938.92,20484.8,117.0,0.07951454783191424,0.1287609511700842,11,0.07951454783191424,2193,0.12547578584797,117,0.1319561771759106,100054,0.1498271535602274,49,0.1570310914343988
중구,회현동,뉴코리아호텔,37.5553878,126.97899747,0,0.0,0.0327898228229908,0.1794,0.12,5,1168.0,77.4,58.0,0.09532767228586753,0.13548975089151294,211,0.09532767228586753,11,0.10083666242009089,102,0.12967434169693187,58,0.16340972182027735,5,0.18820035623439701
중구,명동,필스테이 명동스테이션(명동역점),37.5590079,126.98461516,19,63.2,0.182977509588875,0.1265,0.7,1,2115.48,349.8,204.0,0.06860609377267157,0.11598610326868553,14,0.06860609377267157,85,0.09293592520659456,1086,0.12393921214274832,204,0.13613696666561892,360,0.15831231855579425
중구,회현동,서울씨티호텔(SEOUL CITY HOTEL),37.55549628,126.98012534,11,27.3,2.0643984033586955,0.4658,0.12,3,730.88,126.6,102.0,0.07655517501869247,0.13716152852416424,102,0.07655517501869247,211,0.08215684547969113,11,0.08247839426399421,58,0.20164002180151872,251,0.24297720605692472
중구,명동,알로프트서울명동호텔,37.55952462,126.98113677,6,0.0,0.9245514488815216,0.1122,0.7,25,12964.0,8826.2,11.0,0.05494504126937752,0.13123366563920508,110,0.05494504126937752,1,0.12106512015141824,11,0.12495970046776687,44000,0.15459841184320464,9,0.20060005446425808
중구,주교동,투유(2U)HOSTEL,37.56586745,126.99740093,21,0.0,1.9250905212729232,0.1823,1.0,1,605.42,167.8,101.0,0.09417291130704379,0.1274830620763717,50,0.09417291130704379,96,0.10607390702764447,110,0.11535889011998485,482,0.1575430998606575,101,0.16426650206652793
중구,회현동,뉴오리엔탈호텔,37.55758838,126.98292431,26,88.5,2.149959071880011,0.1895,0.08,7,3146.61,334.2,251.0,0.01410014355757433,0.07745402718567951,287,0.01410014355757433,45,0.05908737582652108,2,0.06427126656603488,251,0.11992717002461782,1086,0.12988417995364945
중구,광희동,모브호텔,37.56215784,127.00619838,27,88.9,1.2250603659460322,0.1536,0.85,1,667.4,5333.8,405.0,0.02957602537264207,0.08368401723924515,496,0.02957602537264207,110,0.0441484440637979,405,0.10200826877495628,25602,0.11603660440689505,56,0.12665074357793443
중구,남학동,홈즈레드 명동,37.55807414,126.99051213,0,0.0,0.6931471805599453,0.1094,0.7,16,5464.0,127.0,66.0,0.13683675578902751,0.19070986274070423,363,0.13683675578902751,11,0.15739307336692682,66,0.16889180384271538,132,0.17920430128006853,63,0.31122337942478295
중구,회현동,HOTEL PARK HILL,37.55502777,126.98096527,3,66.7,2.3460702049337847,0.1608,0.12,5,609.73,126.6,102.0,0.15067565997814633,0.20884552137460397,102,0.15067565997814633,11,0.1691882775287446,211,0.1700502983144931,251,0.2634023780162937,58,0.29091099303534224
중구,남대문로5가,안전장,37.55569993,126.97382596,1,0.0,0.4054651081081644,0.1851,0.04,1,403.36,485.0,140.0,0.08173998141819191,0.10593711767971051,11,0.08173998141819191,48,0.08723306367490018,994,0.10974918832844141,1232,0.11251845794516598,140,0.1384448970318531
중구,초동,나인트리 바이 파르나스 서울 명동 Ⅱ,37.5615963,126.99013673,25,48.0,0.6931471805599453,0.1108,0.25,22,25608.105,7228.4,5176.0,0.03133224215282729,0.06693538520597364,5176,0.03133224215282729,13200,0.06563341978457973,12614,0.067596103773306,11,0.0726695614052372,5141,0.09744559891391799
중구,명동,필스테이 명동메트로점,37.56031807,126.98482751,23,60.9,1.697600700028772,0.1966,0.7,1,1299.41,18130.8,89.0,0.01907084624032598,0.0660320779143437,360,0.01907084624032598,1,0.05174135849299929,4,0.07818702459540568,90200,0.08786181958742446,89,0.09329934065556314
중구,서소문동,ENA 스위트 호텔,37.55956061,126.97310353,3,0.0,0.3113518165376857,0.1108,0.18,28,14134.9,174.8,112.0,0.013295473409953342,0.09794988754558365,433,0.013295473409953342,285,0.08280952556782077,112,0.11511824316060286,35,0.1365898821960744,9,0.14193631339346688
중구,북창동,서울쎈트럴호텔(SEOUL CENTRAL HOTEL),37.55907732,126.97742234,7,100.0,0.1707607343928786,0.1766,0.85,1,513.4,18201.8,285.0,0.00982605656022553,0.05923471460871288,39,0.00982605656022553,90071,0.05023548951407799,285,0.07023991411276254,603,0.0781306541536372,11,0.08774145870286115
중구,장교동,주)호텔롯데 롯데시티호텔명동,37.56418691,126.9872883,3,0.0,0.752336051950276,0.1136,0.08,1,25333.62,66.0,67.0,0.09599145779353067,0.14715597551005916,17,0.09599145779353067,67,0.10237900194164735,165,0.16934127811268437,79,0.18098742182925065,2,0.18708071787318273
중구,명동,유에이치 스위트,37.55921985,126.98703045,11,54.5,0.5287738230852111,0.2433,1.0,1,910.66,18177.0,204.0,0.06050981673539415,0.12185926188688116,1,0.06050981673539415,204,0.0948316689608107,466,0.13099427377807682,14,0.15482121982562808,90200,0.16813933013449606
중구,초동,호텔베네,37.56229779,126.99164157,27,70.4,2.424987074506724,0.457,0.7,1,1327.23,7360.0,110.0,0.0006961194380181382,0.028345618884659623,11,0.0006961194380181382,1,0.004784517764677473,110,0.035031319048628044,36458,0.04459958931477835,220,0.05661654885719611
중구,광희동,호텔 아라,37.56264071,127.00473451,53,67.9,0.5335170349680614,0.4658,0.85,3,232.7,237.4,255.0,0.11163849767700786,0.1552663997909872,496,0.11163849767700786,255,0.16053118565184374,20,0.16554359009368053,56,0.16799913903126648,360,0.17061958650113737
중구,남대문로5가,르코지,37.55578736,126.97367266,1,0.0,0.6931471805599453,0.1136,0.04,1,837.71,477.6,103.0,0.06724072077200859,0.1098359793777608,11,0.06724072077200859,48,0.10203173107192039,994,0.11775480376666111,1232,0.12370634555229452,103,0.1384462957259194
중구,광희동,필스테이 동대문이코노미,37.563312,127.00307183,8,62.5,0.0686285063890962,0.178,0.08,1,577.38,10161.4,360.0,0.07796318437131906,0.12066769065536624,255,0.07796318437131906,360,0.10490279901276078,34437,0.13097958822400682,22,0.14316014252362344,15733,0.14633273914512115
중구,무학동,에이(A)모텔,37.5612303,127.01441469,25,80.0,0.6294313661738377,0.1623,0.18,3,479.69,1739.0,140.0,0.031712206732248685,0.04309018551053283,3134,0.031712206732248685,110,0.03564862864929091,5280,0.04563780313873318,140,0.049717551950502877,31,0.05273473708188849
중구,명동,K그랜드호텔 명동,37.559348,126.98392801,16,81.2,1.837546078156073,0.1837,0.7,1,1148.81,8892.0,85.0,0.05818718004960074,0.11703373407033704,85,0.05818718004960074,44000,0.09989871257192527,1,0.1369003888155544,14,0.13908325939959573,360,0.15109912951500903
중구,주교동,호텔 제이스테이(Hotel J-Stay),37.56588733,126.99772725,15,0.0,1.5262653117516365,0.1837,1.0,7,1716.5,125.4,96.0,0.08507665603286946,0.11929672731095134,96,0.08507665603286946,110,0.08662832061953434,50,0.12201501005178605,316,0.14324231809208984,55,0.15952133175847694
중구,북창동,피넛호텔,37.55942482,126.9770407,13,100.0,0.2106520634201805,0.5187,0.85,4,546.47,18975.4,603.0,0.034260514326983835,0.06954562006805871,603,0.034260514326983835,39,0.05223018175878048,4111,0.056267801902064075,90071,0.09453561187987267,53,0.1104339904725925
중구,남창동,머스트스테이 호텔,37.55416332,126.97684616,32,62.5,0.4763394476948214,0.1851,0.7,4,312.04,1057.6,399.0,0.0891832015701172,0.11597704792864513,11,0.0891832015701172,283,0.09169747666952277,2956,0.1321596340317848,1639,0.1328874402544638,399,0.13395748711733718
중구,신당동,청구 리빙텔,37.55972529,127.01406465,50,70.0,1.0630408228832422,0.4729,0.7,3,250.41,486.4,105.0,0.05072677814419122,0.08618568771040418,1876,0.05072677814419122,44,0.07302357217098922,11,0.07651235891392909,396,0.10862999947730285,105,0.1220357298456085
중구,을지로3가,라이프 인 을지로,37.56327507,126.99232107,51,70.6,0.1504039538256495,0.1623,1.0,1,1829.68,1059.6,335.0,0.033189375095387254,0.051385355525558875,1819,0.033189375095387254,9,0.04469821325603039,335,0.05049082283073446,3025,0.06393123325343035,110,0.06461713319221189
중구,명동,명동K-stay 게스트하우스,37.55926806,126.98767512,4,0.0,0.481258947477698,0.1823,0.12,8,1243.0,220.0,204.0,0.11559765040132428,0.14116921796026247,1,0.11559765040132428,466,0.1347893316988003,204,0.14836423671643584,66,0.15282534081564247,363,0.15426953016910955
중구,을지로3가,트립스테이 명동,37.56327507,126.99232107,51,70.6,0.1504039538256495,0.1623,1.0,5,1829.68,1059.6,335.0,0.033189375095387254,0.051385355525558875,1819,0.033189375095387254,9,0.04469821325603039,335,0.05049082283073446,3025,0.06393123325343035,110,0.06461713319221189
중구,무학동,엠모텔(M모텔),37.56120906,127.01384225,51,72.5,0.7324865951199776,0.1794,1.0,3,360.34,762.2,140.0,0.01594498877744297,0.04246929950016086,110,0.01594498877744297,31,0.02149333728040596,3134,0.047077918255625135,396,0.058161803030891496,140,0.06966845015643872
중구,필동,픽셀스테이 명동점,37.55888617,126.99138527,2,0.0,0.3039956479433046,0.1422,0.7,6,306.0,115.6,63.0,0.05274038750695053,0.15849581636513072,11,0.05274038750695053,132,0.09273502769907987,363,0.1782572090829925,63,0.2136233301812992,9,0.2551231273553314
중구,신당동,야코리아 게스트하우스,37.55703059,127.0123014,20,85.0,0.8037359405823017,0.4835,0.85,3,337.79,24364.4,11.0,0.0441593824114448,0.06991121474515298,11,0.0441593824114448,5,0.05330811007565327,1133,0.07169737336497588,120662,0.08416523640317335,11,0.09622597147051759
중구,장충동,조이 게스트하우스,37.55896433,127.00469018,7,71.4,3.128782781341163,0.1808,0.08,3,244.78,15015.4,1527.0,0.03571341624345757,0.13418264057769824,1527,0.03571341624345757,9,0.10630676357328114,1432,0.15729162387226356,24750,0.16925873613475137,47359,0.20234266306473764
중구,산림동,화성여관,37.56537071,126.99607023,24,66.7,0.9775104990228042,0.4113,1.0,2,145.78,1744.8,101.0,0.03548353320832668,0.06089846986142546,101,0.03548353320832668,482,0.04759885384887065,50,0.06022654280217827,50,0.08043114683087606,8041,0.0807522726168757
중구,황학동,레지던스 유니콘 인 동대문,37.56761121,127.02206549,77,77.9,0.4694685360375698,0.1222,1.0,1,1496.86,647.0,336.0,0.05415636883202048,0.0768220660677779,1460,0.05415636883202048,1267,0.0547956528090925,4,0.08065528356509159,336,0.09692605020228369,168,0.09757697493040128
중구,신당동,성도여관,37.56123239,127.01322119,40,87.5,0.6307568879606638,0.9481,1.0,1,42.98,3128.6,308.0,0.05913143677291167,0.07601650282659908,31,0.05913143677291167,110,0.07046706108203893,308,0.07852320825483732,396,0.08170711600103621,14798,0.09025369202217126
중구,신당동,프린스,37.55293219,127.01001889,29,75.9,0.7131079231224834,0.1837,0.55,3,518.71,8327.2,205.0,0.0356764676654995,0.05301698695126287,29,0.0356764676654995,487,0.03604502159398778,9,0.05636067836503547,205,0.0655647241943999,40906,0.07143804293739167
중구,오장동,호텔스카이파크 동대문1호점,37.56144741,127.00129028,29,75.9,0.7390842757469709,0.115,0.85,21,8243.76,1360.6,302.0,0.0040677711024029485,0.09298963625282905,302,0.0040677711024029485,11,0.04232867566792129,1927,0.12865192576197976,4552,0.13148914800269546,11,0.15841066072914584
중구,충무로4가,가가하우스,37.55978163,126.99392829,5,40.0,0.0988458346366326,0.1623,0.7,4,679.0,3568.6,133.0,0.08084836090024337,0.153750462395145,48,0.08084836090024337,133,0.13691369036040593,15163,0.17768169142228066,2498,0.17997744454752038,1,0.1933311247452747
중구,황학동,대림,37.5634477,127.02217864,45,86.7,0.7876789482855258,0.4729,1.0,2,196.94,24415.8,222.0,0.02447412543580181,0.08838603036081223,45,0.02447412543580181,12,0.04919243187041356,1019,0.09910225338808305,120781,0.1217181245875001,222,0.14744321652226258
중구,광희동,올리브호스텔 동대문점,37.5626401,127.00609161,42,85.7,1.200688729124746,0.148,0.85,1,435.9,5324.8,405.0,0.054094075926873236,0.09231873264413841,496,0.054094075926873236,110,0.07166997070219777,405,0.08539205557311033,25602,0.11592099542839258,11,0.13451656559011815
중구,을지로5가,뉴천지호텔,37.56313439,127.00255779,4,50.0,0.1235334827848212,0.4712,0.08,6,4665.56,10178.8,360.0,0.06500859176164316,0.11726974391948808,255,0.06500859176164316,360,0.08615446190476705,34437,0.11657119431713392,15733,0.13255245279478203,109,0.18606201881911416
중구,을지로5가,트레블로지 동대문 호텔,37.563663,127.00109712,41,80.5,0.5931547759524908,0.1122,0.85,24,8176.0,12777.2,10882.0,0.06015176715903435,0.08525021710756926,5,0.06015176715903435,34437,0.08384855350350319,15733,0.08461492863122458,2829,0.08951074455916395,10882,0.10812509168492024
중구,무학동,탑모텔,37.56126348,127.01379887,54,74.1,0.741349282377823,0.1766,1.0,5,408.1,762.2,140.0,0.01623262755849529,0.043394527275849554,31,0.01623262755849529,110,0.02175199020488404,3134,0.04660999859335371,396,0.06432022564305506,140,0.06805779437945966
중구,인현동,호텔 피제이 명동,37.56206173,126.99491248,45,53.3,1.0968233794253852,0.1623,0.08,11,27504.55,109508.2,1801.0,0.023004296768820223,0.0364592306197898,1801,0.023004296768820223,11,0.0363802431588428,71542,0.037492119136725205,50,0.03881034361007426,474137,0.04660915042448651
중구,장충동,더 스테이(THE STAY),37.5588474,127.00492806,6,50.0,2.824122372354964,0.4553,0.08,7,1102.4,15015.4,1527.0,0.039245039232374414,0.1413625270288565,1527,0.039245039232374414,9,0.12774577852720145,24750,0.15520378316097583,1432,0.17312779025377872,47359,0.2114902439699521
중구,장충동,아르뎁(arrdep),37.55893603,127.00439178,5,60.0,2.991878704238001,0.4606,0.08,3,209.3,5634.6,1432.0,0.05851617962212495,0.1422318871084258,1527,0.05851617962212495,9,0.10104011522177998,1432,0.16044252954739327,24750,0.1951487595967677,455,0.19601185155406306
중구,오장동,케이게스트하우스(K-guesthouse) 동대문,37.56243879,127.00128199,25,56.0,0.4252118710429988,0.158,0.45,10,970.95,571.0,302.0,0.09557023645168762,0.1203557430457944,1927,0.09557023645168762,302,0.10650517605782832,11,0.1183487854434167,360,0.1361180228518858,255,0.14523649442415348
중구,남창동,황금장여관,37.55485434,126.97697518,20,70.0,2.3494902424677067,0.8939,0.25,3,212.66,771.2,140.0,0.09189474589372668,0.1425715328985761,11,0.09189474589372668,1,0.14235087152069728,140,0.15472332325608795,283,0.1562537669642312,3421,0.16763495685813737
중구,충무로4가,스테이락 호텔,37.55917934,126.99423899,12,25.0,0.0171678036223654,0.1094,0.45,17,6004.9,594.4,133.0,0.11780335403266348,0.1824304344272453,48,0.11780335403266348,133,0.15560441268616573,2498,0.202433693483616,161,0.21610752371816777,132,0.22020318821561352
중구,명동,호텔 스카이파크 Ⅱ,37.56217058,126.98426358,26,73.1,2.1351521486938414,0.1422,0.85,24,7111.91,249.8,110.0,0.03482931901803186,0.06751371281485896,541,0.03482931901803186,60,0.034921156520619695,90,0.07652917056456014,110,0.09316119758395722,448,0.09812772038712587
중구,산림동,상원장,37.56530472,126.99629939,24,62.5,1.3132053321324626,0.4553,1.0,3,296.03,145.4,50.0,0.05503672547685713,0.07327838278016707,101,0.05503672547685713,50,0.06348615843264864,482,0.06843367827499203,50,0.08378859325815419,44,0.09564675845818338
중구,산림동,H2O,37.56416937,126.99421889,42,71.4,0.9499352224000002,0.4535,0.25,4,856.36,312.6,46.0,0.010826073517698364,0.04470565894350196,46,0.010826073517698364,1097,0.029464511091410468,405,0.05590959569690847,11,0.058467362252404204,4,0.06886075215908831
중구,광희동,호텔 클로이,37.56295774,127.00508168,59,71.2,0.1135238262969872,0.1723,1.0,5,719.95,208.8,110.0,0.109968040619099,0.15817400375611745,496,0.109968040619099,11,0.15630776141619387,110,0.16484091577549817,405,0.1739397512106992,22,0.18581354975909695
중구,황학동,중앙여관,37.56691122,127.01772561,33,33.3,1.6436532522483125,0.4588,0.7,3,256.95,440.8,251.0,0.05333626978827597,0.06721172472543482,1460,0.05333626978827597,114,0.06236950926509755,251,0.06779647915338463,368,0.06975418645620338,11,0.08280217896421264
중구,충무로3가,뉴스테이인(New stay inn),37.55962839,126.98981774,4,0.0,1.5089358889048945,0.188,0.7,5,983.26,2753.8,132.0,0.09020618379653589,0.1341423458208178,363,0.09020618379653589,132,0.1002406396444244,11,0.13231482853884635,13200,0.16408920249011616,63,0.18386087463416617
중구,북창동,호텔 문(hotel moon),37.55959687,126.97757678,4,100.0,0.0471467784257019,0.4623,0.85,4,297.52,962.8,50.0,0.04504864895841772,0.0668943594754324,603,0.04504864895841772,39,0.05173678187360152,4111,0.06696981206057363,11,0.077720083082265,50,0.09299647140230421
중구,명동,오요 명동2,37.55899863,126.98717219,10,40.0,0.6364518368834,0.1208,1.0,1,1147.31,150.2,66.0,0.08176295786432813,0.13516243724216373,1,0.08176295786432813,204,0.11658128801986224,466,0.15546242312299197,66,0.16019576923532095,14,0.16180974796831532
중구,남창동,노마드호스텔,37.55419408,126.97581133,4,0.0,1.8886092952179727,0.4289,0.7,1,368.97,468.8,283.0,0.046529803041518096,0.08723124927904559,11,0.046529803041518096,283,0.059823678656376535,12,0.09173768448529332,1639,0.11695992206606155,399,0.12110515814597844
중구,중림동,다림여인숙,37.55551958,126.96756962,22,45.5,1.0847712372562384,0.887,0.35,1,164.6,4922.0,315.0,0.05452218491177826,0.08459779974974083,20401,0.05452218491177826,3775,0.06445836402688343,315,0.07076062941965526,17,0.11153888851864012,102,0.12170893187174707
중구,을지로6가,호텔 DDK,37.56419834,127.00571009,3,0.0,2.317323114417562,0.1065,0.08,2,881.81,1127.2,404.0,0.08174160112951033,0.10008493412861856,11,0.08174160112951033,122,0.09204643944898744,1026,0.10154693318671876,4073,0.10365461573212895,404,0.12143508114574733
중구,광희동,호텔 라온,37.56223745,127.0057924,50,92.0,1.2088787830947905,0.1436,0.85,6,946.89,217.4,110.0,0.00843709065283052,0.0913656799548205,496,0.00843709065283052,110,0.07964218714296446,56,0.11875115683486534,20,0.12406940085831397,405,0.12592856428512827
중구,명동,K9명동호텔,37.55916111,126.98612411,47,70.2,0.3404015147611025,0.2464,0.7,1,1472.47,18177.0,204.0,0.03154057311520937,0.09044706196349658,1,0.03154057311520937,204,0.0403651394662393,14,0.07848677381305633,90200,0.13910406731479094,466,0.16273875610818703
중구,을지로3가,호텔어라이브 을지로 틈,37.56274334,126.99084196,45,75.6,1.2717782346088555,0.1565,0.7,7,915.24,6055.6,5141.0,0.03577303783844921,0.048688297078722007,14125,0.03577303783844921,10848,0.04006239110608434,130,0.04065446438556763,5141,0.060461115711077325,34,0.06649047635243156
중구,오장동,글로리 인(Glory Inn),37.56233361,127.00129083,23,56.5,0.3794896217049037,0.1851,0.45,1,931.63,571.0,302.0,0.09433551117820481,0.11566544739034386,1927,0.09433551117820481,302,0.09482056465791452,11,0.10722946119407659,360,0.13536744156630456,255,0.14657425835521884
중구,명동,57 명동 호스텔,37.55824724,126.98265646,17,41.2,0.492294319144107,0.4623,0.7,1,4178.4,8869.0,45.0,0.04433568775911558,0.07425160847141175,2,0.04433568775911558,287,0.06561082426810352,11,0.07045756777629407,45,0.08994097871265769,44000,0.10091298384088791
중구,신당동,Q모텔,37.56099285,127.01364236,42,71.4,0.6046684518763659,0.1823,1.0,3,127.65,736.4,110.0,0.03835047013361044,0.05818801438366598,396,0.03835047013361044,110,0.03856578245852647,31,0.049272506471205714,3134,0.07638856258973403,11,0.08836275026525324
중구,을지로5가,에이큐브호텔,37.56347491,127.00124884,49,85.7,0.6879433526849182,0.1565,0.85,10,2795.38,12777.2,10882.0,0.07327469672215581,0.09672322120612087,5,0.07327469672215581,34437,0.08672921107848185,15733,0.09190485732368994,2829,0.11345915532259669,10882,0.11824818558368004
중구,신당동,대천여관,37.55695173,127.01174672,23,82.6,2.1800528946701934,0.1523,0.18,2,323.92,24364.4,11.0,0.02263244759616891,0.05365807935970589,5,0.02263244759616891,1133,0.03737242559903159,120662,0.03929516845389187,11,0.07515911487849973,11,0.09383124027093737
중구,신당동,J모텔,37.55290824,127.00958362,17,88.2,1.2550644654836474,0.1594,0.85,1,1092.3,164.0,66.0,0.034530892302580926,0.05884096145949978,9,0.034530892302580926,66,0.058177844707403135,229,0.05965697985221052,29,0.06773618715805808,487,0.0741029032772463
중구,신당동,쉐어하우스 다함,37.55482988,127.01061316,11,63.6,0.6519891080664377,0.5135,0.18,1,281.77,8669.2,2653.0,0.03591847122099816,0.06965108404307233,2,0.03591847122099816,30758,0.05224414603090968,6,0.0864865752066368,2653,0.08671840044017828,9927,0.08688782731663874
중구,을지로6가,호텔 밀리오레,37.56557232,127.00752233,7,42.9,2.05513095217922,0.138,0.18,1,49566.03,301.2,49.0,0.031151996743757633,0.07353575421042527,1,0.031151996743757633,108,0.06169929578641186,49,0.081582798942724,1326,0.0947353858093437,22,0.09850929376988916
중구,신당동,그리네 스테이,37.56247269,127.01813039,31,80.6,1.7435739609270906,0.9074,0.7,1,77.49,244.6,90.0,0.03578154082754838,0.1408039847769806,1,0.03578154082754838,570,0.15152024596198507,84,0.1621749756327266,90,0.17595368640890896,478,0.1785894750537341
중구,북창동,스타힐스호텔,37.55874491,126.97690947,19,73.7,0.7034388665964929,0.1208,0.25,1,2090.92,18239.6,285.0,0.04579836545005293,0.08161883507652361,90071,0.04579836545005293,39,0.06821869692787262,200,0.08551567800865616,285,0.09782076911859308,603,0.11074066587744326
중구,황학동,창덕여인숙,37.56373275,127.01793959,14,85.7,0.2923075921736728,0.9051,1.0,2,79.33,197.8,90.0,0.05449928794665735,0.10507005932181832,90,0.05449928794665735,1,0.10556200977282995,347,0.11095467167010847,478,0.11806876938330489,73,0.1362655578361909
중구,회현동,신세계,37.55494665,126.98150043,5,20.0,1.865801301628454,0.1194,0.12,2,113221.92,172.4,211.0,0.1864143512183335,0.23964570792884085,102,0.1864143512183335,11,0.21002532404153942,211,0.21163492196071224,251,0.2665623479880637,287,0.3235915944355553
중구,명동,호스텔 아라125,37.56201257,126.98374891,14,50.0,0.4126853560816514,0.1365,0.85,1,2442.13,578.0,448.0,0.05905298011024796,0.08247640591018286,60,0.05905298011024796,90,0.07426352677267746,541,0.08033296460531589,1751,0.09739917471611172,448,0.1013333833465613
