기대피해액_순위,구,동,시설명,예상_화재발생확률,조건부_예상피해액_백만원,기대피해액_백만원,소방위험도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,반경100m_화재수 
1582,종로구,숭인동,브릭 스테이 (BRIC STAY),0.5040887782507774,0.1507003730746626,0.075966366945143,0.2685,27,55.6,0.3035351275471273,0.1365,0.85,37.57248011,127.01971336,0
1583,종로구,관철동,스테이 오하나,0.3620906169819775,0.2097770349537091,0.0759582960150384,0.4089,4,0.0,0.5753641449035619,0.1036,0.55,37.56668466,126.98398683,0
1584,영등포구,신길동,스테이플라츠,0.7373261262144832,0.1029021295633438,0.0758724285701611,0.1153,44,90.9,1.4234733643616446,0.4729,0.85,37.51066101,126.91952492,0
1585,강서구,화곡동,씨엘호텔(CL HOTEL),0.4515834500849808,0.1679944998512356,0.0758635358381217,0.2774,13,84.6,0.0,0.1394,0.04,37.52573455,126.83981537,0
1586,강서구,화곡동,테르모 호텔,0.4503310984816986,0.1683803025426745,0.0758268866067233,0.2894,12,91.7,0.0,0.1222,0.04,37.52622853,126.84617762,0
1587,영등포구,당산동,소울 스테이 아틀리에 영등포,0.5654151156099145,0.1340933646491552,0.0758184152756245,0.3842,44,90.9,1.2237754316221157,0.148,0.85,37.52351734,126.89685061,2
1588,중구,명동,주)라인호텔명동,0.4231864495967737,0.1791549072958234,0.0758159291463586,0.2112,4,50.0,0.1776811772374524,0.1094,0.35,37.56259453,126.98295061,1
1589,강서구,내발산동,감성아지트,0.483032296518351,0.1569350911762883,0.0758047174951993,0.1337,10,80.0,0.150282203049338,0.1094,0.45,37.55272323,126.83614648,0
1590,용산구,동자동,URin,0.6775536390511668,0.1118292258167789,0.0757702989044332,0.1658,41,58.5,1.3518805580883482,0.4712,1.0,37.55008563,126.97385117,0
1591,서초구,서초동,강남아르누보씨티호텔,0.4260010064320504,0.1777784979023439,0.0757338190283767,0.1361,5,40.0,0.0195128142235817,0.1222,0.25,37.49076504,127.02730335,0
1592,영등포구,당산동,대지여인숙,0.3835746676004169,0.1974248332996727,0.0757271648089897,0.341,3,0.0,0.5210671178181876,0.2448,0.35,37.51896424,126.89548079,0
1593,종로구,창신동,보니토 스테이,0.4187651363732971,0.1808253562083686,0.0757233549523475,0.2195,4,0.0,0.7778354415105876,0.3919,0.12,37.570783,127.00949787,0
1594,용산구,후암동,후암별장3030,0.6157426241859831,0.1229416954683716,0.0757004421895691,0.0473,24,87.5,1.425515074273172,0.4289,0.25,37.54894256,126.97781269,0
1595,강남구,역삼동,브라운도트 역삼,0.4992586002336883,0.1514041943040824,0.0755898461177655,0.184,10,80.0,0.5743636445699783,0.1036,1.0,37.50011162,127.03948775,1
1596,마포구,서교동,더 홍대 스테이,0.6240884440185568,0.1210774957421431,0.0755630659233775,0.1658,27,96.3,1.563975538357343,0.4113,0.55,37.54905871,126.91940349,0
1597,마포구,합정동,예성 게스트하우스,0.5738611151498196,0.131657044706076,0.0755528584923584,0.2954,17,94.1,2.894332159112261,0.4183,0.7,37.55025616,126.90793771,0
1598,종로구,숭인동,와이키키,0.4374280654953933,0.1726638181667387,0.0755279999617249,0.3105,1,100.0,0.698288580060364,0.1022,0.25,37.57145727,127.02144048,0
1599,영등포구,당산동,스테이 로라,0.417724592704115,0.1807932122760293,0.0755217709616729,0.3044,3,66.7,0.4103550934023561,0.1293,0.25,37.52027213,126.89669033,0
1600,마포구,연남동,Super 7,0.5068060052206874,0.1489764694900064,0.0755021693741117,0.2774,18,94.4,0.9767224710590728,0.1322,0.7,37.55559792,126.91799053,0
1601,강서구,화곡동,N호텔,0.4450879563452333,0.1696006956526453,0.0754872270227658,0.2864,11,90.9,0.0,0.1179,0.04,37.52623504,126.8463155,0
1602,강남구,역삼동,더엔케이,0.4659453024448845,0.1619727394940501,0.0754704370913816,0.3014,16,62.5,0.7920871284148489,0.1337,0.7,37.49442339,127.03549257,0
1603,중구,회현동,서울 스테이 남산,0.5231947657182432,0.1442230736757129,0.0754567572429295,0.251,4,100.0,2.0562582062241788,0.4113,0.25,37.55405218,126.97896662,0
1604,영등포구,신길동,슬로우서울(영등포),0.4763913561852024,0.1583864568184873,0.0754539389651282,0.1607,1,0.0,1.7284707679907116,0.4553,0.85,37.49497212,126.90684949,0
1605,용산구,서계동,CLAIR,0.7987606487092823,0.0944441052419689,0.0754382347698428,0.2774,93,53.8,0.1205160245124523,0.4165,0.85,37.55159209,126.96658525,0
1606,중구,회현동,호텔 명동,0.4856395348715342,0.1552877793471581,0.0754138849333873,0.1814,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654,1
1607,중구,회현동,호텔 코지 명동,0.4856395348715342,0.1552877793471581,0.0754138849333873,0.1814,11,45.5,0.4364612084771284,0.1794,1.0,37.55802548,126.978654,1
1608,영등포구,문래동,문래 스테이,0.4669224163854213,0.1615026204975991,0.0754091938153166,0.4856,33,72.7,0.1421744887805426,0.1308,0.45,37.5116848,126.89549796,0
1609,마포구,합정동,스테이 헤리티지 합정,0.4071748731171183,0.1851992718988098,0.0754084900367806,0.251,0,0.0,0.9444616088408514,0.4095,0.12,37.54785015,126.90983141,0
1610,종로구,혜화동,홈 어브로드,0.5388419596344491,0.139930224826048,0.0754002765573568,0.3533,41,73.2,0.6931471805599453,0.1394,0.85,37.58644126,127.00096654,0
1611,송파구,송파동,문경,0.3535415761516274,0.2131980706754665,0.0753743819390905,0.6263,1,0.0,0.5503991328304987,0.4307,0.12,37.50661247,127.10990771,0
1612,송파구,잠실동,Stay agio seoul,0.3232925025119981,0.2331373228727555,0.0753715485404808,0.571,0,0.0,0.0079681696491768,0.1408,0.25,37.50252774,127.08108719,0
1613,영등포구,영등포동,모텔 수,0.5119373975864744,0.147205801857415,0.0753601551125152,0.2337,21,81.0,0.4619437122686353,0.148,0.7,37.51521725,126.90874516,0
1614,마포구,동교동,Haoguesthouse,0.4527165365169449,0.1663788489704324,0.07532245625557,0.1814,5,60.0,0.3062584580247163,0.1065,0.7,37.55264313,126.93079688,0
1615,용산구,서계동,서울로스테이,0.7262329319617867,0.1037164334850415,0.0753222895824614,0.1556,52,80.8,0.7848683031244529,0.406,1.0,37.54973422,126.96362025,0
1616,용산구,서계동,Via SEOUL,0.7262329319617867,0.1037164334850415,0.0753222895824614,0.1556,52,80.8,0.7848683031244529,0.406,1.0,37.54973422,126.96362025,0
1617,마포구,연남동,민스테이2,0.4892162636369154,0.153851733744069,0.075266770336335,0.3318,20,90.0,1.0107063238746714,0.1065,0.7,37.55680926,126.91767279,0
1618,종로구,창신동,대두의 게스트하우스 에어비앤비 홍대을지로 동대문역점,0.4018267831199533,0.1872835638207084,0.0752555519813157,0.0743,1,0.0,0.0096386288377686,0.1808,0.25,37.567321,127.0111661,0
1619,영등포구,신길동,쉼길,0.6398306299066194,0.1176008121826415,0.0752446017363495,0.2804,49,59.2,1.3808684118338934,0.4148,0.85,37.51229516,126.91542044,0
1620,강남구,대치동,시크릿 호텔2,0.4751402923626595,0.1583321808665794,0.075229998707364,0.4429,19,94.7,1.958698047105069,0.1265,0.7,37.50173903,127.05179167,0
1621,서초구,양재동,더케이호텔앤리조트(주) 더케이호텔서울,0.3402479735562498,0.2210740456269381,0.0752199960304476,0.4459,0,0.0,0.0,0.1494,0.25,37.46402232,127.03202589,0
1622,중구,회현동,스테이모어,0.4636648670526537,0.1621958351606252,0.0752045103462454,0.184,0,0.0,1.8610609350701788,0.4359,0.85,37.55454397,126.98353608,0
1623,강남구,역삼동,지제이(GJ),0.446356522211145,0.1683499839550495,0.0751441133524779,0.2252,9,44.4,0.4027948795522855,0.1422,0.7,37.49163749,127.03123623,0
1624,영등포구,신길동,다니숲 스테이,0.6902423312092538,0.1088127614124555,0.0751071741026496,0.1361,42,95.2,1.0752535623904813,0.4183,0.7,37.51225752,126.91977811,0
1625,종로구,숭인동,와이키키,0.4343300242039844,0.1729142673423433,0.0751018579200142,0.3135,1,100.0,0.679654500515471,0.1022,0.25,37.57136659,127.02144454,0
1626,용산구,이태원동,코코치요,0.3980319746797363,0.1886496850352728,0.0750886066572999,0.2864,1,0.0,0.7615109233693356,0.4183,0.04,37.5300038,126.99095503,0
1627,중구,남산동,코지앳,0.40209492168166,0.1866863630653802,0.0750656385358079,0.184,0,0.0,0.017241806434506,0.1394,0.85,37.55468403,126.98457443,0
1628,중구,필동,더붓메인,0.3823110575033835,0.1961577020041319,0.0749932584906332,0.2056,0,0.0,0.0266682470821613,0.1509,0.45,37.55796716,126.9941198,0
1629,마포구,서교동,홍대게스트하우스 마마스앤파파스,0.5779810798062007,0.1297382439046598,0.0749862503041755,0.2423,35,94.3,0.5782010262387616,0.1465,1.0,37.54670433,126.91981483,1
1630,용산구,서계동,루실라하우스,0.6083374897518141,0.1232046048892055,0.0749499800641634,0.2002,35,48.6,1.1744780394428231,0.406,1.0,37.55033384,126.96484231,0
1631,마포구,합정동,ZZZIP 게스트하우스,0.6356364015715333,0.1178032148617628,0.074880011588289,0.2774,53,30.2,1.292768303109067,0.4483,1.0,37.54480446,126.91410327,0
1632,중구,예장동,오프투남산,0.386548752490803,0.1937053313981757,0.0748765542027824,0.341,0,0.0,0.6931471805599453,0.4218,0.04,37.5532905,126.99388319,0
1633,중구,남산동,웰 프러스 비앤비 게스트하우스,0.4498556481861824,0.1664010532332587,0.074856453661111,0.1433,2,50.0,0.050858417233491,0.115,0.85,37.5557428,126.98492571,0
1634,마포구,노고산동,Home Sweet Home,0.4155762986665107,0.1799449104251255,0.0747808398383504,0.2774,7,14.3,1.0593915755148284,0.1308,1.0,37.55281226,126.93892851,0
1635,마포구,신수동,스테이 다하세,0.5129375427851585,0.1457482864874866,0.0747597679360387,0.2167,20,75.0,0.4672424678044075,0.1237,1.0,37.54614185,126.93713458,0
1636,서초구,서초동,토요코인 서울강남,0.4091134501619781,0.1827335834038638,0.0747587667668163,0.0959,3,33.3,0.0195128142235817,0.1094,0.12,37.48909739,127.02912308,0
1637,용산구,이촌동,윤슬,0.4190997262420361,0.1783713007910467,0.0747553633309635,0.1607,0,0.0,0.0,0.178,1.0,37.52699018,126.95249721,0
1638,마포구,서교동,룩스 게스트하우스,0.3945097597155205,0.1893909200762181,0.0747165663715701,0.1867,0,0.0,0.0200006667066695,0.148,0.7,37.55209813,126.92962418,0
1639,마포구,동교동,가온,0.4514519430613948,0.1654465127792593,0.0746911496669285,0.2656,8,37.5,0.9953072721923794,0.4148,0.12,37.55408436,126.9204607,0
1640,마포구,서교동,더퍼스트홍대스테이101,0.3984444290265276,0.1873237690771679,0.0746381122130493,0.2685,10,0.0,0.0,0.1322,0.7,37.55146122,126.9266748,0
1641,종로구,숭인동,송스테이(Song stay),0.4934324713752432,0.1512275024215505,0.0746205602597712,0.3074,34,38.2,0.2943607512710861,0.1265,1.0,37.5724127,127.01776673,0
1642,중구,필동,라임스테이 명동 호스텔,0.3924510516847198,0.1901305792783306,0.0746169457952058,0.1867,2,0.0,0.0266682470821613,0.1823,0.45,37.55847797,126.99426166,0
1643,마포구,연남동,더 코너하우스,0.4111858849821971,0.1814231132788877,0.0745986233898048,0.6182,16,93.8,0.2329315576803726,0.1365,0.25,37.56124789,126.92252707,0
1644,성동구,송정동,Laszlo & Co.,0.4514722537068427,0.1652230082922068,0.074593603917907,0.3044,4,25.0,1.9980959022258835,0.42,0.55,37.54731654,127.06573492,0
1645,종로구,낙원동,시네마모텔,0.4617088546778549,0.1615516382267482,0.0745898218570031,0.1632,4,100.0,0.608047850041941,0.1293,0.08,37.57043679,126.98840146,0
1646,강남구,역삼동,구도 컬렉티브 강남,0.4363332219963969,0.1709164593295063,0.0745765293914596,0.3997,11,81.8,1.0797692008666298,0.1022,0.55,37.49554124,127.03110679,0
1647,마포구,합정동,아스트라 스테이,0.5995868380655379,0.124351086110476,0.0745592745309957,0.2481,19,94.7,3.454512440429877,0.4183,1.0,37.54986386,126.90917579,0
1648,송파구,송파동,온유스테이 Ⅱ,0.4352671460265561,0.170961508484249,0.0744139278783339,0.3595,12,75.0,0.4145975916714369,0.1408,0.35,37.5014519,127.10890295,1
1649,마포구,염리동,스테이모모,0.5022964468059402,0.1481409609124714,0.074410678292752,0.1607,7,71.4,1.501363690904678,0.413,0.12,37.54484319,126.94491493,0
1650,강서구,화곡동,볼(Voll) 관광호텔,0.4483423252617389,0.1659103916803436,0.0743846507910511,0.2894,12,100.0,0.0,0.1179,0.04,37.52600423,126.8458538,0
1651,용산구,동자동,서울네스트,0.6480457744871416,0.1146709428232919,0.0743120199530909,0.122,34,55.9,0.8359179367244411,0.4658,1.0,37.55022009,126.9753306,1
1652,중구,주교동,을지로 비앤비,0.5631901250765552,0.131909623672434,0.0742901974548794,0.2597,38,73.7,0.4554755286828257,0.1794,1.0,37.56503235,126.99852088,0
1653,영등포구,신길동,Lodge 82,0.7153290516714137,0.1038053441936375,0.0742549784204594,0.1108,47,95.7,0.8979415932059586,0.4412,0.7,37.51177423,126.920266,0
1654,중구,다동,요기는 호텔,0.4308684272806691,0.1722875780876703,0.07423327781063,0.2954,9,55.6,0.4653632496892333,0.1895,0.35,37.5640592,126.98123686,0
1655,강서구,화곡동,킴스테이9,0.4070143740769946,0.1822446200598104,0.0741761799625434,0.5007,4,50.0,0.6931471805599453,0.4324,0.04,37.52942952,126.85975355,0
1656,용산구,한남동,원보이,0.6789180275929545,0.1092500559126821,0.0741718324746581,0.1735,49,63.3,0.6167742017753712,0.4183,1.0,37.53352161,127.00007379,0
1657,영등포구,양평동,가예,0.3171522164283346,0.2338363127237888,0.0741617048617788,0.6155,3,0.0,0.2403180562041199,0.1079,0.35,37.52009318,126.88894968,0
1658,용산구,서계동,Sori House,0.8011040792071079,0.0925517637444097,0.0741435954734591,0.3014,96,52.1,0.4519851237430572,0.4113,1.0,37.55185651,126.96711791,0
1659,용산구,이태원동,이태원 561,0.3483632507515167,0.2128311069682141,0.0741425362844908,0.3842,2,0.0,0.1648746431902339,0.1011,0.45,37.53480122,126.98619588,0
1660,마포구,동교동,서교스테이,0.376274259084158,0.1969820849300671,0.0741192880599137,0.4582,5,0.0,0.4769240720903093,0.413,0.12,37.55681929,126.92347195,0
1661,중구,다동,스몰 하우스 빅도어,0.4139491530763236,0.1790365198792601,0.074112015773752,0.3044,7,42.9,0.4298565612323236,0.1922,0.35,37.56419873,126.98117581,0
1662,마포구,상암동,더 씬 서울 상암(DMC),0.3864465393362952,0.1917460870427063,0.0740996117689298,0.3105,2,50.0,0.0182653479772932,0.1322,0.12,37.57380901,126.89632399,0
1663,중구,신당동,더 情(정) 스테이,0.6526560360653643,0.1135054074656037,0.0740799893084849,0.2252,44,88.6,1.2223512680773445,0.4113,0.7,37.56112752,127.01199061,0
1664,마포구,서교동,써니하우스,0.5416337373858607,0.1367577148419478,0.074072592206194,0.2685,16,100.0,1.6144757064640576,0.42,0.25,37.55063756,126.92237275,0
1665,용산구,서계동,오브제니,0.8063210833645119,0.0918551787524576,0.0740647672443225,0.2984,97,52.6,0.4201352978559581,0.4113,1.0,37.55181274,126.96704982,0
1666,영등포구,신길동,미카 BNB,0.5599908461716888,0.1321860592737495,0.074022983184808,0.3626,45,93.3,0.8209805520698302,0.1394,0.85,37.50963183,126.91315081,0
1667,중구,남산동,남산언덕,0.3933568238017574,0.1881558843857715,0.0740124010615977,0.1947,0,0.0,0.017241806434506,0.1322,0.85,37.55445618,126.98470958,0
1668,중구,남산동,레이지룸 101,0.3957916652782827,0.1869914027619185,0.0740096386918618,0.1894,0,0.0,0.017241806434506,0.1408,0.85,37.5545527,126.98462215,0
1669,용산구,이태원동,메종 이태원,0.479457369770224,0.1543187403018533,0.0739892573313808,0.2834,10,70.0,1.171371642950538,0.4254,0.08,37.53371292,126.98857448,0
1670,강서구,화곡동,일쏠레,0.4475659681970955,0.1652677072633456,0.0739682014130334,0.2744,13,92.3,0.0,0.1394,0.04,37.52590617,126.83979984,0
1671,마포구,서교동,나인게스트하우스,0.500437471472686,0.1477616127474405,0.0739454478640553,0.2337,18,94.4,0.4924764850977941,0.115,0.7,37.55278799,126.92883797,0
1672,용산구,동빙고동,치커리(chicory),0.3714831692372418,0.1988660055891166,0.0738753740097961,0.129,0,0.0,0.0,0.1608,0.04,37.51836719,126.99525491,0
1673,강서구,화곡동,거기모텔,0.4433160368062885,0.16663144705678,0.0738703927165086,0.3196,12,100.0,0.0,0.138,0.04,37.52646425,126.84549309,0
1674,마포구,공덕동,블루하우스,0.6806369673222451,0.1084672661893082,0.0738268311128254,0.1709,40,82.5,1.6020029339465822,0.4518,1.0,37.54714898,126.96202839,0
1675,종로구,원남동,Apple-stay (애플스테이),0.4324835704363142,0.1706176449074444,0.0737893282490067,0.1384,1,0.0,0.0,0.24,1.0,37.57237793,126.9955602,0
1676,서초구,반포동,엘스테이,0.3630679838654794,0.2032206787036506,0.0737829220967088,0.4151,3,33.3,0.0196084713883763,0.1251,0.25,37.50213292,127.02127594,0
1677,강남구,역삼동,호텔 그라모스 서울 강남,0.4726117195507763,0.1560811213454316,0.0737657671484778,0.184,6,100.0,0.6010318916521397,0.1165,0.45,37.4998015,127.03908209,1
1678,마포구,노고산동,그랜드(Grand),0.4847212764072055,0.1521272220593323,0.0737393012528819,0.1065,2,100.0,0.7308875085427923,0.1494,0.45,37.55006638,126.93550231,0
1679,마포구,서교동,더원 게스트하우스,0.53843336045417,0.1369465884407464,0.0737366118168852,0.2167,15,80.0,1.683401574031255,0.4183,0.45,37.5473975,126.9197115,0
1680,종로구,관수동,호텔더디자이너스 종로,0.4687576167086767,0.1572929173479528,0.0737322530611812,0.2804,13,92.3,0.6648267037724896,0.1165,0.55,37.56661096,126.98823714,0
1681,마포구,동교동,스테이히어어게인,0.477563621598746,0.1543799850613629,0.0737262647682647,0.2715,14,85.7,1.04243378671451,0.1022,0.85,37.55360436,126.92114016,0
1682,마포구,동교동,스테이 더 이룸(Stay the eeroom),0.477563621598746,0.1543799850613629,0.0737262647682647,0.2715,14,85.7,1.04243378671451,0.1022,0.85,37.55360436,126.92114016,0
1683,중구,남창동,노마드호스텔,0.4397459734837646,0.1676112714412525,0.0737063817267851,0.2656,4,0.0,1.8886092952179727,0.4289,0.7,37.55419408,126.97581133,0
1684,종로구,숭인동,서울 윈도우 스테이_창신점,0.4588242787729749,0.1606228752271004,0.0736976748805159,0.2774,19,52.6,0.4102645688122953,0.1094,0.85,37.57769729,127.0146871,0
1685,서초구,우면동,까사드록,0.3673610583985325,0.2005827050232397,0.073686274813778,0.5186,6,50.0,0.4125322753312568,0.1036,0.35,37.47046022,127.02450214,0
1686,종로구,체부동,가화 DUMBO,0.4615101228865337,0.1595421332440209,0.0736303095190278,0.4213,14,71.4,0.8806342806547954,0.4183,0.12,37.57588085,126.9693211,0
1687,송파구,오금동,메트로하우스,0.3424625060723358,0.2148193152972868,0.0735675610694521,0.5538,3,33.3,0.0442060925044956,0.1237,0.25,37.50343875,127.12964039,0
1688,마포구,서교동,홍대 안미당,0.5369881859816046,0.1369885209143273,0.0735612173460877,0.3105,14,85.7,2.828747057042775,0.4165,0.7,37.55226731,126.92308069,0
1689,송파구,삼전동,줌,0.4671194460927147,0.1573720635567549,0.0735115511590988,0.2423,13,100.0,0.2876820724517809,0.1594,0.12,37.50269545,127.09616572,0
1690,마포구,서교동,다다스테이,0.5094854793615636,0.144254748470736,0.0734956996747947,0.228,20,80.0,0.6804405292908305,0.1351,1.0,37.55487185,126.91400813,0
1691,중구,무교동,주식회사 에이케이에이스테이,0.3729025952865371,0.1970710641730136,0.0734883112859964,0.3656,3,0.0,1.1927096120472251,0.178,0.7,37.56439975,126.97823359,1
1692,마포구,연남동,스튜디오41,0.4274637948048626,0.1718803167063889,0.0734726124315746,0.4765,15,80.0,1.2371855942695391,0.1194,0.55,37.55876326,126.92073475,0
1693,종로구,동숭동,스테이 대학로,0.6302893889571557,0.1165100858737387,0.0734350708327045,0.1658,36,61.1,0.994299442042727,0.4289,1.0,37.57760901,127.00547043,0
1694,마포구,대흥동,서강제이스테이,0.5917805529355818,0.1240167186411817,0.073390682330735,0.4089,59,91.5,1.2893819131475492,0.1408,1.0,37.54967635,126.94409758,0
1695,영등포구,당산동,안온(anon),0.3855933986655193,0.1902607615070106,0.073363293662178,0.3318,5,40.0,0.0640788566845224,0.1465,0.25,37.52047952,126.89610854,0
1696,영등포구,영등포동,코모도,0.4210340611405161,0.1742178495397716,0.0733516487148974,0.1735,3,66.7,0.2213070035069083,0.1165,0.18,37.5151741,126.90609437,0
1697,성동구,홍익동,서울 써니 스테이(Seoul Sunny Stay),0.5997611362299398,0.1222650774992281,0.0733298418021786,0.2139,35,62.9,1.2312567632744045,0.413,0.85,37.56368262,127.03037188,1
1698,마포구,상수동,스프링 라이트 게스트 하우스,0.4921448843271827,0.1489514890582142,0.0733057133529164,0.3318,14,100.0,2.760009940032921,0.148,1.0,37.54764523,126.92321927,0
1699,마포구,연남동,스윗 멜로디,0.4382512701798012,0.1672598766845266,0.0733018534071107,0.5334,20,80.0,2.268909632207865,0.138,0.7,37.55806102,126.92442586,0
1700,용산구,청파동,casa cielo,0.496621723107516,0.1475875933199037,0.0732952049038219,0.4151,32,71.9,2.507018103395432,0.1608,1.0,37.54545181,126.96832942,0
1701,강서구,화곡동,이도트라움,0.4906746922429236,0.1493714943115296,0.0732928120011754,0.3318,28,92.9,0.1929036661244915,0.1094,0.55,37.53152766,126.84036272,0
1702,종로구,묘동,킴스텔코리아 종로점,0.6524039695843937,0.1123126233837373,0.0732732013299872,0.0898,31,67.7,0.698324068739479,0.4641,1.0,37.57078678,126.99068465,7
1703,영등포구,신길동,1971 신풍인,0.4276815893750951,0.1713177178668764,0.0732694338654198,0.1607,1,0.0,1.1816475172781,0.4535,0.25,37.49490242,126.90672969,0
1704,중구,만리동,더 파인 하우스,0.7526753465235829,0.0972971739149577,0.0732331840922061,0.2685,78,67.9,0.7119565125174415,0.4095,1.0,37.55237109,126.9660433,0
1705,용산구,후암동,라운드 하우스,0.5456821371785439,0.1341775924008058,0.0732183153827433,0.2984,44,68.2,0.1275133202989596,0.1351,1.0,37.54417115,126.9824605,0
1706,성동구,성동,그린 하우스,0.395499475583381,0.1851040164299748,0.0732085414264326,0.4275,8,25.0,3.23350513488416,0.1551,1.0,37.54582933,127.04828274,0
1707,강서구,마곡동,머큐어 서울 마곡,0.3385649825269871,0.216229067824738,0.0732075905699091,0.3997,0,0.0,0.2559333741372006,0.1011,0.45,37.56319062,126.82482249,0
1708,영등포구,신길동,ynny stay,0.6353475074571681,0.1151986042179566,0.0731911460524235,0.1043,18,83.3,2.2460376460281504,0.5419,0.85,37.51236004,126.92204821,0
1709,용산구,이태원동,리단,0.4878617175312237,0.1499667253700565,0.0731630242115691,0.2167,10,100.0,0.8580218237501793,0.1308,0.7,37.53706047,126.99135538,0
1710,마포구,서교동,슬로우온 호스텔,0.5364075687851767,0.1363924507017221,0.0731619428815628,0.1581,19,100.0,0.245122458032985,0.1523,0.85,37.55107515,126.91943166,0
1711,중구,황학동,은성장여관,0.4795034318468633,0.1525470614721527,0.0731468394940516,0.1384,9,66.7,0.2576345630805465,0.1851,0.7,37.5637344,127.01856286,0
1712,중구,남산동,호텔룩홈,0.4541975451870473,0.1609060986482475,0.0730831550116589,0.1506,5,60.0,0.017241806434506,0.1179,0.85,37.55558838,126.9850216,0
1713,영등포구,신길동,모텔봄 보라매역점,0.3734461395034909,0.1956927771631884,0.0730807121603096,0.1001,0,0.0,0.0,0.1608,0.08,37.49635627,126.91808706,0
1714,성동구,송정동,라스테이,0.3917232963770866,0.1865280614555038,0.0730673871001777,0.3349,2,0.0,0.8649974374866045,0.4535,0.12,37.54597257,127.06581136,0
1715,용산구,보광동,무니하우스,0.6974928062836617,0.1047388749371538,0.0730546118069089,0.3257,66,75.8,1.8362112317988888,0.4077,1.0,37.52713835,126.99735213,0
1716,용산구,청파동,솔린스테이,0.5328779984765765,0.1370891813348505,0.0730518085625075,0.4429,44,97.7,1.4954936530848826,0.1237,0.85,37.54408146,126.96776776,0
1717,중구,오장동,호텔스카이파크 동대문1호점,0.4923683655240412,0.1483079015049088,0.0730221190582724,0.3287,29,75.9,0.7390842757469709,0.115,0.85,37.56144741,127.00129028,0
1718,중구,오장동,스카이파크호텔 동대문1호점,0.4923683655240412,0.1483079015049088,0.0730221190582724,0.3287,29,75.9,0.7390842757469709,0.115,0.85,37.56144741,127.00129028,0
1719,성동구,용답동,스튜디오 성동,0.5671605697091534,0.128727708136351,0.0730092802839664,0.5963,50,100.0,1.455287232606842,0.4095,0.45,37.56358259,127.05186799,0
1720,마포구,서교동,드림컴포트,0.4833086340931835,0.1510600674513432,0.0730086348659328,0.0818,4,0.0,0.2129911798501917,0.4113,1.0,37.55123658,126.91447355,0
1721,중구,만리동,메이하우스,0.7450884730788163,0.0979777372532892,0.0730020826457707,0.2685,76,69.7,0.7722157040356383,0.4095,1.0,37.55242898,126.96598752,0
1722,마포구,성산동,Choi's Stay HongDae,0.4439155668167108,0.164421170507868,0.0729891171026672,0.3196,14,71.4,0.7870246953627744,0.1011,0.7,37.55676672,126.9147572,0
1723,마포구,연남동,민트하우스,0.4464459019473298,0.1634874223436017,0.0729882897252333,0.5963,27,92.6,2.342121014975784,0.1094,0.7,37.55935718,126.92509122,0
1724,강남구,대치동,시크릿 호텔,0.4632286699191028,0.1575508250833547,0.0729820591480196,0.4429,20,95.0,1.781193333190173,0.1265,0.7,37.50185285,127.05173544,0
1725,마포구,서교동,L&Y Stay,0.5079918355877202,0.1435960777274192,0.0729456351079486,0.2337,21,95.2,0.4611259552137181,0.1408,0.7,37.55289856,126.92893483,0
1726,강서구,화곡동,리치모텔,0.4334632291914236,0.1682740168206772,0.0729405987201027,0.3044,10,100.0,0.0,0.1237,0.04,37.52666668,126.84626483,0
1727,용산구,한남동,한남 STAY,0.8042853478386581,0.0906896072179363,0.0729403222866292,0.1683,76,84.2,0.3237870770938972,0.42,1.0,37.53160746,126.9982412,0
1728,종로구,청운동,스테이 조이(stay joy),0.6182341305014886,0.1179310719506506,0.0729090137265189,0.0838,33,97.0,1.0238887424721732,0.4183,0.25,37.5830075,126.96975696,0
1729,중구,장충동,USB하우스,0.347229097122556,0.2099157916051575,0.0728888707908255,0.3718,1,0.0,0.2682639865946793,0.1322,0.45,37.55785413,127.00272401,0
1730,마포구,서교동,코지하우스 인 홍대,0.5411518296403085,0.1346457420056861,0.0728637896396539,0.1683,16,81.2,1.5185623296976414,0.4553,0.25,37.55324125,126.91777946,1
1731,용산구,서계동,Ari House,0.7162186822711338,0.1017192365147861,0.0728532175382459,0.3044,80,52.5,0.3939042857070884,0.3902,1.0,37.5515055,126.9672965,0
1732,영등포구,영등포동,호텔 CC,0.4560299487286898,0.1597353667119971,0.0728441110918305,0.2112,5,80.0,0.7682376319150153,0.1322,0.7,37.51529975,126.90805058,0
1733,종로구,체부동,힙피어 궁중모란,0.4725846332171562,0.1540561345127351,0.0728045618235538,0.4058,19,63.2,1.0263857846140934,0.4218,0.25,37.57622145,126.96914677,0
1734,마포구,연남동,스윗스토리,0.4855563556667526,0.1498908847507392,0.0727804717472341,0.5991,15,100.0,1.7657408412557287,0.5496,0.18,37.56008275,126.92386957,0
1735,강서구,화곡동,오슬로호텔,0.5096147392198309,0.1427241437218167,0.0727343272831673,0.192,23,100.0,0.0210534091978323,0.1394,0.45,37.52699399,126.83799708,0
1736,영등포구,대림동,대흥장 여관,0.5025574217873703,0.1446822480032726,0.0727111375349256,0.1787,5,40.0,2.082399248657069,0.45,0.85,37.48564409,126.90284555,0
1737,마포구,서교동,모스트스테이,0.5587238810495907,0.1300948456879361,0.0726870970873112,0.1658,21,85.7,1.3975939163738238,0.4553,0.25,37.55327394,126.9175679,1
