"TRDAR_NO"|"TRDAR_NM"|"SIGNGU_CD"|"SIGNGU_NM"|"GRFA_SM"|"RSDNTL_BULD_GRFA"|"RSDNTL_BULD_EXCL_GRFA"|"MOAV_STPRD_FRNR_LVLH_POPNO"|"ZERO_TIZN_STPRD_FRNR_LVLH_POPNO"|"ONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWO_TIZN_STPRD_FRNR_LVLH_POPNO"|"THREE_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOUR_TIZN_STPRD_FRNR_LVLH_POPNO"|"FIVE_TIZN_STPRD_FRNR_LVLH_POPNO"|"SIX_TIZN_STPRD_FRNR_LVLH_POPNO"|"SEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EIGHT_TIZN_STPRD_FRNR_LVLH_POPNO"|"NINE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TLV_TIZN_STPRD_FRNR_LVLH_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FFTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SXTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SVNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EGHTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"NNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWNT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTTH_TIZN_STPRD_FRNR_LVLH_POPNO"|"MOAV_STPRD_FRNR_VST_POPNO"|"ZERO_TIZN_STPRD_FRNR_VST_POPNO"|"ONE_TIZN_STPRD_FRNR_VST_POPNO"|"TWO_TIZN_STPRD_FRNR_VST_POPNO"|"THREE_TIZN_STPRD_FRNR_VST_POPNO"|"FOUR_TIZN_STPRD_FRNR_VST_POPNO"|"FIVE_TIZN_STPRD_FRNR_VST_POPNO"|"SIX_TIZN_STPRD_FRNR_VST_POPNO"|"SEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"EIGHT_TIZN_STPRD_FRNR_VST_POPNO"|"NINE_TIZN_STPRD_FRNR_VST_POPNO"|"TEN_TIZN_STPRD_FRNR_VST_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"TLV_TIZN_STPRD_FRNR_VST_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FFTN_TIZN_STPRD_FRNR_VST_POPNO"|"SXTN_TIZN_STPRD_FRNR_VST_POPNO"|"SVNTN_TIZN_STPRD_FRNR_VST_POPNO"|"EGHTN_TIZN_STPRD_FRNR_VST_POPNO"|"NNTN_TIZN_STPRD_FRNR_VST_POPNO"|"TWNT_TIZN_STPRD_FRNR_VST_POPNO"|"TNONE_TIZN_STPRD_FRNR_VST_POPNO"|"TNTT_TIZN_STPRD_FRNR_VST_POPNO"|"TNTTH_TIZN_STPRD_FRNR_VST_POPNO"|"TRDAR_CRDT_CONT"|"DATA_STRD_YM"
9200|"시청역_2"|11140|"중구"|337972.97|31651.14|306321.83|183.97|159.83|163.67|158.89|162.7|165.24|159.86|158.25|160.55|171.01|188.24|189.03|191.67|190.26|184.59|183.99|192.58|233.74|244.78|229.34|224.13|203.84|176.94|164.36|157.72|166.74|144.86|148.35|144.01|147.47|149.76|144.89|143.43|145.51|155|170.61|171.33|173.72|172.45|167.31|166.76|174.55|211.85|221.86|207.87|203.14|184.75|160.37|148.97|142.95|"MULTIPOLYGON (((126.968588387306 37.5646854330896, 126.968027702001 37.5656087912932, 126.967529858217 37.5652032039497, 126.969602388787 37.562374669121, 126.969874109799 37.562181028879, 126.971916876978 37.5626455664829, 126.973501301961 37.5630333771864, 126.975113979474 37.5635923611283, 126.976432413025 37.5641062116726, 126.976517242461 37.5642864276856, 126.976183310372 37.5643854658813, 126.975945665374 37.5642502663513, 126.974785659856 37.5638265452338, 126.974395206274 37.5637273476897, 126.974185787537 37.5637993789089, 126.973755718439 37.5637046750745, 126.972884271889 37.5634972401593, 126.972940932772 37.5633170556697, 126.971328199659 37.5629517550344, 126.971209267484 37.5631724674532, 126.971067748768 37.5632670352443, 126.970767798893 37.5632939875971, 126.970388615892 37.5633299283291, 126.969703891291 37.5632306376725, 126.969511163176 37.5639693981962, 126.968854745898 37.563834070634, 126.968588387306 37.5646854330896)))"|"202405"
9201|"신당역_1"|11140|"중구"|92143.95|25513.85|66630.1|25.39|26.22|21.87|23.43|19.01|20.09|21.27|19.78|21.44|23.69|23.2|24.87|24.27|25.73|24.06|22.47|20.64|21.74|25.62|31.23|32.35|34.94|36.28|35.87|29.28|17.13|16.02|13.34|14.07|11.81|12.06|13.08|12.76|14.37|16.2|16.21|17.2|17.02|18.09|17.36|16.42|15.24|16.08|18.77|22.56|22.97|24.3|24.04|23.28|17.82|"MULTIPOLYGON (((127.018051109725 37.5654456383524, 127.016506062079 37.565274658343, 127.016296623844 37.5650674571961, 127.016211601184 37.564400734911, 127.016058701658 37.5639007042294, 127.015803937973 37.5634006858033, 127.016777264931 37.5631032358535, 127.017156590815 37.5638555130106, 127.017722483154 37.5636977626231, 127.017841527875 37.5646077466135, 127.019703322116 37.5641029174706, 127.019658233928 37.5648642615013, 127.02021279974 37.5646659563833, 127.02047322436 37.5650398256009, 127.020416651429 37.5651209238843, 127.020399786783 37.565566916874, 127.019024542579 37.5655220809981, 127.018051109725 37.5654456383524)))"|"202405"
9202|"신당역_2"|11140|"중구"|230699.84|2995.10999999999|227704.73|254.71|449.03|354.77|274.53|212.7|168.07|150.23|148.91|161.89|174.78|180.78|179.26|183.92|171.32|171.77|177.41|197.28|206.54|219.58|241.11|272.76|349.82|456.87|504.23|505.46|251.4|443.2|350.16|270.97|209.94|165.89|148.28|146.98|159.79|172.51|178.43|176.93|181.53|169.09|169.54|175.11|194.72|203.86|216.73|237.98|269.22|345.28|450.94|497.68|498.9|"MULTIPOLYGON (((127.014265405224 37.567919330738, 127.013671150902 37.5679261515713, 127.012805223366 37.5678451495063, 127.012635389457 37.5675343242492, 127.012669301827 37.5672369942615, 127.01263532501 37.5671063539326, 127.012765452661 37.5668360443834, 127.012861533267 37.5659845992453, 127.013472734492 37.5658786718103, 127.013687779146 37.5657975604379, 127.014123564086 37.5658560785458, 127.014242306478 37.5652433921731, 127.015883559624 37.5654233999273, 127.016042056024 37.5655945685193, 127.016002662273 37.5667298212192, 127.015023552368 37.5666263246236, 127.014955677904 37.5668425701106, 127.014723638648 37.5668425965819, 127.014689730612 37.5671174024239, 127.014570940421 37.5674552870736, 127.014418165046 37.5676400070298, 127.014265350088 37.5675994792641, 127.014265405224 37.567919330738)))"|"202405"
9203|"약수역"|11140|"중구"|23660.49|7569.44|16091.05|6.19|4.92|5.27|5.55|5.64|5.45|4.99|4.86|4.42|4.25|4.44|4.92|5.85|9.05|8.02|6.48|5.41|5.12|6.64|8.26|10.55|9.16|7.14|6.03|6.1|4.19|3.2|3.4|3.59|3.64|3.54|3.25|3.15|2.91|2.88|3.07|3.41|4.08|6.29|5.59|4.54|3.8|3.53|4.54|5.7|7.27|6.3|4.88|4.06|3.97|"MULTIPOLYGON (((127.011218693986 37.5537920830539, 127.010726474822 37.5543597481514, 127.010579350859 37.5543462448341, 127.010454852392 37.5542606602233, 127.010211476528 37.55376513299, 127.010069987721 37.5535398954364, 127.00982098373 37.5532696158322, 127.009656873705 37.553138983576, 127.009690814937 37.553053386918, 127.009809632256 37.5529632792523, 127.01052257257 37.5527695127928, 127.01077153556 37.5527064237686, 127.010794185141 37.5528325608966, 127.010799860601 37.5529677092977, 127.010992287103 37.5532740311669, 127.01120736217 37.5536794599693, 127.011218693986 37.5537920830539)))"|"202405"
9204|"을지로3가역_1"|11140|"중구"|245410.56|8590.20000000001|236820.36|952.77|1130.55|1147.13|1153.46|1158.39|1153.11|1158.52|1190.17|1220.02|1195.83|1071.61|898.07|744.76|641.89|586.35|587.88|601.9|673.64|744.44|768|829.51|949.62|1060.94|1121.89|1078.87|915.1|1080.57|1095.21|1100.93|1105.33|1100.64|1105.24|1135.24|1164.94|1143.31|1026.24|862.14|716.48|619.65|567.38|568.87|582.52|651.65|719.83|745.05|806|922.22|1026.76|1079.84|1036.27|"MULTIPOLYGON (((126.989278677833 37.5660678806919, 126.987841190178 37.5660181702335, 126.987671434451 37.5658694872463, 126.987790507182 37.5646306391016, 126.988452649192 37.5646262084589, 126.988820496342 37.5646803075706, 126.989884413134 37.5649236833256, 126.990297559613 37.5648291187941, 126.990722021793 37.5647480686948, 126.991695455503 37.5645319147497, 126.992425519014 37.564437368313, 126.994089360759 37.5643969380841, 126.995543811995 37.5642843950073, 126.995277654238 37.5663791844008, 126.994106153193 37.5663070388973, 126.991383974625 37.5661671864979, 126.989923850036 37.5660904697709, 126.989838970284 37.5660138773302, 126.989861636427 37.5658291765157, 126.98956168659 37.5658336518447, 126.989290049813 37.5657390203692, 126.989278677833 37.5660678806919)))"|"202405"
9205|"을지로3가역_2"|11140|"중구"|279705.53|10796.24|268909.29|418.98|545.98|554.94|559.82|552.9|530|579.24|542.05|527.72|484.19|423.5|368.49|312.94|284.37|260.62|250.19|252.67|286.13|310.53|304.19|314.72|356.41|424.85|508.74|520.4|395.8|515.68|523.92|528.04|521.44|498.71|546.47|510.02|495.01|453.02|398.47|347.8|296.03|269.39|246.94|237.13|239.66|272.18|294.72|289.15|298.71|338.84|403.49|482.33|492.03|"MULTIPOLYGON (((126.989391566427 37.5679419518308, 126.987801229295 37.5679192549928, 126.987676995736 37.5664055771428, 126.987858126971 37.5662479247098, 126.995243678295 37.5666134401168, 126.995039789569 37.5683568452707, 126.990704580659 37.5679961371672, 126.989391566427 37.5679419518308)))"|"202405"
9206|"을지로4가역"|11140|"중구"|131409.95|10757.77|120652.18|334.56|351.97|366.06|388.23|405.16|404.84|398.55|367.61|345.35|343.87|351.23|360.19|368.74|362.16|342.03|276.42|258.29|272.97|287.65|294.42|295.52|274.19|272|293.29|348.68|307.17|323.15|336.1|356.44|371.99|371.7|365.92|337.52|317.08|315.72|322.47|330.71|338.56|332.51|314.03|253.79|237.15|250.62|264.1|270.32|271.32|251.75|249.73|269.28|320.13|"MULTIPOLYGON (((126.998050690253 37.5686092455453, 126.9981639423 37.5672217239685, 126.998820462012 37.5667802547759, 127.00189356602 37.5669514693204, 127.002052033197 37.567073102191, 127.001859624192 37.5692760237665, 127.001740771503 37.56938864793, 126.998141240409 37.5686993470531, 126.998050690253 37.5686092455453)))"|"202405"
9207|"장충동 족발거리"|11140|"중구"|23747.08|989.540000000001|22757.54|36.6|30.08|31.78|35.24|38.57|39.02|38|36.34|32.85|31.66|35.8|43.41|44.05|41.9|39.21|43.19|47.71|50.64|47.85|40.34|31.67|22.19|21.57|24.18|31.12|35.11|28.88|30.52|33.84|37.05|37.48|36.5|34.9|31.54|30.38|34.34|41.64|42.24|40.16|37.58|41.4|45.72|48.53|45.83|38.65|30.34|21.27|20.69|23.19|29.87|"MULTIPOLYGON (((127.004513669172 37.5610837269515, 127.004683377413 37.5596488937903, 127.005639741002 37.5596668829168, 127.005967965027 37.5597457073358, 127.006067000315 37.5598020153958, 127.006123604811 37.5600362708666, 127.006168911309 37.5605768637732, 127.006304734033 37.5606714622503, 127.006358500649 37.5607593066304, 127.006273620009 37.5608336419556, 127.005996333749 37.5609417720802, 127.005416288651 37.5610769420454, 127.004513669172 37.5610837269515)))"|"202405"
9208|"충무로역_1"|11140|"중구"|213326.91|8945.32000000001|204381.59|328.31|347.3|354.5|353.79|352.46|353.04|356.99|358.6|366.78|376.71|410.5|404.78|360.67|325.02|277.28|267.08|274.58|278.62|273.57|274.95|270.04|275.35|295.02|329.39|342.06|319.79|337.49|344.13|343.12|341.68|342.07|346.18|348.52|356.71|366.28|400.26|395.37|352.42|317.74|270.96|261.23|268.81|272.64|267.35|268.51|263.62|268.41|287.55|321.07|332.63|"MULTIPOLYGON (((126.99375580452 37.5610272112033, 126.992657956908 37.5609505510384, 126.992556178956 37.5602297505316, 126.992573170769 37.5601036130234, 126.993365422805 37.5601577288792, 126.993382419972 37.5599685218638, 126.993461651326 37.5599144677211, 126.994236931523 37.5599010022457, 126.99418601724 37.5597298108094, 126.994944320076 37.5596983198275, 126.995057568335 37.5588784237738, 126.994927428954 37.5587027234069, 126.994995342789 37.5586171329029, 126.995255639121 37.55876130531, 126.995442387612 37.5586937404751, 126.995521611197 37.5587027543418, 126.995996962492 37.5586261926608, 126.996087442741 37.559500158426, 126.996941895835 37.5602885609595, 126.997592704999 37.5598065532513, 126.998085012929 37.5603021131812, 126.998616962861 37.5601940078409, 126.998724475887 37.5604147531525, 126.998854628071 37.5605634195477, 126.99918850679 37.5606805550471, 126.999273388043 37.5608292201282, 126.998599956854 37.5609778697791, 126.998843278069 37.5615094599835, 126.999080951196 37.5617932770074, 126.999041331939 37.5619689694757, 126.999188464603 37.5621266457071, 126.99906961842 37.5622662970464, 126.995628918649 37.5614552879348, 126.99375580452 37.5610272112033)))"|"202405"
9209|"충무로역_2"|11140|"중구"|479363.05|68684.05|410679|1963.39|2709.24|2855.34|2932.81|2959.88|2982.88|2950.08|2826.38|2730.02|2591.79|2309.25|1862.17|1443.02|1162.21|997.09|952.58|982.27|1040.11|1084.51|1098.66|1164.88|1358.52|1665.92|2071.85|2389.93|1886.94|2589.54|2724.25|2798.76|2822.72|2846.47|2813.75|2701.29|2622.61|2499.46|2232.47|1801.03|1395.2|1124.29|965.28|923.33|952.39|1007.79|1050.88|1064.19|1130.72|1318.89|1614.36|1998.92|2288.08|"MULTIPOLYGON (((126.991299318917 37.5644147528421, 126.990359834918 37.5646759562251, 126.990020284673 37.5646128547276, 126.990269447414 37.5635857490775, 126.990484715153 37.562099134231, 126.990563958665 37.5619910225954, 126.990643291088 37.5612612270963, 126.990847031619 37.5611621364133, 126.992974838851 37.5611713168234, 126.993552058792 37.561216406018, 126.996200458073 37.5618652652674, 126.995917336021 37.5641447593048, 126.9930197644 37.5642797384873, 126.992465156188 37.5642526682336, 126.991299318917 37.5644147528421)))"|"202405"
9210|"강서구청"|11500|"강서구"|230447.17|36602.9|193844.27|14.3|16.55|16.41|16.06|15.29|15.88|14.77|14.34|14.72|15.59|13.93|12.55|12.65|12.16|11.76|13.29|12.23|11.48|11.14|10.56|12.06|13.92|17.13|17.63|19.92|12.06|14.21|14|13.92|13.3|13.9|12.81|12.33|12.28|13.06|11.65|10.48|10.59|10.28|9.9|11.02|10.11|9.47|9.23|8.7|9.9|11.32|14.01|14.6|17.01|"MULTIPOLYGON (((126.853459359234 37.5553216324746, 126.853467838236 37.5553261480524, 126.853128433518 37.5552694104533, 126.852854107639 37.5552105012779, 126.852528953433 37.5551019728812, 126.851935328021 37.5548376831076, 126.851723924481 37.5544409791697, 126.851506846628 37.5540532775407, 126.851363037773 37.5538120797121, 126.850553279154 37.5541061228577, 126.850074793411 37.5542744465906, 126.850035215626 37.5542586285206, 126.84986061312 37.5538574634231, 126.849657875416 37.5533796776161, 126.849573327513 37.5532173904759, 126.849186653887 37.5527596395086, 126.848670145683 37.5521530557789, 126.848136726228 37.5515194180358, 126.847718991215 37.551041349515, 126.847329566654 37.5505565589798, 126.847185731559 37.5503378807027, 126.847005253659 37.5500538324253, 126.847016630453 37.5500245650582, 126.847248820812 37.5499257592364, 126.847322442243 37.5498943205885, 126.847628354756 37.5497145208915, 126.847896467036 37.5500324693725, 126.848647233971 37.5509029000467, 126.849095998596 37.5514283073902, 126.849437521526 37.5518251837196, 126.849700018061 37.5521296059032, 126.850014325902 37.5519971129453, 126.850362523605 37.5518939447259, 126.850696538232 37.5518087772143, 126.850931513191 37.551732492529, 126.851160951402 37.551595383385, 126.851324514403 37.5518591314449, 126.851397774955 37.5520078881583, 126.852046114787 37.5517789569691, 126.852088534336 37.5517880205256, 126.852108298085 37.5518083178262, 126.852302824355 37.5521531929183, 126.85246624471 37.5524912710098, 126.852590303906 37.5527054129163, 126.852680654928 37.5527978783724, 126.852788191609 37.5527844988695, 126.852844516465 37.5529152135201, 126.85300799004 37.5532285136205, 126.852755992399 37.5533273057808, 126.85258609103 37.5534014236122, 126.852370988878 37.5534416969841, 126.852421731234 37.5535341126375, 126.852616254455 37.5538834920708, 126.852816317287 37.5542936950545, 126.853005310797 37.5545799974526, 126.853171609024 37.5548978057476, 126.853553838486 37.5547586312326, 126.853804765055 37.5552049358048, 126.853459359234 37.5553216324746)))"|"202405"
9211|"발산역"|11500|"강서구"|249113.59|0|249113.59|21.22|10.63|12.13|8.59|9.31|6.82|7.32|7.62|13.63|21.63|24.57|27.96|30.32|37.36|36.36|31.34|30.3|28.58|28.6|29.1|31.38|28.44|21.13|14.91|11.29|21.22|10.63|12.13|8.59|9.31|6.82|7.32|7.62|13.63|21.63|24.57|27.96|30.32|37.36|36.36|31.34|30.3|28.58|28.6|29.1|31.38|28.44|21.13|14.91|11.29|"MULTIPOLYGON (((126.839485325757 37.5618962985928, 126.839488160179 37.561894050004, 126.839305439781 37.5613396903921, 126.839086221851 37.5606546366969, 126.838855670441 37.559978576823, 126.838591400078 37.5591966035587, 126.838428366387 37.5587030863526, 126.839087789206 37.5586274103646, 126.840225475263 37.5585095873644, 126.841309379589 37.5584006904044, 126.84187819322 37.5583541581483, 126.841948045579 37.5587687081802, 126.842003722687 37.5591967538676, 126.841947071356 37.5592259595785, 126.841494258583 37.5592726492889, 126.841106537111 37.5593126682059, 126.841272322872 37.5598512349341, 126.841370761934 37.560128422928, 126.841345205062 37.5601711853346, 126.840926248255 37.5602607157791, 126.840331774774 37.5603905500302, 126.839844868748 37.5604980037375, 126.839979790566 37.5609126437785, 126.84011757738 37.5613115202222, 126.840249725976 37.5617013788839, 126.840204341713 37.5617531238725, 126.839485325757 37.5618962985928)))"|"202405"
9212|"송정역"|11500|"강서구"|72866.92|23682.98|49183.94|19.95|19.67|19.86|20.55|20.82|18.56|17.95|18.07|19.97|21.92|22.68|22.27|21.41|20.74|19.81|18|17.65|17.55|18.04|20.1|22.01|22.59|20.5|20.43|17.39|13.66|12.88|12.74|13.14|13.2|11.81|11.73|12.17|13.78|15.24|15.83|15.55|15|14.63|13.99|12.76|12.5|12.46|12.79|14.23|15.47|15.89|14.31|14.06|11.42|"MULTIPOLYGON (((126.808396723964 37.5619982412526, 126.808393888607 37.5620004890925, 126.8083999079 37.5618608455261, 126.808451060376 37.5617753350975, 126.80851950928 37.5615659668078, 126.808696042357 37.5611382848763, 126.808691038802 37.5608837470773, 126.808717327931 37.5605639385641, 126.808919038899 37.5602466685764, 126.809217002189 37.55990928264, 126.809466665612 37.5596484015897, 126.809823915565 37.5593606648874, 126.810027923858 37.5592483719191, 126.81027956607 37.559318606205, 126.810094534951 37.5597552867845, 126.810000551993 37.5599938968497, 126.810119303473 37.5600278763967, 126.810382283544 37.5600913713975, 126.810701721617 37.5602067639272, 126.810715220447 37.5604613153964, 126.810762380713 37.5608307974164, 126.810843633316 37.5611462750248, 126.810690810744 37.5611572906823, 126.810215302351 37.5612150860992, 126.809878497399 37.5612505799016, 126.809854927196 37.5616154425408, 126.810023869681 37.5619400727774, 126.810203636896 37.5624584330621, 126.810442500222 37.5631052796267, 126.810535164244 37.5633847362003, 126.810452944875 37.5634476725385, 126.809763860107 37.562923982286, 126.809362868615 37.5626079844709, 126.809006968132 37.5623641379295, 126.808396723964 37.5619982412526)))"|"202405"
9213|"가리봉시장(구로디지털오거리)"|11530|"구로구"|27409.72|16482.16|10927.56|6.49|6.75|7.31|7.5|7.51|9.23|8.33|7.48|7.29|7.44|7.41|6.75|6.26|5.14|5.31|5.62|6.02|5.6|5.4|4.9|5.03|5.11|5.15|6.22|7|3.15|3.03|3.33|3.42|3.46|4.65|4.28|3.71|3.71|3.83|3.72|3.36|3.07|2.49|2.55|2.68|2.89|2.71|2.65|2.41|2.43|2.5|2.57|3.08|3.12|"MULTIPOLYGON (((126.888699631543 37.4830419883374, 126.888699621396 37.4830487458473, 126.888476799576 37.4827309297126, 126.888310283324 37.4825640849885, 126.887708690072 37.4822571668473, 126.887703122284 37.4822008488199, 126.888170396211 37.4816088881157, 126.888660281542 37.4810124420573, 126.888966154484 37.4806050296131, 126.889167198791 37.4803619498965, 126.88923220777 37.4803620116157, 126.889322493595 37.4804702176362, 126.889424216683 37.4804905866299, 126.889658761052 37.4805268487472, 126.889819773507 37.4805923235944, 126.889694824803 37.4809841418507, 126.889569448547 37.4816620279508, 126.889447259443 37.4820966461151, 126.889257881082 37.4820964665627, 126.889254993956 37.4821370089474, 126.889232189714 37.4822653801974, 126.889025433422 37.4825444946196, 126.88882159001 37.4827650462679, 126.888699631543 37.4830419883374)))"|"202405"
9214|"가산디지털단지역_2"|11545|"금천구"|556177.43|25483.76|530693.67|20.89|20.51|21.85|22.36|22.48|23.51|22.3|20.23|20.45|22.47|24.25|24.19|23.98|23.45|22.13|22.63|21.4|20.09|18.75|17.38|15.83|16.28|16.4|17.97|20.42|19.93|19.57|20.85|21.33|21.45|22.43|21.28|19.3|19.51|21.44|23.14|23.08|22.88|22.38|21.12|21.59|20.42|19.17|17.89|16.58|15.11|15.54|15.64|17.15|19.49|"MULTIPOLYGON (((126.879237165462 37.485942823042, 126.879237169129 37.4859405705406, 126.879583326625 37.4851390359541, 126.879784760264 37.4846819847784, 126.880085469133 37.4840110471105, 126.880312437802 37.4834909509807, 126.88056206669 37.4829393424497, 126.88098194284 37.481977950713, 126.88132230579 37.4812417272683, 126.881588979345 37.4806270634594, 126.881807397653 37.4801384905815, 126.882224401354 37.4791861010755, 126.882578956988 37.4783958277598, 126.882851237939 37.4777969339879, 126.883075342181 37.4772768291028, 126.88335045914 37.4766666743563, 126.883723359148 37.4767796716881, 126.884537019499 37.4769899623773, 126.883946921808 37.4784062052413, 126.883623496023 37.4791807461425, 126.88333979344 37.4798539628979, 126.883090134922 37.4804438702042, 126.882636568683 37.4812836004737, 126.882194509529 37.4819904425824, 126.881857261725 37.4825487235825, 126.881613314795 37.4830890781216, 126.881423264193 37.4835078515005, 126.881216125543 37.4840054448766, 126.881031694747 37.4844422433195, 126.880767880332 37.4850253733002, 126.880552329285 37.4854756541765, 126.87995561048 37.4856552428802, 126.879237165462 37.485942823042)))"|"202405"
9215|"가산디지털단지역_3"|11545|"금천구"|1308726.98|45209.3599999999|1263517.62|150.25|126.31|127.36|125.9|124.92|110.5|110.15|107.5|102.95|104.31|109.72|131.54|166.49|194.02|216.34|223.32|223.41|210.8|199.35|180.23|162.92|152.77|139.56|126.62|129.07|146.27|123.44|124.53|123.13|122.14|108|107.55|104.59|99.52|100.44|105.69|127.09|161.71|189.32|211.39|218.34|218.27|205.61|194.3|175.37|157.97|148.08|135.22|122.77|125.9|"MULTIPOLYGON (((126.882569172982 37.4827904597791, 126.882577666951 37.4827814582937, 126.882801727556 37.4822996469491, 126.882983220264 37.4819236603153, 126.883088213979 37.4816624746729, 126.883184801919 37.4813539778686, 126.883238842582 37.481140043737, 126.88327569706 37.4810702528578, 126.883550759181 37.480502895632, 126.88384876043 37.479723824806, 126.884053039784 37.4792284761019, 126.88430830787 37.4786588447626, 126.884563607131 37.4780666877614, 126.884847218496 37.4774407704424, 126.88498335921 37.4771345634475, 126.8860201781 37.4774306588566, 126.88683382104 37.4776612062754, 126.887147411571 37.4777516101943, 126.887161618882 37.4777020687402, 126.88742569292 37.4768981780932, 126.887593434307 37.4762473646405, 126.887888989677 37.4751777069449, 126.888916983441 37.4756945144676, 126.889699262324 37.4761029605919, 126.890043842444 37.4762587088968, 126.89043060915 37.4765564038843, 126.890571719671 37.476696191855, 126.891130640025 37.477169741536, 126.89137903923 37.4773884663911, 126.891378907172 37.4774785666178, 126.891075949385 37.4778431905992, 126.890583344086 37.4783945943023, 126.890308682905 37.4787322126857, 126.889949109329 37.479148588147, 126.889491029255 37.4792810532442, 126.889202557634 37.4793979101472, 126.888399322771 37.4797462835759, 126.888144703989 37.4799037153881, 126.887748525505 37.4802164336242, 126.887414570825 37.4804999279473, 126.887137109189 37.480806001019, 126.886771782809 37.4812696637352, 126.886482971673 37.4816005017958, 126.886132773325 37.4814109501496, 126.885711910541 37.4812235808141, 126.885474654226 37.481112975468, 126.885329868463 37.4815227896541, 126.885082941804 37.4821802788988, 126.885012208306 37.4822252593938, 126.88475212046 37.4822542855477, 126.884574132077 37.482200049567, 126.884548300369 37.4824523047826, 126.884437892689 37.4825625683887, 126.884270928798 37.4826885433946, 126.884103960827 37.4828167706639, 126.883784646749 37.4827601406355, 126.883725101651 37.4828794642047, 126.883580865165 37.4829311281424, 126.883289816714 37.4828745249543, 126.883021253349 37.4828990338088, 126.882569172982 37.4827904597791)))"|"202405"
9216|"개봉동 현대아파트"|11530|"구로구"|107673.19|58263.08|49410.11|8.39|8.66|8.32|7.71|7.87|7.46|7.13|7.03|7.11|7.76|7.99|7.99|7.8|8.14|7.77|7.01|7.37|6.46|8.56|9.58|10.84|12.58|13.39|8.42|8.11|4.38|4.08|3.87|3.65|3.71|3.54|3.43|3.53|3.78|4.2|4.44|4.4|4.34|4.55|4.38|4.03|4.19|3.68|4.66|5.24|5.77|6.6|6.86|4.34|3.89|"MULTIPOLYGON (((126.854215688406 37.4915072736113, 126.854210034619 37.4915072665687, 126.854241806449 37.4911626732439, 126.854285009125 37.4907550240437, 126.854316740537 37.4904307031304, 126.854357013997 37.4900748577775, 126.854382799833 37.4898991946195, 126.85449302426 37.4899105942225, 126.854885852913 37.4899628895238, 126.85490611136 37.4897218968001, 126.854963720593 37.4891723573927, 126.855010013039 37.4886273088933, 126.855041806294 37.4882692001847, 126.855059140351 37.4880777588279, 126.855095940992 37.4880507743508, 126.855237287929 37.488046444263, 126.855582153029 37.4880468703314, 126.855645391966 37.4875063473936, 126.855699939868 37.4870739338614, 126.85588931744 37.4870809247243, 126.856423460007 37.4871378938635, 126.856762624071 37.4871608345307, 126.856834916919 37.4877848666416, 126.856912873182 37.4884044005607, 126.856849768446 37.4888796016619, 126.856817679707 37.4893953857059, 126.85675723533 37.4899561850535, 126.856705083802 37.4906138520982, 126.856653274666 37.4910935717506, 126.856612872426 37.4915214977591, 126.856485492499 37.4916091892095, 126.856313051753 37.4916089776027, 126.855510234792 37.4915967266174, 126.854868555604 37.4915824176086, 126.854252385003 37.4915343493455, 126.854215688406 37.4915072736113)))"|"202405"
