"TRDAR_NO"|"TRDAR_NM"|"SIGNGU_CD"|"SIGNGU_NM"|"GRFA_SM"|"RSDNTL_BULD_GRFA"|"RSDNTL_BULD_EXCL_GRFA"|"MOAV_STPRD_FRNR_LVLH_POPNO"|"ZERO_TIZN_STPRD_FRNR_LVLH_POPNO"|"ONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWO_TIZN_STPRD_FRNR_LVLH_POPNO"|"THREE_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOUR_TIZN_STPRD_FRNR_LVLH_POPNO"|"FIVE_TIZN_STPRD_FRNR_LVLH_POPNO"|"SIX_TIZN_STPRD_FRNR_LVLH_POPNO"|"SEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EIGHT_TIZN_STPRD_FRNR_LVLH_POPNO"|"NINE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TLV_TIZN_STPRD_FRNR_LVLH_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FFTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SXTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SVNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EGHTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"NNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWNT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTTH_TIZN_STPRD_FRNR_LVLH_POPNO"|"MOAV_STPRD_FRNR_VST_POPNO"|"ZERO_TIZN_STPRD_FRNR_VST_POPNO"|"ONE_TIZN_STPRD_FRNR_VST_POPNO"|"TWO_TIZN_STPRD_FRNR_VST_POPNO"|"THREE_TIZN_STPRD_FRNR_VST_POPNO"|"FOUR_TIZN_STPRD_FRNR_VST_POPNO"|"FIVE_TIZN_STPRD_FRNR_VST_POPNO"|"SIX_TIZN_STPRD_FRNR_VST_POPNO"|"SEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"EIGHT_TIZN_STPRD_FRNR_VST_POPNO"|"NINE_TIZN_STPRD_FRNR_VST_POPNO"|"TEN_TIZN_STPRD_FRNR_VST_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"TLV_TIZN_STPRD_FRNR_VST_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FFTN_TIZN_STPRD_FRNR_VST_POPNO"|"SXTN_TIZN_STPRD_FRNR_VST_POPNO"|"SVNTN_TIZN_STPRD_FRNR_VST_POPNO"|"EGHTN_TIZN_STPRD_FRNR_VST_POPNO"|"NNTN_TIZN_STPRD_FRNR_VST_POPNO"|"TWNT_TIZN_STPRD_FRNR_VST_POPNO"|"TNONE_TIZN_STPRD_FRNR_VST_POPNO"|"TNTT_TIZN_STPRD_FRNR_VST_POPNO"|"TNTTH_TIZN_STPRD_FRNR_VST_POPNO"|"TRDAR_CRDT_CONT"|"DATA_STRD_YM"
9259|"어린이대공원"|11215|"광진구"|123870.71|79478.5|44392.21|22.86|23.95|24.36|24.13|24.59|25.16|24.94|25.56|26.15|26.79|26.98|25.69|24.19|22.26|22.69|21.17|19.59|19.36|19.16|17.87|17.6|18.96|20.79|23.41|23.27|11.38|10.28|10.04|9.41|9.45|9.51|9.74|10.49|11.9|13.49|14.08|14.11|13.55|12.92|13.35|12.66|11.94|11.56|11.39|10.52|10.16|10.52|11.05|11.15|9.79|"MULTIPOLYGON (((127.071177171121 37.5487330589557, 127.070998934042 37.548726406744, 127.071209482382 37.5500101970221, 127.070213412443 37.5497675139374, 127.0701161763 37.5486278147634, 127.070014264174 37.5485557946242, 127.069527712076 37.5486056310723, 127.069504521971 37.5479929692923, 127.069085870009 37.5480427647249, 127.068853523693 37.547637450905, 127.068898714846 37.5475563357004, 127.070463083665 37.5474720888687, 127.071537988088 37.5473430635256, 127.073747044457 37.5469295258781, 127.073834978691 37.547172740073, 127.07379541626 37.5472178139964, 127.071826896674 37.5477145511062, 127.071883761425 37.5480163497983, 127.072721148764 37.5480090893339, 127.072605351337 37.5482118826495, 127.07218676416 37.5483292635007, 127.071876089012 37.5488813075174, 127.071513863055 37.5487688991448, 127.071177171121 37.5487330589557)))"|"202405"
9261|"왕십리역_1"|11200|"성동구"|63248.23|9082.57|54165.66|9.84|9.11|9.17|9.55|9.26|8.92|8.6|9.44|10.29|10.82|12.5|12.86|12.72|10.44|10.83|11.27|10.32|9.42|8.06|8.97|9.54|8.44|8.15|8.62|8.9|7.83|6.89|6.9|7.14|6.85|6.6|6.18|7.07|7.96|8.87|10.45|10.8|10.75|8.82|9.03|9.47|8.55|7.88|6.53|7.21|7.52|6.76|6.4|6.71|6.72|"MULTIPOLYGON (((127.033416017026 37.5623987739593, 127.033180035149 37.5620367868683, 127.033290367999 37.5619894550675, 127.033590231846 37.5618271952486, 127.033355255366 37.5615389420244, 127.032953294387 37.5611471191324, 127.032704189989 37.5608949080006, 127.032907832953 37.5606988882141, 127.032975683258 37.5605614689225, 127.033148127381 37.5601942687312, 127.033295134273 37.5598969019686, 127.033408202721 37.559637836352, 127.033566507894 37.5592999215473, 127.033637123986 37.5590205949478, 127.033600227614 37.5587570650391, 127.033520898749 37.5585138189766, 127.033580294513 37.5584619957793, 127.033701972642 37.5584912447459, 127.033826505699 37.558579057247, 127.033809583777 37.5587052006992, 127.033778599453 37.5590273136361, 127.033744778579 37.5593336599768, 127.033793018037 37.5596534986558, 127.033911953936 37.5598787137534, 127.034062008072 37.5600881527643, 127.034475274229 37.5604506865701, 127.034877219257 37.5607974547751, 127.035103674121 37.5610046182444, 127.035078317984 37.561247893072, 127.034823756516 37.5614642033188, 127.034475833332 37.5617143263852, 127.033961006826 37.5620636036065, 127.033416017026 37.5623987739593)), ((127.033416017026 37.5623987739593, 127.033417874898 37.5624016238638, 127.033415044355 37.5623993721549, 127.033416017026 37.5623987739593)))"|"202405"
9262|"왕십리역_2"|11200|"성동구"|71844.68|7176.84|64667.84|20.86|19.78|21.99|21.65|22.02|22.33|22.97|23.13|26.1|27.08|27.27|25.07|22.04|20.56|20.1|17.5|16.23|16.15|16.14|18.6|18.24|19.16|19.9|19.09|17.56|19.04|18.1|20.13|19.83|20.17|20.46|21.04|21.18|23.87|24.73|24.89|22.85|20.08|18.72|18.32|15.94|14.78|14.7|14.68|16.92|16.59|17.42|18.12|17.4|16.04|"MULTIPOLYGON (((127.035164435082 37.5639733657209, 127.035136135651 37.5639666163879, 127.035085089497 37.5637166060719, 127.035019859119 37.5633855106029, 127.034948989321 37.5630972137443, 127.034852733359 37.5629868697116, 127.034748061243 37.5630387063181, 127.034335021618 37.5632257779435, 127.034091717534 37.5633227021276, 127.034128600149 37.5635456871005, 127.034222202195 37.5640569732881, 127.034196744318 37.5640772526578, 127.034021322241 37.5641133409249, 127.033772262893 37.5639962807592, 127.033534488969 37.5638003803099, 127.033384445242 37.5636292328631, 127.033310847101 37.5635639309717, 127.033070295773 37.5634851591166, 127.032974100122 37.5635122146261, 127.033463529809 37.5632913398779, 127.033964261283 37.5630389252967, 127.033514181217 37.562635855305, 127.033814039354 37.5624555751193, 127.034176115066 37.5622031976246, 127.034628719287 37.5619170063832, 127.03495684818 37.5616939182365, 127.035245581789 37.5619573756022, 127.035553950513 37.561840157903, 127.035667238125 37.5620698777367, 127.035517308133 37.5621510103752, 127.035104251973 37.5622862777477, 127.034824171457 37.5623922238663, 127.034846867546 37.5625251135846, 127.035135639558 37.5628674078654, 127.035311183862 37.5631083725643, 127.035365097838 37.5634417236233, 127.035436034182 37.5638719262229, 127.035427577066 37.5639417554367, 127.035164435082 37.5639733657209)))"|"202405"
9263|"장안평 중고차시장골목"|11200|"성동구"|278320.83|1731.67999999999|276589.15|30.36|29.17|30.05|29.6|30.31|28.65|31.53|37.28|40.95|43.09|39|35.85|32.59|27.67|26.36|25.66|24.44|23.3|24.07|23.5|25.4|27.87|31.62|33.06|27.59|30.08|28.8|29.64|29.19|29.88|28.21|31.08|36.84|40.57|42.72|38.71|35.61|32.38|27.49|26.2|25.52|24.3|23.18|23.95|23.37|25.25|27.68|31.39|32.77|27.24|"MULTIPOLYGON (((127.063900059184 37.5613622854966, 127.059412928731 37.5620313099083, 127.059287974582 37.5614457271983, 127.060968539185 37.5612151381558, 127.060854967489 37.5607241553396, 127.064216017687 37.5602313740321, 127.064312546436 37.5606187487674, 127.064844436978 37.5605508896919, 127.06471378766 37.5599698206095, 127.067332501073 37.5583916519853, 127.0691165564 37.5600664854819, 127.069557903279 37.560007666998, 127.069444908254 37.5602104551944, 127.069462073805 37.5604176732375, 127.069320774623 37.5606114677114, 127.065116595504 37.5611679218917, 127.064471207951 37.5608664366061, 127.064488055858 37.5607132591303, 127.064227782244 37.5607629524876, 127.064307126146 37.5609025638241, 127.063900059184 37.5613622854966)))"|"202405"
9264|"한양시장"|11200|"성동구"|48267.7|7556.03|40711.67|15.4|17.53|16.35|16.16|16.93|16.74|16.93|16.62|16.08|16.08|14.67|13.26|13.79|12.52|12.59|12.31|12.32|11.6|11.97|13.69|14.93|17.54|19.27|19.74|19.88|11.92|13.56|12.74|12.58|13.19|13.06|13.21|13.03|12.55|12.56|11.43|10.29|10.67|9.66|9.73|9.54|9.47|8.87|9.11|10.35|11.34|13.46|14.87|15.23|15.61|"MULTIPOLYGON (((127.039950763124 37.5612193717558, 127.039333898475 37.5611677647271, 127.039342173306 37.5607465487395, 127.03879037715 37.5606656357102, 127.038863754862 37.5602871961497, 127.04000126676 37.5603904434357, 127.040020862679 37.5599827385097, 127.040292526237 37.5600457186529, 127.039872996841 37.5585592205209, 127.04066231052 37.5583720047665, 127.041226602068 37.5606918681935, 127.039964672609 37.5607576092885, 127.039950763124 37.5612193717558)))"|"202405"
9265|"석촌역"|11710|"송파구"|19569.31|0|19569.31|2.73|1.62|1.61|1.53|1.5|1.56|1.66|1.63|2.19|1.91|1.91|2|2|6.43|10.51|7.72|2.29|2.51|2.15|2|1.99|1.99|1.84|1.98|1.91|2.73|1.62|1.61|1.53|1.5|1.56|1.66|1.63|2.19|1.91|1.91|2|2|6.43|10.51|7.72|2.29|2.51|2.15|2|1.99|1.99|1.84|1.98|1.91|"MULTIPOLYGON (((127.107100873987 37.5048458751434, 127.10682660029 37.5048348578179, 127.106147577242 37.5045156072793, 127.105802447632 37.5043807629878, 127.105836288353 37.5043176631104, 127.10604798969 37.5040651958779, 127.107188106939 37.5045507197614, 127.107492970815 37.5042013090303, 127.107628812566 37.5042912868565, 127.107100873987 37.5048458751434)))"|"202405"
9266|"사가정역"|11260|"중랑구"|8858.87|1207.46|7651.41|0.31|0.2|0.13|0.12|0.12|0.16|0.14|0.18|0.2|0.19|0.23|0.33|0.35|0.4|0.43|0.44|0.42|0.48|0.58|0.53|0.49|0.42|0.37|0.28|0.2|0.27|0.17|0.11|0.1|0.1|0.14|0.12|0.15|0.17|0.16|0.2|0.29|0.3|0.35|0.37|0.39|0.36|0.42|0.51|0.46|0.42|0.37|0.33|0.24|0.18|"MULTIPOLYGON (((127.08853475873 37.5814162041765, 127.088472505354 37.5814275124746, 127.088517895107 37.5815175777443, 127.088543546388 37.5816707267106, 127.088014315911 37.5817026509184, 127.087905828334 37.5808940940062, 127.087965196291 37.5808354862633, 127.089009390231 37.5806838001937, 127.089106261622 37.5812310783106, 127.088659249645 37.5813800726779, 127.08853475873 37.5814162041765)))"|"202405"
9267|"가락시장"|11710|"송파구"|1547.57|0|1547.57|0.52|0.5|0.49|0.48|0.48|0.48|0.48|0.49|0.49|0.5|0.5|0.54|0.53|0.5|0.5|0.5|0.51|0.52|0.56|0.58|0.58|0.6|0.59|0.55|0.51|0.52|0.5|0.49|0.48|0.48|0.48|0.48|0.49|0.49|0.5|0.5|0.54|0.53|0.5|0.5|0.5|0.51|0.52|0.56|0.58|0.58|0.6|0.59|0.55|0.51|"MULTIPOLYGON (((127.113778849195 37.4970663333651, 127.109287445738 37.4957100106857, 127.111869462643 37.4905719179804, 127.118148069003 37.492476001536, 127.11830664414 37.4926470348916, 127.114400473151 37.4968404901492, 127.113778849195 37.4970663333651)))"|"202405"
9268|"가락시장역"|11710|"송파구"|259790.54|637.180000000022|259153.36|20.23|17.88|17.53|16.91|18.57|17.94|17.17|17.48|19.33|23.16|23.77|23.95|20.65|21.43|22.35|19.9|18.63|18.18|17.85|21.86|22.44|24|23.9|22.06|18.09|20.14|17.76|17.41|16.79|18.44|17.82|17.06|17.37|19.24|23.08|23.7|23.88|20.6|21.38|22.3|19.85|18.58|18.13|17.81|21.8|22.37|23.91|23.8|21.96|17.98|"MULTIPOLYGON (((127.119075812049 37.4927994412571, 127.121084697481 37.49389664387, 127.121090437743 37.4939506981036, 127.120616413304 37.494523313013, 127.119750637168 37.4940736833149, 127.118791356672 37.4952864866347, 127.118633465103 37.4955569436483, 127.118553885395 37.4952867224207, 127.118203353605 37.4953005846024, 127.118202785174 37.4949356798886, 127.118077996462 37.4946790180212, 127.11832625404 37.4943454022296, 127.117743422976 37.494044142496, 127.118838412145 37.4928402225845, 127.119075812049 37.4927994412571)))"|"202405"
9269|"문정역"|11710|"송파구"|21724.18|10456.11|11268.07|1.42|1.8|1.93|1.95|1.93|1.86|1.86|1.67|1.47|1.3|1.28|1.24|1.18|1.24|1.19|1.14|1.1|1.1|1.22|1.17|1.09|1.12|1.2|1.26|1.55|1.1|1.36|1.46|1.47|1.45|1.39|1.38|1.21|1.07|0.99|1|0.98|0.95|1.02|0.97|0.94|0.91|0.92|1|0.94|0.88|0.9|0.94|0.99|1.25|"MULTIPOLYGON (((127.123362555292 37.4865151123858, 127.122827209267 37.4875833511461, 127.122170837847 37.4872326333581, 127.123365586238 37.4849023155453, 127.123761552005 37.485046066386, 127.124756578137 37.4850720615344, 127.124723169353 37.4853829421548, 127.123513290619 37.4853436540035, 127.123270848965 37.4857448503202, 127.123282668103 37.486060188841, 127.123531688302 37.4862266170017, 127.123362555292 37.4865151123858)))"|"202405"
9270|"방이동 먹자골목"|11710|"송파구"|329400.1|25282.9|304117.2|112.06|95.19|69.23|63.04|52.55|69.02|76.14|78.48|90.79|94.72|96.69|97.33|102.11|124.61|125.84|105.85|101.11|101.76|124.28|156.37|180.93|191.94|188.99|172.69|128.69|108.04|91.14|66.38|60.62|50.58|66.83|73.76|75.93|87.94|91.84|93.84|94.49|98.97|120.52|121.73|102.72|98.2|98.89|120.52|150.6|173.8|183.83|180.89|165.22|122.83|"MULTIPOLYGON (((127.10871699073 37.5158839008752, 127.107143986992 37.515362741332, 127.107030633754 37.5151916532225, 127.108293126596 37.5121361341613, 127.108971328926 37.5118291789315, 127.109141468074 37.5121623931501, 127.109616205412 37.5119457194997, 127.110330480475 37.5131163602984, 127.110013946485 37.5132337815985, 127.110376654239 37.5137560262392, 127.110681839512 37.5136115845418, 127.111078750528 37.5143139948953, 127.110445673802 37.5145488406217, 127.110694964083 37.514854949391, 127.110108642588 37.5161349072455, 127.108784561321 37.5156766099986, 127.10871699073 37.5158839008752)))"|"202405"
9271|"신천역"|11710|"송파구"|448253.18|67012.34|381240.84|174|190.49|188.09|184.78|181.09|179.7|180.54|177.67|179.6|175.6|172.22|160.79|155.05|156.01|156.53|148.51|143.32|146.11|154.05|167.95|182.89|197.07|200.73|202.69|195.29|148.45|161.62|159.34|155.91|152.79|151.58|152.3|150.29|151.95|148.81|146.31|137.11|133.1|133.78|134.68|128.15|123.17|125.61|132.3|144.59|157.93|169.25|172.34|173.8|166.65|"MULTIPOLYGON (((127.083007320802 37.5114963348022, 127.080304195536 37.5116040393571, 127.080106103341 37.511455506818, 127.080145444278 37.5112212209841, 127.079104904267 37.5112534452674, 127.079189373476 37.5109065052184, 127.078782138724 37.5108527128841, 127.079125614152 37.5094108894206, 127.079329091794 37.5093071404482, 127.079589204826 37.5092844435277, 127.079836899284 37.5082030806012, 127.086341395672 37.5092392345518, 127.086126864694 37.5095614957235, 127.085867316371 37.510084260899, 127.085664448543 37.5107241148372, 127.085551895044 37.5112152392859, 127.085314579916 37.5114001128539, 127.083007320802 37.5114963348022)))"|"202405"
9272|"잠실역"|11710|"송파구"|594747.6|314118.1|280629.5|31.34|14.22|14.13|13.63|14.91|14.47|11.14|12.36|13.02|16.57|26.32|34.46|39.32|40.82|47.52|47.91|45.23|45.75|40.3|43.58|47.67|41.33|32.42|19.6|17.6|8.71|4.07|4.24|4.39|3.93|3.73|2.62|3.78|3.22|4.52|7.49|8.34|9.61|10.2|10.46|11.76|11.52|13.52|9.84|8.09|10.41|8.58|5.87|5.47|4.6|"MULTIPOLYGON (((127.10317565023 37.5167582695629, 127.098920639635 37.5152842241947, 127.100185430724 37.5137199415828, 127.100564204242 37.5136115043495, 127.102012728785 37.5141508778104, 127.10306514152 37.5145103755762, 127.103619973571 37.5149423755369, 127.10401649235 37.5154015404685, 127.10317565023 37.5167582695629)))"|"202405"
9273|"잠실역 롯데월드"|11710|"송파구"|584224.98|0|584224.98|496.05|355.78|351.22|350.64|350.51|354.87|353.5|352.79|349.57|343.26|339|391.99|510.49|624.74|724.42|780.96|813.35|808.96|785.4|686.82|595.5|509.23|425.11|375.54|371.52|496.05|355.78|351.22|350.64|350.51|354.87|353.5|352.79|349.57|343.26|339|391.99|510.49|624.74|724.42|780.96|813.35|808.96|785.4|686.82|595.5|509.23|425.11|375.54|371.52|"MULTIPOLYGON (((127.095885090325 37.5119935443618, 127.094776469181 37.5118547714766, 127.094814113344 37.5102960144281, 127.097375694538 37.5101137605774, 127.098546285913 37.5100857734274, 127.09974556622 37.5103731002707, 127.101279049305 37.5110610770167, 127.10134156972 37.5112952836947, 127.100122021555 37.5128099865784, 127.099794108736 37.5128868451042, 127.097090006124 37.5122493586148, 127.095885090325 37.5119935443618)))"|"202405"
9275|"강남구청역_1"|11680|"강남구"|196471.34|11398.92|185072.42|26.64|33.49|41.95|39.6|39.88|37.71|33.82|23.82|16.9|15.08|15.67|17.51|20.98|23.43|24.82|24.77|20.9|22.09|23.29|26.1|26.61|26.55|26.04|24.55|33.42|25.14|31.67|39.72|37.5|37.78|35.71|32.02|22.53|15.95|14.21|14.73|16.45|19.73|22.04|23.34|23.29|19.63|20.77|21.92|24.57|25.06|25.01|24.54|23.15|31.6|"MULTIPOLYGON (((127.041189223323 37.5170161749681, 127.035623221062 37.5153420639771, 127.035589011844 37.5147384051617, 127.039333555845 37.5158544986725, 127.039672553518 37.5151876507022, 127.040328695604 37.5153676357337, 127.040554580581 37.5147188423937, 127.041538777416 37.5149617813071, 127.041877605349 37.5140246275047, 127.042352726627 37.5141325834088, 127.041189223323 37.5170161749681)))"|"202405"
9276|"강남구청역_2"|11680|"강남구"|137451.06|2452.70000000001|134998.36|27.32|22.77|18.53|17.75|17.96|16.64|14.2|12.6|14.17|16.39|17.68|22.26|35.94|41.11|44.86|36.72|31.42|30.71|36.88|42.87|46.11|39.34|30.41|24.47|23.94|26.86|22.35|18.18|17.43|17.63|16.34|13.94|12.38|13.93|16.11|17.39|21.89|35.36|40.44|44.13|36.12|30.91|30.2|36.27|42.16|45.34|38.66|29.87|24.02|23.5|"MULTIPOLYGON (((127.036735490633 37.5173419515568, 127.035581601927 37.5170900120128, 127.035597890179 37.5156033607509, 127.041090400896 37.5173045275246, 127.040723302345 37.5183047578075, 127.040378254809 37.518223782476, 127.040558988946 37.5177416889145, 127.04025919273 37.5176652031936, 127.040117751726 37.5175751499056, 127.039806642787 37.5174941617554, 127.039603313379 37.5180393313376, 127.039246956675 37.5179583563569, 127.039461583944 37.5173816488167, 127.039127858057 37.5173096761443, 127.038913228425 37.5178863830863, 127.038539896893 37.5177873914104, 127.038635904128 37.5175035468856, 127.037436747585 37.5172246098138, 127.037499078041 37.5174678601576, 127.037436897179 37.5175354539891, 127.036910848874 37.5174049687673, 127.03706335693 37.5169904638077, 127.036610858595 37.5169050048802, 127.036735490633 37.5173419515568)))"|"202405"
9277|"강남역_3"|11680|"강남구"|593590.29|26160.9600000001|567429.33|948.18|820.74|773.63|764.86|752.1|738.89|749.52|767.4|754.79|728.92|726.95|825.99|961.34|1055.65|1099.16|1109.31|1124.23|1105.74|1102.16|1134.69|1195.71|1231.52|1213.55|1086.31|933.13|886.35|766.1|722.27|714.41|702.77|690.63|699.99|716.11|704.6|681.2|679.83|773.14|899.87|988.21|1028.85|1038.32|1052.34|1035.65|1031.05|1061.22|1117.3|1150.22|1133.36|1014.02|871.04|"MULTIPOLYGON (((127.030933960165 37.4990577680288, 127.030476329187 37.5000196996754, 127.029661995457 37.4997721223667, 127.029096992417 37.5009615767939, 127.029023505288 37.5010201590348, 127.028853995118 37.5013625786797, 127.027706003302 37.5010249650665, 127.027434811715 37.5016737453629, 127.02804010637 37.502392157864, 127.027503021375 37.5026918603967, 127.028085692459 37.5033719850447, 127.027291127028 37.5031401545657, 127.026726054931 37.5043115770046, 127.027826015784 37.5046176757201, 127.028100074911 37.50406124668, 127.028331938335 37.5041130014811, 127.028580703414 37.5039913094739, 127.02948867107 37.5050069740577, 127.029149652953 37.5057391164347, 127.024783680787 37.5044381178767, 127.027835012031 37.4980628971195, 127.030933960165 37.4990577680288)))"|"202405"
9278|"강남역_4"|11680|"강남구"|734663.37|93501.42|641161.95|338.39|339.04|343.15|343.62|342.91|344.06|340.41|346.8|344.79|342.44|350.44|367.4|353.32|354.68|336.84|319.31|301.84|305.11|304.66|323.05|334.3|342.69|333.9|353.38|353.29|274.65|244.42|227.35|224.32|213.13|221.95|225.41|258.85|284.11|294.18|307.58|328.4|317.17|318.82|304.38|289.6|273.66|276.14|274.55|287.95|293.55|297.44|284.13|296.34|248.2|"MULTIPOLYGON (((127.031029988308 37.4988144738046, 127.027891497669 37.4979007043219, 127.029416985895 37.4947738786448, 127.030152098918 37.4949989521582, 127.029982617804 37.4953684037956, 127.030299274953 37.4954404067769, 127.030191928396 37.4956521682698, 127.030655609955 37.4957646793837, 127.030949377527 37.4951384104316, 127.029462182869 37.4946792627788, 127.030196628553 37.4931699086191, 127.032187067217 37.4937910972109, 127.03204582466 37.494052424355, 127.032385101685 37.4941424359135, 127.032531997213 37.4938811068772, 127.033193597348 37.4940791508251, 127.033244540762 37.4942142872886, 127.032916873534 37.4948450761036, 127.032515385057 37.4947235474568, 127.032360022545 37.4950231712066, 127.032526839111 37.4950749349017, 127.032433623397 37.495259664682, 127.032668297152 37.4953294303376, 127.031029988308 37.4988144738046)))"|"202405"
9279|"논현역_1"|11680|"강남구"|559290.58|173683.28|385607.3|928.26|1083.37|1078.34|1077.64|1077.84|1086.64|1062.07|1019.19|1007.54|1011.14|954.94|901.45|848.57|795.95|726.6|718.23|705.02|712.71|720.63|782.49|848.42|932.5|979.78|1058.19|1089.1|709.28|803.16|800.48|797.92|796.87|803.63|786.38|758.88|764.98|781.81|750.5|714.68|671.62|630.35|576.37|571.7|559.58|566.64|570.27|611.1|652.21|710.16|743.1|796.83|803.43|"MULTIPOLYGON (((127.022164032413 37.5111830820739, 127.022156075318 37.5111735787114, 127.02215607969 37.5111893461877, 127.022144769736 37.5111916006745, 127.021743205022 37.5110475108103, 127.021680973769 37.5109619266444, 127.022291393627 37.509709431714, 127.023037416787 37.5081167813888, 127.023919061044 37.5063056077524, 127.0246933017 37.5047512331584, 127.025909196451 37.5050933667422, 127.027735893144 37.5056245629651, 127.028861334306 37.5059576762637, 127.028663544206 37.5063181219172, 127.028590036771 37.5063361588657, 127.027498522085 37.5060075405036, 127.027295095298 37.5064400650661, 127.02722726565 37.5065256748775, 127.028426230968 37.5068542711566, 127.028279292508 37.5071065845364, 127.027074857271 37.5073275975721, 127.027007152888 37.5077826169151, 127.026933655907 37.5078366927956, 127.025830816598 37.5075080615595, 127.025446549263 37.508359584755, 127.024977145373 37.5082560645829, 127.024841509782 37.5085308963478, 127.025339203649 37.5086749562772, 127.025423978104 37.5085127592063, 127.025480526076 37.5085037376879, 127.026826574283 37.5089089049007, 127.02666830398 37.5091251786704, 127.026210332233 37.5094090905422, 127.026538427993 37.5096973407678, 127.026046531453 37.5100127941617, 127.026674457869 37.510602815577, 127.026278676066 37.5108596843438, 127.025769548344 37.5103867662238, 127.025045829923 37.5108644428479, 127.025588880851 37.511314832132, 127.025345860072 37.5118059259738, 127.02477462618 37.5116618807448, 127.024734975722 37.5114591638947, 127.024248576497 37.511319604297, 127.024033815427 37.5117836600053, 127.022902641251 37.511409957156, 127.023083493594 37.5110044746304, 127.022376519826 37.5107748477695, 127.022164032413 37.5111830820739)), ((127.02215607969 37.5111893461877, 127.022161315123 37.5111883025747, 127.022156082189 37.5111983561751, 127.02215607969 37.5111893461877)), ((127.022161315123 37.5111883025747, 127.022164032413 37.5111830820739, 127.022167389644 37.511187091701, 127.022161315123 37.5111883025747)))"|"202405"
9280|"논현역_2"|11680|"강남구"|75623.9|2984.12999999999|72639.77|15.19|14.35|15.87|16.55|17.53|20.24|16.8|14.98|12.22|11.36|13.84|18.32|19.1|17.16|17.2|18.18|17.09|15.84|14.39|11.61|9.6|9.81|12.11|12.46|18|14.59|13.78|15.24|15.9|16.84|19.44|16.13|14.39|11.74|10.91|13.3|17.6|18.35|16.49|16.52|17.46|16.42|15.21|13.82|11.15|9.22|9.42|11.63|11.97|17.29|"MULTIPOLYGON (((127.0208349695 37.5128277104201, 127.021545332111 37.511277299444, 127.023219451947 37.5117995809061, 127.022874678114 37.512502423058, 127.022343026255 37.5123403389039, 127.022009543893 37.5130116415169, 127.021811559737 37.5128494962185, 127.021342197554 37.512989231263, 127.0208349695 37.5128277104201)), ((127.0208349695 37.5128277104201, 127.020833168373 37.512831641492, 127.020833167203 37.5128271364999, 127.0208349695 37.5128277104201)))"|"202405"
