"TRDAR_NO"|"TRDAR_NM"|"SIGNGU_CD"|"SIGNGU_NM"|"GRFA_SM"|"RSDNTL_BULD_GRFA"|"RSDNTL_BULD_EXCL_GRFA"|"MOAV_STPRD_FRNR_LVLH_POPNO"|"ZERO_TIZN_STPRD_FRNR_LVLH_POPNO"|"ONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWO_TIZN_STPRD_FRNR_LVLH_POPNO"|"THREE_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOUR_TIZN_STPRD_FRNR_LVLH_POPNO"|"FIVE_TIZN_STPRD_FRNR_LVLH_POPNO"|"SIX_TIZN_STPRD_FRNR_LVLH_POPNO"|"SEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EIGHT_TIZN_STPRD_FRNR_LVLH_POPNO"|"NINE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TLV_TIZN_STPRD_FRNR_LVLH_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FFTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SXTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SVNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EGHTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"NNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWNT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTTH_TIZN_STPRD_FRNR_LVLH_POPNO"|"MOAV_STPRD_FRNR_VST_POPNO"|"ZERO_TIZN_STPRD_FRNR_VST_POPNO"|"ONE_TIZN_STPRD_FRNR_VST_POPNO"|"TWO_TIZN_STPRD_FRNR_VST_POPNO"|"THREE_TIZN_STPRD_FRNR_VST_POPNO"|"FOUR_TIZN_STPRD_FRNR_VST_POPNO"|"FIVE_TIZN_STPRD_FRNR_VST_POPNO"|"SIX_TIZN_STPRD_FRNR_VST_POPNO"|"SEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"EIGHT_TIZN_STPRD_FRNR_VST_POPNO"|"NINE_TIZN_STPRD_FRNR_VST_POPNO"|"TEN_TIZN_STPRD_FRNR_VST_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"TLV_TIZN_STPRD_FRNR_VST_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FFTN_TIZN_STPRD_FRNR_VST_POPNO"|"SXTN_TIZN_STPRD_FRNR_VST_POPNO"|"SVNTN_TIZN_STPRD_FRNR_VST_POPNO"|"EGHTN_TIZN_STPRD_FRNR_VST_POPNO"|"NNTN_TIZN_STPRD_FRNR_VST_POPNO"|"TWNT_TIZN_STPRD_FRNR_VST_POPNO"|"TNONE_TIZN_STPRD_FRNR_VST_POPNO"|"TNTT_TIZN_STPRD_FRNR_VST_POPNO"|"TNTTH_TIZN_STPRD_FRNR_VST_POPNO"|"TRDAR_CRDT_CONT"|"DATA_STRD_YM"
9183|"종로5가역_4"|11110|"종로구"|77485.9|4482.14|73003.76|90.8|111.16|112.44|113.6|112.5|111.94|109.75|106.87|102.49|98.08|89.78|83.6|80.65|75.16|71.04|71.08|69.8|67.8|68.7|69.36|72.7|80.79|92.34|100.57|106.9|86.61|105.3|106.44|107.5|106.39|105.77|103.84|101.38|97.6|93.48|85.96|80.21|77.6|72.35|68.41|68.63|67.35|65.32|66.05|66.77|69.88|77.38|88.22|95.69|101.19|"MULTIPOLYGON (((126.995667397244 37.5763418957439, 126.995803279923 37.5758373484919, 126.995820279172 37.5755850724068, 126.995899546402 37.5752427003166, 126.996148617284 37.5748823160072, 126.996216550003 37.5747156360247, 126.996510945236 37.5736299566309, 126.996839255444 37.5731389305583, 126.996867581067 37.572710961723, 126.996363895116 37.5719856449735, 126.996494152037 37.5707648095988, 126.997054469267 37.5708008710015, 126.997603447929 37.5712243549085, 126.997518499494 37.5722154406037, 126.997323094307 37.5747764959127, 126.997238148201 37.5755851305597, 126.997158898408 37.5757202760916, 126.997020217788 37.5758328946704, 126.996476829238 37.5760130711622, 126.995667397244 37.5763418957439)))"|"202408"
9184|"종로구청"|11110|"종로구"|754136.4|2582.43000000005|751553.97|739.06|699.47|727.65|757.78|744.68|731.49|729.91|702.2|666.34|700.85|941.28|1015.31|963.57|875.57|909.38|888.17|833.05|789.92|679.55|568.89|513.15|510.82|549.04|590.79|648.53|736.28|696.7|724.76|754.78|741.7|728.55|727|699.42|663.73|698.16|937.89|1011.74|960.19|872.49|906.21|885.07|830.11|787.1|677.08|566.78|511.2|508.84|546.91|588.47|645.94|"MULTIPOLYGON (((126.979503591099 37.570314642709, 126.982514579362 37.5703241719348, 126.982865435279 37.5705224451833, 126.982796752768 37.5736038182392, 126.982671849669 37.5751354799478, 126.982230279479 37.5754507553042, 126.981845370775 37.5755227713799, 126.979705768533 37.5757476453184, 126.979524677383 37.5756304833917, 126.978608082689 37.5744770443339, 126.979468429399 37.574423147749, 126.979377923963 37.5742339232163, 126.979830956582 37.5734411362928, 126.980148179547 37.5725131747845, 126.979955760225 37.5724500707806, 126.979299223013 37.5724049003887, 126.97935639765 37.5704497638046, 126.979503591099 37.570314642709)))"|"202408"
9185|"종묘앞_1"|11110|"종로구"|25396.81|1979.68|23417.13|60.84|41.37|40.88|39.88|39.59|38.21|38.7|40.64|41.37|42.75|52.44|67.08|83.45|94.59|93.63|84.62|77.64|76.56|76.34|83.13|88.31|78.68|57.4|44.95|38.01|56.1|38.14|37.69|36.77|36.51|35.23|35.68|37.47|38.15|39.41|48.35|61.85|76.95|87.22|86.33|78.02|71.59|70.59|70.39|76.65|81.43|72.55|52.93|41.45|35.04|"MULTIPOLYGON (((126.997113913511 37.5705125564719, 126.995379202263 37.5704021099355, 126.99544999959 37.5697669157423, 126.995897142828 37.5694155512948, 126.99636127624 37.5688344334275, 126.997773348985 37.5690146828888, 126.997711035981 37.5701747053577, 126.997113913511 37.5705125564719)))"|"202408"
9186|"종묘앞_2"|11110|"종로구"|26516.28|148.389999999999|26367.89|63.52|43.19|42.68|41.63|41.34|39.89|40.41|42.43|43.2|44.63|54.75|70.03|87.13|98.76|97.76|88.35|81.06|79.94|79.71|86.79|92.2|82.15|59.93|46.94|39.68|63.17|42.95|42.44|41.4|41.11|39.67|40.18|42.19|42.96|44.38|54.45|69.64|86.64|98.21|97.21|87.85|80.61|79.49|79.26|86.31|91.69|81.69|59.6|46.67|39.46|"MULTIPOLYGON (((126.99492648173 37.56969931409, 126.995065227427 37.5687172426221, 126.996304681774 37.5688051488395, 126.995871675056 37.5694042877382, 126.995384914665 37.5697443877153, 126.99492648173 37.56969931409)))"|"202408"
9187|"종묘앞_3"|11110|"종로구"|46793.59|2564.03|44229.56|112.1|76.22|75.32|73.47|72.95|70.4|71.3|74.88|76.23|78.76|96.62|123.59|153.76|174.28|172.52|155.91|143.05|141.06|140.66|153.17|162.71|144.97|105.76|82.83|70.03|105.96|72.05|71.19|69.44|68.95|66.54|67.4|70.78|72.06|74.44|91.33|116.82|145.34|164.74|163.06|147.37|135.21|133.34|132.95|144.77|153.8|137.03|99.97|78.29|66.19|"MULTIPOLYGON (((126.992249383251 37.570154137424, 126.99245332688 37.5685368762246, 126.994960525318 37.5687037221339, 126.994779273679 37.5703299987862, 126.992390867134 37.570235237346, 126.992249383251 37.570154137424)))"|"202408"
9188|"혜화역 대학로_1"|11110|"종로구"|176276.58|7500.5|168776.08|33.06|19.98|18.19|17.02|15.63|15.82|15.74|15.88|15.59|15.75|17.15|18.79|28.97|39.04|38.49|44.25|48.14|47.65|53.22|62.77|65.34|61.36|53.16|36.36|28.4|31.46|18.97|17.26|16.14|14.82|14.99|14.93|15.07|14.8|14.96|16.29|17.85|27.56|37.13|36.63|42.11|45.79|45.35|50.69|59.85|62.29|58.52|50.67|34.65|27|"MULTIPOLYGON (((127.003263606993 37.5843900951327, 127.002544690543 37.5848991624153, 127.00234655835 37.5847414914101, 127.002125785238 37.5847414930289, 127.002179559574 37.5843968649456, 127.001658763535 37.5843112735478, 127.001964435953 37.582842662498, 127.002210661241 37.5814731594091, 127.002289902516 37.580892021533, 127.003455977308 37.5808897542242, 127.004211662231 37.5809032532779, 127.004169219257 37.5812028328212, 127.004466400043 37.5812095828123, 127.004639065211 37.5816082653499, 127.004565539443 37.5830633627606, 127.004336281098 37.5830858934366, 127.004107040012 37.5835836946829, 127.00387212927 37.5839080554476, 127.00320981937 37.5839914089792, 127.003263606993 37.5843900951327)))"|"202408"
9189|"혜화역 대학로_2"|11110|"종로구"|43547.19|16791.77|26755.42|41.14|52.29|51.82|52.28|53.03|53.78|51.78|46.97|40.71|34.63|31.46|30.35|30.1|32.86|32.46|30.79|29.53|29.76|30.66|34.98|41.41|46.87|44.86|46.21|57.82|25.86|31.79|31.44|31.68|32.1|32.6|31.55|28.74|25.22|21.8|20.03|19.5|19.55|21.5|21.32|20.43|19.63|19.71|20.06|22.49|26.57|30.04|28.64|28.95|35.25|"MULTIPOLYGON (((126.997716106728 37.5822276832208, 126.999646350456 37.5840004205879, 127.000503949304 37.5849734965379, 126.999451026672 37.5850297958268, 126.99932931635 37.5850883579688, 126.999114203361 37.5850793441783, 126.999131187131 37.5850410525352, 126.998681150019 37.584980226486, 126.998681155691 37.5848225536786, 126.998199990644 37.5846423442352, 126.998389643385 37.5842774492238, 126.997724523349 37.5837526052716, 126.998109468665 37.5834620480111, 126.998338738809 37.5832232923795, 126.998318933963 37.5830340844431, 126.998239685679 37.582991285449, 126.998301955964 37.5829327228794, 126.997984963841 37.5827615265335, 126.997767023777 37.5828268416963, 126.99765098181 37.5827772837681, 126.99772174628 37.5826601575621, 126.997543437383 37.5826038401768, 126.997716106728 37.5822276832208)))"|"202408"
9190|"혜화역 대학로_3"|11110|"종로구"|107828.57|12453.39|95375.18|71.5|66.11|62.21|60.02|60.65|57.34|55.8|56.05|57.2|58.88|59.3|63.22|68.37|80.6|78.85|73.2|71.11|73.57|79.94|93.95|96.09|94.24|88.05|81.5|79.64|62.74|57.79|54.42|52.57|53.19|50.18|48.79|49.1|50.27|51.82|52.2|55.72|60.21|70.88|69.41|64.32|62.52|64.76|70.33|82.58|84.35|82.65|77.13|71.09|69.36|"MULTIPOLYGON (((127.001188914184 37.5849644897052, 127.001118152934 37.5850906278183, 127.001004935381 37.5850996373963, 127.000229408619 37.5842301795011, 126.999734098466 37.5837391354246, 126.997704800209 37.5819258519224, 126.998582204894 37.5817614456113, 126.999199210945 37.5818267802006, 126.999442619473 37.5817682202109, 126.999703005359 37.5818943624886, 126.999889814337 37.581486667927, 127.000427569678 37.5816375889357, 127.000495497679 37.5815835301804, 127.000942685037 37.5817276907241, 127.001791778274 37.5817479629784, 127.001678568575 37.5824146943758, 127.00150025909 37.5833990238516, 127.001262505928 37.5846266194878, 127.001188914184 37.5849644897052)))"|"202408"
9191|"남대문시장"|11140|"중구"|407045.32|1051.46000000002|405993.86|1233.62|1338.81|1390.16|1245.52|1153.77|1054.45|1209.68|1151.71|1058.61|1065.13|1004.84|1016.39|1188.1|1334.9|1382|1439.52|1531.19|1581.19|1565.68|1548.84|1292.81|955.16|926.97|1064.35|1107.03|1230.43|1335.35|1386.57|1242.3|1150.79|1051.73|1206.55|1148.73|1055.88|1062.38|1002.24|1013.76|1185.03|1331.45|1378.43|1435.8|1527.24|1577.11|1561.63|1544.84|1289.47|952.69|924.57|1061.61|1104.17|"MULTIPOLYGON (((126.976451547074 37.5576325944332, 126.977260669422 37.5578985549598, 126.977645393291 37.5581373956631, 126.978301611244 37.5588087643753, 126.978578825308 37.5590430759882, 126.978940928983 37.5592638882282, 126.979110680518 37.5593179798383, 126.979495446566 37.5594577054172, 126.980417771014 37.559750694889, 126.981487185876 37.5602329101682, 126.981679552545 37.560381605961, 126.981741755509 37.5605573096032, 126.981141643766 37.5615032489725, 126.980954879044 37.5615572762861, 126.980853022763 37.5615302288976, 126.979908043566 37.5612192189741, 126.97937045988 37.5611245159576, 126.978300952861 37.5609441135945, 126.977457813802 37.5607592426492, 126.976365742273 37.5603941149796, 126.976252566691 37.5603805760875, 126.976122447584 37.5602679244309, 126.975924482297 37.5599750597747, 126.975873810968 37.5592137111725, 126.975907847253 37.5589704508394, 126.975987152827 37.558731705185, 126.976451547074 37.5576325944332)))"|"202408"
9192|"동대문시장_2"|11140|"중구"|459179.25|192.799999999988|458986.45|1783.94|1740.69|1683.85|1676.5|1683.55|1747.06|1778.81|1695.04|1722.47|1677.72|1571.89|1544.13|1545.08|1631.63|1684|1688.29|1731.65|1788.91|1880.82|2013.84|2205.86|2256.51|2092.27|1932.8|1841.16|1783.19|1739.96|1683.14|1675.8|1682.84|1746.32|1778.06|1694.33|1721.75|1677.01|1571.23|1543.48|1544.43|1630.94|1683.29|1687.58|1730.93|1788.16|1880.03|2013|2204.94|2255.57|2091.39|1931.99|1840.38|"MULTIPOLYGON (((127.006693001676 37.5694470928981, 127.006636400324 37.5693840261474, 127.006692909684 37.5681541723501, 127.00766634838 37.5680189759514, 127.00776821009 37.5678928318675, 127.00717389125 37.5670729615536, 127.006936187069 37.5670099036834, 127.006228757487 37.5671450834391, 127.006002332734 37.5664333102486, 127.007371903685 37.566194486149, 127.007739786798 37.5664197144556, 127.008096373013 37.566865684861, 127.008741649654 37.5678206959027, 127.00930770016 37.5687036294191, 127.00943225 37.5690550070484, 127.009477570258 37.5694514394838, 127.009341750143 37.5695685774086, 127.006693001676 37.5694470928981)))"|"202408"
9193|"동대문역사문화공원역"|11140|"중구"|187462.14|8399.28000000003|179062.86|785.98|955.74|991.74|1001.59|1009.83|973.44|954.02|989.09|985.35|988.4|915.95|775.74|662.95|594.93|537.3|504.73|489.52|498.73|526.65|574.38|645.31|713.42|784.5|868.96|921.28|750.78|912.94|947.33|956.74|964.6|929.84|911.29|944.79|941.23|944.14|874.94|741|633.25|568.28|513.23|482.12|467.59|476.39|503.06|548.65|616.41|681.47|749.37|830.05|880.02|"MULTIPOLYGON (((127.00304244009 37.5667307160404, 127.002612319471 37.5667487411504, 127.002470830305 37.5666135940143, 127.002623605707 37.5647935918694, 127.002753768844 37.5647034913617, 127.003393274258 37.5647350168109, 127.00437800177 37.5648160849891, 127.004751517456 37.564798055075, 127.005521183136 37.5647169413806, 127.006415347485 37.5645637381683, 127.006986938988 37.5645637123644, 127.007122768599 37.5646402900243, 127.007535987499 37.5657079428969, 127.007371885255 37.5659647336113, 127.006206055358 37.5661539950838, 127.004049822265 37.5665550043814, 127.00304244009 37.5667307160404)))"|"202408"
9194|"롯데백화점 본점"|11140|"중구"|517209.54|0|517209.54|1780.24|1722.1|1715.08|1754.64|1776.01|1767.83|1814.37|1771.1|1733.43|1629.58|1578.8|1629.04|1690.62|1698.96|1726.12|1868.18|2015.63|2128.55|2181.3|2136.3|1934.96|1588.21|1533.66|1640.94|1690.38|1780.24|1722.1|1715.08|1754.64|1776.01|1767.83|1814.37|1771.1|1733.43|1629.58|1578.8|1629.04|1690.62|1698.96|1726.12|1868.18|2015.63|2128.55|2181.3|2136.3|1934.96|1588.21|1533.66|1640.94|1690.38|"MULTIPOLYGON (((126.981950344031 37.5636207133363, 126.982436544708 37.5655759418482, 126.982108213776 37.5659092551793, 126.979199288907 37.5658456753897, 126.978950352808 37.5655843411625, 126.978656266525 37.5649175520027, 126.978735549197 37.5647463790296, 126.981147129939 37.5621429535168, 126.981316879941 37.5622330815662, 126.981950344031 37.5636207133363)))"|"202408"
9195|"명동"|11140|"중구"|733384|525.420000000042|732858.58|6274.14|5971.46|5878.44|5850.94|5836.17|5822.27|5712.96|5719.54|5564.21|5410.95|5228.06|5123.33|5108.84|5239.5|5389.43|5504.38|5706.92|6109.34|6701.34|7543.62|8585.66|9427.12|9020.84|7572.22|6551.89|6269.65|5967.19|5874.23|5846.75|5831.99|5818.1|5708.86|5715.45|5560.22|5407.08|5224.31|5119.66|5105.18|5235.74|5385.57|5500.44|5702.83|6104.96|6696.53|7538.21|8579.51|9420.36|9014.38|7566.79|6547.2|"MULTIPOLYGON (((126.984128735911 37.5654410525514, 126.983998454907 37.5659365781744, 126.983353282576 37.5659274715697, 126.982742173523 37.5654903963792, 126.982465184387 37.5642199557007, 126.982142851166 37.5632603485479, 126.98152066176 37.5620348979969, 126.98148111252 37.5617916237765, 126.981571733416 37.5615078268375, 126.982018982164 37.5608096328962, 126.982251033788 37.5606880368979, 126.982641507876 37.5606835945322, 126.982794290448 37.5607286682288, 126.984610800209 37.560904633348, 126.986619726501 37.5610805947128, 126.988724864945 37.5612655421463, 126.988832360138 37.5614277320046, 126.988769991087 37.5621350033034, 126.986727066087 37.5620131338016, 126.986715711649 37.5621978355383, 126.986495006875 37.5621887980259, 126.986212033344 37.5622698512158, 126.985968690902 37.5622653147654, 126.985810187915 37.5624905417087, 126.98570259491 37.562819389146, 126.985566748663 37.5629410048018, 126.985351709716 37.5628914213242, 126.985170488654 37.563477040608, 126.985028897453 37.5639815758883, 126.9846325424 37.564900530766, 126.984491040426 37.5649815997658, 126.984281642298 37.5649905795458, 126.984128735911 37.5654410525514)))"|"202408"
9196|"명동역"|11140|"중구"|328317.56|93698.73|234618.83|1774.38|2154.44|2183.23|2208.41|2214.03|2230.63|2205.62|2155.56|2006.69|1883.47|1750.45|1577.48|1396.85|1269.75|1222.78|1252.92|1307.43|1392.48|1480.58|1527.81|1573.13|1731.62|1825.64|1896.17|2138.04|1619.67|1965.65|1991.48|2014.32|2019.34|2034.58|2011.95|1966.75|1831.27|1719.05|1597.87|1440.23|1275.53|1159.17|1116.51|1144.28|1194.23|1271.8|1352.35|1395.11|1436.74|1582.16|1668.23|1731.65|1951.76|"MULTIPOLYGON (((126.983476244148 37.5605598377161, 126.982760395649 37.5604899002282, 126.982466139472 37.5604402989613, 126.982341716879 37.5601429518676, 126.983103244408 37.5585302975926, 126.983476951979 37.5576000810281, 126.98352503938 37.5576518953255, 126.98354762146 37.5578748941616, 126.984059747406 37.5578614554881, 126.983898387559 37.5582195758691, 126.983864410794 37.558320932384, 126.983943582224 37.5585461919753, 126.985400746592 37.5585171158494, 126.985963723816 37.5589046169927, 126.985938243928 37.5589766929799, 126.986645564643 37.5591885163014, 126.986721972786 37.5591232039297, 126.987273758965 37.5588980232473, 126.987304840957 37.559121022333, 126.98744628646 37.5592674502026, 126.987833891991 37.5594364311646, 126.987964028098 37.5595445649768, 126.987907431787 37.5595828506684, 126.98760751392 37.5595490289104, 126.98731593368 37.5603193421091, 126.986877254229 37.5608711461715, 126.986201012369 37.5608034868812, 126.983476244148 37.5605598377161)))"|"202408"
9197|"북창동"|11140|"중구"|200669.17|1788.65000000002|198880.52|861.61|794.76|788.91|813.26|818.84|807.26|835.75|816.64|797.12|743.83|727.73|776.57|833.08|856.06|877.55|958.59|1038.49|1099.09|1127.03|1097.83|983.88|785.06|738.95|776.77|785.53|853.93|787.68|781.88|806.01|811.54|800.06|828.3|809.36|790.01|737.2|721.24|769.64|825.65|848.43|869.73|950.04|1029.24|1089.3|1116.98|1088.04|975.11|778.06|732.37|769.85|778.52|"MULTIPOLYGON (((126.97806886316 37.5611648108363, 126.979008212632 37.5613496956687, 126.978945868252 37.5616650307065, 126.97901915664 37.5626020751837, 126.978860580515 37.5629984810246, 126.978730178899 37.5637913279481, 126.978135978672 37.5637191332465, 126.977994502865 37.5637010855047, 126.977224797504 37.5638450891019, 126.977094637286 37.5638360525027, 126.976461325944 37.5622546817277, 126.975912863917 37.560858028646, 126.975963844239 37.5607138810448, 126.976195899337 37.5606103167708, 126.976512777645 37.560691473119, 126.977361536504 37.5609889758482, 126.97806886316 37.5611648108363)))"|"202408"
9198|"서울시청"|11140|"중구"|352971.69|1388.28000000003|351583.41|532.43|669.62|677.31|668.38|693.76|721.77|711.85|691.62|685.48|666.5|617.5|534.58|446.34|373.17|347.97|341.4|351.4|361.41|367.6|383.76|389.46|409.55|471.91|560.3|635.7|530.34|666.99|674.64|665.75|691.03|718.93|709.05|688.9|682.79|663.88|615.07|532.48|444.58|371.7|346.6|340.06|350.01|359.99|366.15|382.25|387.92|407.94|470.06|558.1|633.2|"MULTIPOLYGON (((126.979798600052 37.5678820243157, 126.979809637411 37.5688596004698, 126.979458730092 37.568891070507, 126.979373852582 37.5688324903781, 126.979339979634 37.5685441672812, 126.978004296044 37.5685844550166, 126.977942028874 37.5686204822739, 126.977279845108 37.5686428737518, 126.977313997036 37.5680392174228, 126.977806345393 37.5681519404773, 126.97808930821 37.5682060560195, 126.978411908003 37.5681971092975, 126.978168889111 37.567088843966, 126.979023490298 37.5670394543682, 126.979544192707 37.5669449478139, 126.979832833775 37.5669224760703, 126.979923394815 37.5668909578997, 126.980789304139 37.5668685872782, 126.981626939257 37.5667561065571, 126.982521142809 37.5667382329124, 126.982571769105 37.5679680925365, 126.981836026174 37.5679589631849, 126.98123048161 37.5678462376744, 126.980687206504 37.5676884704777, 126.979798600052 37.5678820243157)))"|"202408"
9199|"시청역_1"|11140|"중구"|794782.59|70306.11|724476.48|227.85|262.99|266.87|270.32|268.62|265.12|269.8|259.82|247.09|246.77|232.75|241.52|239.12|222.78|208.63|186.48|168.83|171.45|176.39|197.89|196.39|197.43|210.95|218.66|241.77|207.7|239.73|243.27|246.4|244.86|241.67|245.93|236.84|225.24|224.94|212.16|220.16|217.97|203.07|190.17|169.98|153.89|156.28|160.79|180.39|179.02|179.97|192.29|199.31|220.38|"MULTIPOLYGON (((126.976229095042 37.5628673062949, 126.976596635278 37.56379540447, 126.976506061612 37.5638719696367, 126.974287926629 37.5630470751179, 126.973297682133 37.5627360019745, 126.972743132197 37.5626052251361, 126.972930068149 37.5621232401865, 126.972256779908 37.5617401549155, 126.972432313306 37.5614789106778, 126.97181558307 37.5611994506738, 126.972279873512 37.560564367247, 126.971725396784 37.5602939319648, 126.971906658579 37.5598524916293, 126.972608243796 37.5601815264403, 126.972880012535 37.559821195832, 126.973570385871 37.5598754198883, 126.973926879286 37.5599340677258, 126.97421546065 37.5600062137548, 126.974566234886 37.5602360466804, 126.974764242002 37.5603982698872, 126.975143322776 37.56060558268, 126.9754148855 37.5608083657044, 126.975844609606 37.5618716288452, 126.976229095042 37.5628673062949)))"|"202408"
9200|"시청역_2"|11140|"중구"|337972.97|31651.14|306321.83|159.59|143.14|145.53|146.31|145.18|146.95|144.94|147|145.78|157|165.77|169.89|172.95|160.15|154.23|151.16|155.8|199.57|206.33|192.22|179.77|164.67|153.12|143.55|139.23|144.65|129.73|131.9|132.61|131.59|133.19|131.36|133.23|132.12|142.3|150.25|153.98|156.75|145.15|139.79|137.01|141.21|180.88|187.01|174.22|162.93|149.25|138.78|130.11|126.19|"MULTIPOLYGON (((126.968588387306 37.5646854330896, 126.968027702001 37.5656087912932, 126.967529858217 37.5652032039497, 126.969602388787 37.562374669121, 126.969874109799 37.562181028879, 126.971916876978 37.5626455664829, 126.973501301961 37.5630333771864, 126.975113979474 37.5635923611283, 126.976432413025 37.5641062116726, 126.976517242461 37.5642864276856, 126.976183310372 37.5643854658813, 126.975945665374 37.5642502663513, 126.974785659856 37.5638265452338, 126.974395206274 37.5637273476897, 126.974185787537 37.5637993789089, 126.973755718439 37.5637046750745, 126.972884271889 37.5634972401593, 126.972940932772 37.5633170556697, 126.971328199659 37.5629517550344, 126.971209267484 37.5631724674532, 126.971067748768 37.5632670352443, 126.970767798893 37.5632939875971, 126.970388615892 37.5633299283291, 126.969703891291 37.5632306376725, 126.969511163176 37.5639693981962, 126.968854745898 37.563834070634, 126.968588387306 37.5646854330896)))"|"202408"
9201|"신당역_1"|11140|"중구"|92143.95|25513.85|66630.1|22.68|22.89|20.23|18.34|19.24|19.38|18.71|20.06|21.6|22.66|22.74|21.76|22.56|22.71|22.42|23.28|22.31|23.36|24.33|25.23|25.4|27.62|26.42|25.95|24.98|15.12|13.72|12.15|11.1|11.5|11.55|11.3|12.4|13.94|15.39|15.83|15.18|15.81|16.1|16.35|16.87|16.18|16.81|17.54|17.94|17.76|18.59|17.56|16.51|14.79|"MULTIPOLYGON (((127.018051109725 37.5654456383524, 127.016506062079 37.565274658343, 127.016296623844 37.5650674571961, 127.016211601184 37.564400734911, 127.016058701658 37.5639007042294, 127.015803937973 37.5634006858033, 127.016777264931 37.5631032358535, 127.017156590815 37.5638555130106, 127.017722483154 37.5636977626231, 127.017841527875 37.5646077466135, 127.019703322116 37.5641029174706, 127.019658233928 37.5648642615013, 127.02021279974 37.5646659563833, 127.02047322436 37.5650398256009, 127.020416651429 37.5651209238843, 127.020399786783 37.565566916874, 127.019024542579 37.5655220809981, 127.018051109725 37.5654456383524)))"|"202408"
9202|"신당역_2"|11140|"중구"|230699.84|2995.10999999999|227704.73|199.37|308.17|259.26|200.6|159.36|134.44|125.11|124.4|132.84|140.29|146.56|145.17|138.13|138.33|142.42|150.64|161.44|169.46|183.61|205.15|239.63|293.58|350.54|373.79|361.92|196.78|304.17|255.9|197.99|157.3|132.69|123.48|122.78|131.11|138.47|144.66|143.28|136.34|136.53|140.58|148.69|159.34|167.26|181.23|202.49|236.52|289.77|345.99|368.94|357.22|"MULTIPOLYGON (((127.014265405224 37.567919330738, 127.013671150902 37.5679261515713, 127.012805223366 37.5678451495063, 127.012635389457 37.5675343242492, 127.012669301827 37.5672369942615, 127.01263532501 37.5671063539326, 127.012765452661 37.5668360443834, 127.012861533267 37.5659845992453, 127.013472734492 37.5658786718103, 127.013687779146 37.5657975604379, 127.014123564086 37.5658560785458, 127.014242306478 37.5652433921731, 127.015883559624 37.5654233999273, 127.016042056024 37.5655945685193, 127.016002662273 37.5667298212192, 127.015023552368 37.5666263246236, 127.014955677904 37.5668425701106, 127.014723638648 37.5668425965819, 127.014689730612 37.5671174024239, 127.014570940421 37.5674552870736, 127.014418165046 37.5676400070298, 127.014265350088 37.5675994792641, 127.014265405224 37.567919330738)))"|"202408"
9203|"약수역"|11140|"중구"|23660.49|7569.44|16091.05|5.16|4.64|4.45|4.53|4.33|4.68|4.57|4.29|3.88|3.92|4.2|4.49|5.11|7.65|7.05|5.24|4.8|4.24|4.8|6.89|7.89|6.68|5.48|4.76|5.2|3.5|3.01|2.85|2.92|2.77|3.03|2.95|2.78|2.56|2.65|2.9|3.12|3.57|5.34|4.94|3.67|3.39|2.94|3.35|4.81|5.48|4.59|3.71|3.19|3.37|"MULTIPOLYGON (((127.011218693986 37.5537920830539, 127.010726474822 37.5543597481514, 127.010579350859 37.5543462448341, 127.010454852392 37.5542606602233, 127.010211476528 37.55376513299, 127.010069987721 37.5535398954364, 127.00982098373 37.5532696158322, 127.009656873705 37.553138983576, 127.009690814937 37.553053386918, 127.009809632256 37.5529632792523, 127.01052257257 37.5527695127928, 127.01077153556 37.5527064237686, 127.010794185141 37.5528325608966, 127.010799860601 37.5529677092977, 127.010992287103 37.5532740311669, 127.01120736217 37.5536794599693, 127.011218693986 37.5537920830539)))"|"202408"
