변수,VIF,판정,사용행수
주변_노후건물비율_30년이상_50m,2.2161644893086447,양호,4244
주변_노후건물비율_30년이상_100m,2.0942939626329053,양호,4244
반경_50m_건물수,1.2466269985781786,양호,4244
로그_주변대비_상대위험도_고유단속지점_50m,1.083699397164909,양호,4244
소방접근성_점수,1.0484532794433528,양호,4244
노후도_점수,1.0321057203153088,양호,4244
집중도(%),1.0273443247065175,양호,4244
공식도로폭m,1.0260799452665859,양호,4244
