변수,VIF,판정,사용행수
주변_평균건물연한_100m,31.350256465746494,높음(>10),3643
주변_평균건물연한_50m,20.944570691797153,높음(>10),3643
주변_초노후건물비율_50년이상_100m,16.183338847560385,높음(>10),3643
주변_노후건물비율_30년이상_50m,10.55749113681741,높음(>10),3643
주변_초노후건물비율_50년이상_50m,9.85107309576147,주의(5~10),3643
주변_노후건물비율_30년이상_100m,9.767420991386366,주의(5~10),3643
주변건물수_100m,6.794571833364597,주의(5~10),3643
주변건물수_50m,6.660503706286615,주의(5~10),3643
주변_노후연면적비율_30년이상_50m,4.1281663375249815,양호,3643
주변_노후연면적비율_30년이상_100m,2.730031732859959,양호,3643
