변수,VIF,판정,사용행수
주변_노후건물비율_30년이상_100m,2.9523594388897183,양호,3668
주변_노후건물비율_30년이상_50m,2.7812328193638294,양호,3668
반경_50m_건물수,1.1359748051654206,양호,3668
소방접근성_점수,1.0458748094635284,양호,3668
노후도_점수,1.0388784964612618,양호,3668
공식도로폭m,1.0377253403927422,양호,3668
로그_주변대비_상대위험도_고유단속지점_50m,1.0341857505446361,양호,3668
집중도(%),1.023965514069586,양호,3668
