좌표인덱스,대상_X,대상_Y,건물_고유번호,주용도명,지상층수,지하층수,총층수,거리(m)
1024.0,203030.78387924816,551227.7979342699,0000202918614509149800000000,,1.0,0.0,1,43.24
1024.0,203030.78387924816,551227.7979342699,1970202966914509153700000000,,1.0,0.0,1,9.17
1024.0,203030.78387924816,551227.7979342699,0000202951764509205700000000,,1.0,0.0,1,9.62
1024.0,203030.78387924816,551227.7979342699,1970202968064509229500000000,의료시설,1.0,0.0,1,6.89
1024.0,203030.78387924816,551227.7979342699,1959202915704509275900000000,단독주택,1.0,0.0,1,45.77
1024.0,203030.78387924816,551227.7979342699,0000202959014509302400000000,,1.0,0.0,1,8.01
1024.0,203030.78387924816,551227.7979342699,1988202934814509348700000000,단독주택,2.0,1.0,3,29.12
1024.0,203030.78387924816,551227.7979342699,0000202916354509369900000000,,1.0,0.0,1,47.11
1024.0,203030.78387924816,551227.7979342699,1992202968824509373500000000,단독주택,2.0,1.0,3,16.67
1024.0,203030.78387924816,551227.7979342699,1959202924134509407300000000,단독주택,1.0,0.0,1,41.28
1024.0,203030.78387924816,551227.7979342699,0000202960914509416900000000,,1.0,0.0,1,19.16
1024.0,203030.78387924816,551227.7979342699,1988202940574509417800000000,단독주택,2.0,1.0,3,28.21
1024.0,203030.78387924816,551227.7979342699,1959202917824509452800000000,단독주택,2.0,0.0,2,48.97
1024.0,203030.78387924816,551227.7979342699,1990202932204509475400000000,단독주택,2.0,1.0,3,38.28
1024.0,203030.78387924816,551227.7979342699,1987202946704509475900000000,단독주택,2.0,1.0,3,28.94
1024.0,203030.78387924816,551227.7979342699,1990202923784509534700000000,단독주택,2.0,1.0,3,48.54
1024.0,203030.78387924816,551227.7979342699,0000202939904509546200000000,,1.0,0.0,1,38.5
1024.0,203030.78387924816,551227.7979342699,1996202932714509612300000000,단독주택,3.0,1.0,4,48.04
1024.0,203030.78387924816,551227.7979342699,1981202952904509653600000000,단독주택,2.0,1.0,3,43.62
1025.0,203017.01762417043,551161.5232459676,0000202984204508329500000000,,1.0,0.0,1,43.55
1025.0,203017.01762417043,551161.5232459676,0000202983214508399600000000,,1.0,0.0,1,39.33
1025.0,203017.01762417043,551161.5232459676,0000202995414508485700000000,,1.0,0.0,1,48.61
1025.0,203017.01762417043,551161.5232459676,0000202959574508078400000000,,1.0,0.0,1,49.92
1025.0,203017.01762417043,551161.5232459676,0000202967794508189600000000,,1.0,0.0,1,42.49
1025.0,203017.01762417043,551161.5232459676,0000202963864508419000000000,,1.0,0.0,1,21.83
1025.0,203017.01762417043,551161.5232459676,0000202951514508960000000000,,1.0,0.0,1,39.95
1025.0,203017.01762417043,551161.5232459676,0000202945964508991600000000,,1.0,0.0,1,42.93
1025.0,203017.01762417043,551161.5232459676,0000202950124509034300000000,,1.0,0.0,1,47.26
1026.0,202979.14684458982,551201.2055107715,0000202951514508960000000000,,1.0,0.0,1,41.96
1026.0,202979.14684458982,551201.2055107715,1959202894824508500800000000,단독주택,1.0,0.0,1,48.17
1026.0,202979.14684458982,551201.2055107715,0000202889004508598300000000,,1.0,0.0,1,41.55
1026.0,202979.14684458982,551201.2055107715,0000202878144508627600000000,,1.0,0.0,1,45.69
1026.0,202979.14684458982,551201.2055107715,0000202879954508675600000000,,1.0,0.0,1,41.0
1026.0,202979.14684458982,551201.2055107715,1983202869324508740800000000,제1종근린생활시설,3.0,1.0,4,45.79
1026.0,202979.14684458982,551201.2055107715,0000202877814508784900000000,,1.0,0.0,1,36.21
1026.0,202979.14684458982,551201.2055107715,1969202866684508853500000000,단독주택,3.0,1.0,4,44.15
1026.0,202979.14684458982,551201.2055107715,0000202875634508888500000000,,1.0,0.0,1,34.65
1026.0,202979.14684458982,551201.2055107715,1990202865314508926000000000,제2종근린생활시설,2.0,1.0,3,44.36
1026.0,202979.14684458982,551201.2055107715,1965202869464508974000000000,단독주택,1.0,0.0,1,40.11
1026.0,202979.14684458982,551201.2055107715,0000202875004509036300000000,,1.0,0.0,1,35.39
1026.0,202979.14684458982,551201.2055107715,1977202861884509057200000000,제2종근린생활시설,2.0,0.0,2,48.66
1026.0,202979.14684458982,551201.2055107715,0000202870624509086800000000,,1.0,0.0,1,40.96
1026.0,202979.14684458982,551201.2055107715,1965202873144509156600000000,제2종근린생활시설,2.0,1.0,3,41.4
1026.0,202979.14684458982,551201.2055107715,0000202878004509242200000000,,1.0,0.0,1,42.36
1026.0,202979.14684458982,551201.2055107715,1949202880154509282000000000,제2종근린생활시설,1.0,0.0,1,43.64
1026.0,202979.14684458982,551201.2055107715,0000202945964508991600000000,,1.0,0.0,1,36.55
1026.0,202979.14684458982,551201.2055107715,0000202950124509034300000000,,1.0,0.0,1,41.26
1026.0,202979.14684458982,551201.2055107715,1969202939254509089400000000,제2종근린생활시설,3.0,1.0,4,32.42
1026.0,202979.14684458982,551201.2055107715,0000202918614509149800000000,,1.0,0.0,1,21.09
1026.0,202979.14684458982,551201.2055107715,0000202951764509205700000000,,1.0,0.0,1,48.87
1026.0,202979.14684458982,551201.2055107715,1959202915704509275900000000,단독주택,1.0,0.0,1,32.24
1026.0,202979.14684458982,551201.2055107715,1988202934814509348700000000,단독주택,2.0,1.0,3,46.4
1026.0,202979.14684458982,551201.2055107715,1959202909564509355800000000,단독주택,2.0,0.0,2,39.64
1026.0,202979.14684458982,551201.2055107715,0000202916354509369900000000,,1.0,0.0,1,41.61
1026.0,202979.14684458982,551201.2055107715,1959202924134509407300000000,단독주택,1.0,0.0,1,47.1
1026.0,202979.14684458982,551201.2055107715,1987202899084509295900000000,단독주택,2.0,1.0,3,35.24
1026.0,202979.14684458982,551201.2055107715,1987202891954509393000000000,제1종근린생활시설,3.0,1.0,4,46.8
1026.0,202979.14684458982,551201.2055107715,0000202907434509395000000000,,1.0,0.0,1,43.61
1028.0,205789.17804484363,549595.3081325293,1999205706524492437900000000,공동주택,18.0,4.0,22,48.01
1028.0,205789.17804484363,549595.3081325293,1989205730754493035500000000,,1.0,0.0,1,17.58
1028.0,205789.17804484363,549595.3081325293,1989205742664493213300000000,,1.0,0.0,1,38.92
1029.0,203014.999035172,551269.8294361212,0000202971114509280000000000,,1.0,0.0,1,44.7
1029.0,203014.999035172,551269.8294361212,1937202979434509280100000000,단독주택,1.0,0.0,1,49.94
1029.0,203014.999035172,551269.8294361212,0000202983224509390600000000,,1.0,0.0,1,45.61
1029.0,203014.999035172,551269.8294361212,1992202972024509518500000000,단독주택,2.0,1.0,3,29.5
1029.0,203014.999035172,551269.8294361212,0000202981634509572300000000,,1.0,0.0,1,36.96
1029.0,203014.999035172,551269.8294361212,0000202979624509647600000000,,1.0,0.0,1,34.22
1029.0,203014.999035172,551269.8294361212,0000202985024509685800000000,,1.0,0.0,1,39.82
1029.0,203014.999035172,551269.8294361212,0000202989754509749700000000,단독주택,2.0,0.0,2,45.55
1029.0,203014.999035172,551269.8294361212,0000202982504509779600000000,,1.0,0.0,1,39.45
1029.0,203014.999035172,551269.8294361212,0000202951764509205700000000,,1.0,0.0,1,44.46
1029.0,203014.999035172,551269.8294361212,1970202968064509229500000000,의료시설,1.0,0.0,1,47.38
1029.0,203014.999035172,551269.8294361212,1959202915704509275900000000,단독주택,1.0,0.0,1,47.43
1029.0,203014.999035172,551269.8294361212,0000202959014509302400000000,,1.0,0.0,1,36.92
1029.0,203014.999035172,551269.8294361212,1988202934814509348700000000,단독주택,2.0,1.0,3,31.53
1029.0,203014.999035172,551269.8294361212,1959202909564509355800000000,단독주택,2.0,0.0,2,46.09
1029.0,203014.999035172,551269.8294361212,0000202916354509369900000000,,1.0,0.0,1,40.06
1029.0,203014.999035172,551269.8294361212,1992202968824509373500000000,단독주택,2.0,1.0,3,35.9
1029.0,203014.999035172,551269.8294361212,1959202924134509407300000000,단독주택,1.0,0.0,1,31.95
1029.0,203014.999035172,551269.8294361212,0000202960914509416900000000,,1.0,0.0,1,27.64
1029.0,203014.999035172,551269.8294361212,1988202940574509417800000000,단독주택,2.0,1.0,3,23.29
1029.0,203014.999035172,551269.8294361212,1959202917824509452800000000,단독주택,2.0,0.0,2,33.65
1029.0,203014.999035172,551269.8294361212,0000202907434509395000000000,,1.0,0.0,1,45.49
1029.0,203014.999035172,551269.8294361212,1988202898954509463800000000,단독주택,2.0,1.0,3,49.89
1029.0,203014.999035172,551269.8294361212,1966202906074509537100000000,제2종근린생활시설,2.0,0.0,2,40.78
1029.0,203014.999035172,551269.8294361212,1990202932204509475400000000,단독주택,2.0,1.0,3,21.54
1029.0,203014.999035172,551269.8294361212,1987202946704509475900000000,단독주택,2.0,1.0,3,17.02
1029.0,203014.999035172,551269.8294361212,1990202923784509534700000000,단독주택,2.0,1.0,3,24.3
1029.0,203014.999035172,551269.8294361212,0000202939904509546200000000,,1.0,0.0,1,11.36
1029.0,203014.999035172,551269.8294361212,1996202932714509612300000000,단독주택,3.0,1.0,4,13.12
1029.0,203014.999035172,551269.8294361212,1981202952904509653600000000,단독주택,2.0,1.0,3,7.54
1029.0,203014.999035172,551269.8294361212,0000202911954509657400000000,,1.0,0.0,1,33.47
1029.0,203014.999035172,551269.8294361212,1982202923734509678800000000,단독주택,3.0,1.0,4,21.93
1029.0,203014.999035172,551269.8294361212,0000202956264509743600000000,,1.0,0.0,1,14.62
1029.0,203014.999035172,551269.8294361212,0000202916184509757600000000,,1.0,0.0,1,31.29
1029.0,203014.999035172,551269.8294361212,0000202907924509673600000000,,1.0,0.0,1,37.58
1029.0,203014.999035172,551269.8294361212,1991202898304509714400000000,단독주택,2.0,1.0,3,47.6
1029.0,203014.999035172,551269.8294361212,1959202907874509715700000000,단독주택,1.0,0.0,1,38.18
1029.0,203014.999035172,551269.8294361212,0000202902874509776800000000,,1.0,0.0,1,44.51
1029.0,203014.999035172,551269.8294361212,1981202939154509787400000000,단독주택,2.0,1.0,3,15.5
1029.0,203014.999035172,551269.8294361212,1943202958584509797000000000,단독주택,1.0,0.0,1,20.07
1029.0,203014.999035172,551269.8294361212,0000202910344509821900000000,,1.0,0.0,1,39.24
1029.0,203014.999035172,551269.8294361212,1997202924414509889200000000,단독주택,3.0,1.0,4,32.15
1029.0,203014.999035172,551269.8294361212,1987202966944509895300000000,제1종근린생활시설,4.0,1.0,5,32.98
1029.0,203014.999035172,551269.8294361212,1974202946454509908100000000,단독주택,2.0,1.0,3,26.27
1029.0,203014.999035172,551269.8294361212,1997202931684509988600000000,단독주택,3.0,1.0,4,36.94
1029.0,203014.999035172,551269.8294361212,1986202955284509992800000000,제2종근린생활시설,4.0,1.0,5,36.09
1029.0,203014.999035172,551269.8294361212,1990202942094510095600000000,제2종근린생활시설,5.0,1.0,6,45.11
1029.0,203014.999035172,551269.8294361212,0000202905964509849700000000,,1.0,0.0,1,44.41
1030.0,194308.45750555344,550111.6971471097,0000194282294497923100000000,,1.0,0.0,1,45.8
1030.0,194308.45750555344,550111.6971471097,0000194276074497939700000000,,1.0,0.0,1,39.38
1030.0,194308.45750555344,550111.6971471097,0000194278774497962200000000,,1.0,0.0,1,41.32
1030.0,194308.45750555344,550111.6971471097,0000194280954497977000000000,,1.0,0.0,1,43.11
1030.0,194308.45750555344,550111.6971471097,0000194282894498016600000000,,1.0,0.0,1,44.39
1031.0,194278.49321356372,550095.1914817559,0000194164244497685500000000,,1.0,0.0,1,49.48
1033.0,194309.29069904218,550096.8114528721,0000194282294497923100000000,,1.0,0.0,1,42.69
1033.0,194309.29069904218,550096.8114528721,0000194276074497939700000000,,1.0,0.0,1,36.54
1033.0,194309.29069904218,550096.8114528721,0000194278774497962200000000,,1.0,0.0,1,39.43
1033.0,194309.29069904218,550096.8114528721,0000194280954497977000000000,,1.0,0.0,1,41.79
1033.0,194309.29069904218,550096.8114528721,0000194282894498016600000000,,1.0,0.0,1,44.43
1034.0,195305.98389605508,548543.2225147182,1991195248024482570400000000,,1.0,0.0,1,22.32
1034.0,195305.98389605508,548543.2225147182,2015195221684482415700000000,단독주택,3.0,0.0,3,15.02
1034.0,195305.98389605508,548543.2225147182,2009195206134482547400000000,공동주택,5.0,0.0,5,34.46
1034.0,195305.98389605508,548543.2225147182,1971195217144482551600000000,단독주택,3.0,0.0,3,25.67
1034.0,195305.98389605508,548543.2225147182,1965195212694482650100000000,단독주택,3.0,0.0,3,35.81
1034.0,195305.98389605508,548543.2225147182,2000195210364482719200000000,단독주택,4.0,0.0,4,42.64
1034.0,195305.98389605508,548543.2225147182,1991195256194482691900000000,공동주택,15.0,1.0,16,36.96
1034.0,195305.98389605508,548543.2225147182,1991195248424482820000000000,,1.0,0.0,1,45.59
1035.0,194244.2049557143,550182.5551632068,0000194146764498929300000000,,1.0,0.0,1,31.8
1035.0,194244.2049557143,550182.5551632068,0000194185824498984000000000,,1.0,0.0,1,23.83
1035.0,194244.2049557143,550182.5551632068,0000194167304499106100000000,,1.0,0.0,1,33.96
1035.0,194244.2049557143,550182.5551632068,1969194160264498366200000000,단독주택,2.0,1.0,3,43.22
1035.0,194244.2049557143,550182.5551632068,1973194132284498626000000000,단독주택,2.0,1.0,3,44.76
1036.0,192058.07924220923,549543.4671190373,0000192017924492112000000000,,1.0,0.0,1,40.14
1036.0,192058.07924220923,549543.4671190373,0000192011804492156700000000,,1.0,0.0,1,32.62
1037.0,194145.91011979076,550308.5890698524,0000194080224499725800000000,,1.0,0.0,1,31.14
1037.0,194145.91011979076,550308.5890698524,0000194111544499780100000000,,1.0,0.0,1,43.53
1037.0,194145.91011979076,550308.5890698524,0000194075464499783500000000,,1.0,0.0,1,25.12
1037.0,194145.91011979076,550308.5890698524,2017194044384499789700000000,제2종근린생활시설,6.0,0.0,6,40.17
1037.0,194145.91011979076,550308.5890698524,0000194082374499844800000000,단독주택,3.0,1.0,4,19.95
1037.0,194145.91011979076,550308.5890698524,2007194050454499955600000000,제2종근린생활시설,5.0,0.0,5,26.96
1037.0,194145.91011979076,550308.5890698524,1972194041754499980100000000,제2종근린생활시설,3.0,0.0,3,34.9
1037.0,194145.91011979076,550308.5890698524,2004194058464500112100000000,제1종근린생활시설,7.0,2.0,9,19.38
1037.0,194145.91011979076,550308.5890698524,2005194078124500388100000000,의료시설,6.0,2.0,8,35.4
1038.0,194318.76905564184,550204.8981354473,0000194245474498614600000000,,1.0,0.0,1,38.47
1038.0,194318.76905564184,550204.8981354473,1970194226794498625000000000,,1.0,0.0,1,43.42
1038.0,194318.76905564184,550204.8981354473,1997194269774498777600000000,공동주택,24.0,1.0,25,30.2
1038.0,194318.76905564184,550204.8981354473,0000194276524498984700000000,,1.0,0.0,1,27.47
1038.0,194318.76905564184,550204.8981354473,1997194230294499136000000000,공동주택,24.0,1.0,25,23.34
1038.0,194318.76905564184,550204.8981354473,0000194247254499257400000000,,1.0,0.0,1,26.04
1038.0,194318.76905564184,550204.8981354473,0000194281824499277600000000,,1.0,0.0,1,43.08
1040.0,193011.98227022405,550260.4912147301,2003192913794499155300000000,공동주택,5.0,0.0,5,48.99
1040.0,193011.98227022405,550260.4912147301,1998192924554499214000000000,단독주택,4.0,0.0,4,38.33
1040.0,193011.98227022405,550260.4912147301,2013192905914499322900000000,제1종근린생활시설,5.0,1.0,6,43.09
1040.0,193011.98227022405,550260.4912147301,0000192940974499071700000000,,1.0,0.0,1,48.23
1040.0,193011.98227022405,550260.4912147301,0000192959424499111300000000,,1.0,0.0,1,47.45
1040.0,193011.98227022405,550260.4912147301,1970192949644499129400000000,제2종근린생활시설,1.0,0.0,1,43.07
1040.0,193011.98227022405,550260.4912147301,2022192943024499223700000000,제2종근린생활시설,4.0,1.0,5,33.01
1040.0,193011.98227022405,550260.4912147301,1992192956324499230800000000,제2종근린생활시설,4.0,1.0,5,35.21
1040.0,193011.98227022405,550260.4912147301,0000192963894499242800000000,,1.0,0.0,1,37.87
1040.0,193011.98227022405,550260.4912147301,1986192970474499247400000000,단독주택,3.0,1.0,4,41.63
1040.0,193011.98227022405,550260.4912147301,1998192966884499409300000000,제2종근린생활시설,4.0,1.0,5,28.53
1040.0,193011.98227022405,550260.4912147301,1996192934614499423200000000,제2종근린생활시설,3.0,1.0,4,15.15
1040.0,193011.98227022405,550260.4912147301,1996192922514499409900000000,제2종근린생활시설,4.0,1.0,5,24.46
1040.0,193011.98227022405,550260.4912147301,1986192899674499490900000000,제2종근린생활시설,3.0,1.0,4,43.08
1040.0,193011.98227022405,550260.4912147301,2017192919364499605500000000,제2종근린생활시설,7.0,3.0,10,23.51
1040.0,193011.98227022405,550260.4912147301,1996192947054499436000000000,제2종근린생활시설,6.0,1.0,7,12.7
1040.0,193011.98227022405,550260.4912147301,1997192976794499571600000000,제2종근린생활시설,3.0,1.0,4,34.55
1040.0,193011.98227022405,550260.4912147301,2013192938444499588400000000,제2종근린생활시설,2.0,0.0,2,5.18
1040.0,193011.98227022405,550260.4912147301,1992192957944499669200000000,제2종근린생활시설,4.0,1.0,5,19.45
1040.0,193011.98227022405,550260.4912147301,1997192980244499669600000000,,1.0,0.0,1,39.68
1040.0,193011.98227022405,550260.4912147301,1977192968994499681100000000,제2종근린생활시설,2.0,1.0,3,29.58
1040.0,193011.98227022405,550260.4912147301,1991192940594499708000000000,공동주택,2.0,1.0,3,15.52
1040.0,193011.98227022405,550260.4912147301,0000192988524499733100000000,,1.0,0.0,1,49.59
1040.0,193011.98227022405,550260.4912147301,1990192976574499764200000000,제1종근린생활시설,3.0,1.0,4,40.23
1040.0,193011.98227022405,550260.4912147301,2011192947624499819400000000,제2종근린생활시설,4.0,1.0,5,27.1
1040.0,193011.98227022405,550260.4912147301,1995192936564499825300000000,단독주택,3.0,1.0,4,27.75
1040.0,193011.98227022405,550260.4912147301,2011192963084499849800000000,제2종근린생활시설,4.0,1.0,5,36.17
1040.0,193011.98227022405,550260.4912147301,1987192974634499868600000000,제2종근린생활시설,3.0,1.0,4,45.14
1040.0,193011.98227022405,550260.4912147301,0000192965074499933000000000,,1.0,0.0,1,44.24
1040.0,193011.98227022405,550260.4912147301,1995192947444499954700000000,제2종근린생활시설,5.0,1.0,6,40.42
1040.0,193011.98227022405,550260.4912147301,1995192936134499973600000000,제2종근린생활시설,4.0,1.0,5,42.43
1040.0,193011.98227022405,550260.4912147301,2004192906014499746200000000,제2종근린생활시설,7.0,1.0,8,41.06
1040.0,193011.98227022405,550260.4912147301,1974192918654499801100000000,제2종근린생활시설,2.0,1.0,3,34.21
1040.0,193011.98227022405,550260.4912147301,1974192916794499934300000000,제1종근린생활시설,2.0,1.0,3,45.8
1041.0,194288.3124926375,550058.1874981406,2011194201614497100800000000,공동주택,7.0,1.0,8,46.21
1041.0,194288.3124926375,550058.1874981406,1977194185414497189700000000,,1.0,0.0,1,47.59
1041.0,194288.3124926375,550058.1874981406,1977194176674497265100000000,창고시설,2.0,0.0,2,49.65
1041.0,194288.3124926375,550058.1874981406,2021194208724497303400000000,제2종근린생활시설,5.0,1.0,6,24.78
1042.0,194203.76509086692,550307.6048114204,0000194124234499575400000000,단독주택,1.0,0.0,1,46.0
1042.0,194203.76509086692,550307.6048114204,0000194153404499763700000000,,1.0,0.0,1,32.47
1042.0,194203.76509086692,550307.6048114204,0000194115434499686000000000,,1.0,0.0,1,38.67
1042.0,194203.76509086692,550307.6048114204,0000194111544499780100000000,,1.0,0.0,1,33.26
1042.0,194203.76509086692,550307.6048114204,0000194169814499807900000000,,1.0,0.0,1,41.8
1042.0,194203.76509086692,550307.6048114204,0000194135174500269700000000,단독주택,1.0,0.0,1,24.52
1042.0,194203.76509086692,550307.6048114204,0000194120704500476200000000,,1.0,0.0,1,47.09
1042.0,194203.76509086692,550307.6048114204,1987194113744500408900000000,단독주택,2.0,1.0,3,43.47
1042.0,194203.76509086692,550307.6048114204,0000194116584500491300000000,,1.0,0.0,1,49.83
1043.0,194307.438476273,550127.2534291199,0000194276074497939700000000,,1.0,0.0,1,47.55
1043.0,194307.438476273,550127.2534291199,0000194278774497962200000000,,1.0,0.0,1,48.51
1043.0,194307.438476273,550127.2534291199,0000194280954497977000000000,,1.0,0.0,1,49.63
1043.0,194307.438476273,550127.2534291199,0000194282894498016600000000,,1.0,0.0,1,49.56
1043.0,194307.438476273,550127.2534291199,1970194220204498553000000000,,1.0,0.0,1,37.53
1043.0,194307.438476273,550127.2534291199,0000194245474498614600000000,,1.0,0.0,1,40.09
1043.0,194307.438476273,550127.2534291199,1970194226794498625000000000,,1.0,0.0,1,41.84
1044.0,194322.63435624345,550160.9201328942,1970194220204498553000000000,,1.0,0.0,1,32.75
1044.0,194322.63435624345,550160.9201328942,0000194245474498614600000000,,1.0,0.0,1,9.39
1044.0,194322.63435624345,550160.9201328942,1997194295904498414400000000,공동주택,24.0,1.0,25,45.29
1044.0,194322.63435624345,550160.9201328942,1970194226794498625000000000,,1.0,0.0,1,27.0
1044.0,194322.63435624345,550160.9201328942,1997194269774498777600000000,공동주택,24.0,1.0,25,27.67
1044.0,194322.63435624345,550160.9201328942,0000194276524498984700000000,,1.0,0.0,1,48.76
1045.0,196132.26420788604,549580.9786390276,2003196108734492651500000000,공동주택,19.0,3.0,22,47.37
1045.0,196132.26420788604,549580.9786390276,1979196051824492313500000000,종교시설,5.0,1.0,6,45.74
1045.0,196132.26420788604,549580.9786390276,2019196018704492676000000000,공동주택,14.0,1.0,15,44.64
1045.0,196132.26420788604,549580.9786390276,2016196032174492857700000000,업무시설,16.0,2.0,18,32.0
1045.0,196132.26420788604,549580.9786390276,1993196049964492981200000000,제2종근린생활시설,6.0,1.0,7,25.63
1045.0,196132.26420788604,549580.9786390276,0000196025854493044400000000,,1.0,0.0,1,46.57
1045.0,196132.26420788604,549580.9786390276,1994196058954493080500000000,제2종근린생활시설,6.0,1.0,7,32.44
1045.0,196132.26420788604,549580.9786390276,0000196050464493138500000000,제1종근린생활시설,1.0,0.0,1,39.93
1045.0,196132.26420788604,549580.9786390276,1995196038504493142000000000,제1종근린생활시설,4.0,1.0,5,45.32
1046.0,192597.95055552022,550723.079731671,1998192525414503728000000000,단독주택,3.0,1.0,4,45.27
1046.0,192597.95055552022,550723.079731671,2016192540844503805200000000,공동주택,5.0,0.0,5,39.52
1046.0,192597.95055552022,550723.079731671,1972192555654503950800000000,단독주택,2.0,1.0,3,35.7
1046.0,192597.95055552022,550723.079731671,1990192535064503983200000000,단독주택,2.0,1.0,3,20.8
1046.0,192597.95055552022,550723.079731671,1973192567604504017400000000,단독주택,2.0,1.0,3,42.56
1046.0,192597.95055552022,550723.079731671,1969192543634504031400000000,단독주택,2.0,1.0,3,21.37
1046.0,192597.95055552022,550723.079731671,1969192556734504104700000000,단독주택,2.0,1.0,3,29.45
1046.0,192597.95055552022,550723.079731671,1971192525014504158800000000,제2종근린생활시설,2.0,1.0,3,3.87
1046.0,192597.95055552022,550723.079731671,1969192549904504224400000000,제2종근린생활시설,1.0,1.0,2,22.09
1046.0,192597.95055552022,550723.079731671,0000192516894503830200000000,,1.0,0.0,1,36.76
1046.0,192597.95055552022,550723.079731671,2005192498864504135500000000,업무시설,6.0,1.0,7,29.73
1046.0,192597.95055552022,550723.079731671,2008192511394504275100000000,제1종근린생활시설,2.0,1.0,3,19.38
1046.0,192597.95055552022,550723.079731671,1997192493544504503800000000,단독주택,5.0,1.0,6,47.49
1046.0,192597.95055552022,550723.079731671,2013192531914504235900000000,제2종근린생활시설,3.0,1.0,4,6.69
1046.0,192597.95055552022,550723.079731671,1969192542954504344600000000,단독주택,2.0,1.0,3,22.08
1046.0,192597.95055552022,550723.079731671,1995192535604504446200000000,제2종근린생활시설,4.0,1.0,5,27.63
1047.0,194359.49923347495,549920.0237661537,0000194272684496056700000000,교육연구시설,4.0,1.0,5,19.45
1047.0,194359.49923347495,549920.0237661537,0000194275054496137000000000,,1.0,0.0,1,14.81
1047.0,194359.49923347495,549920.0237661537,1991194266264496476400000000,단독주택,3.0,1.0,4,40.34
1047.0,194359.49923347495,549920.0237661537,0000194304264496367800000000,교육연구시설,2.0,1.0,3,26.23
1048.0,195214.89409432808,550440.807878243,0000195128194500922800000000,,1.0,0.0,1,46.61
1048.0,195214.89409432808,550440.807878243,1985195117724500951900000000,제2종근린생활시설,1.0,0.0,1,48.93
1048.0,195214.89409432808,550440.807878243,0000195114464501006000000000,,1.0,0.0,1,46.64
1048.0,195214.89409432808,550440.807878243,1959195106854501048800000000,제2종근린생활시설,1.0,0.0,1,49.19
1048.0,195214.89409432808,550440.807878243,1984195117864501072100000000,제1종근린생활시설,2.0,1.0,3,39.47
1048.0,195214.89409432808,550440.807878243,1984195123284501101300000000,,1.0,0.0,1,33.66
1048.0,195214.89409432808,550440.807878243,1953195129794501125300000000,단독주택,1.0,0.0,1,27.8
1048.0,195214.89409432808,550440.807878243,1989195119304501145700000000,,1.0,0.0,1,33.41
1048.0,195214.89409432808,550440.807878243,1959195137114501031500000000,단독주택,1.0,0.0,1,33.51
1048.0,195214.89409432808,550440.807878243,1989195181424501036400000000,,1.0,0.0,1,48.33
1048.0,195214.89409432808,550440.807878243,1985195137764501123500000000,제2종근린생활시설,1.0,0.0,1,24.48
1048.0,195214.89409432808,550440.807878243,0000195174544501129800000000,,1.0,0.0,1,37.07
1048.0,195214.89409432808,550440.807878243,0000195189764501159600000000,,1.0,0.0,1,48.7
1048.0,195214.89409432808,550440.807878243,0000195184454501190500000000,,1.0,0.0,1,42.6
1048.0,195214.89409432808,550440.807878243,0000195136294501218500000000,단독주택,1.0,0.0,1,16.45
1048.0,195214.89409432808,550440.807878243,2008195107294501170300000000,제2종근린생활시설,5.0,0.0,5,42.26
1048.0,195214.89409432808,550440.807878243,1989195121854501204200000000,제1종근린생활시설,4.0,1.0,5,27.9
1048.0,195214.89409432808,550440.807878243,1958195127374501350300000000,제2종근린생활시설,1.0,0.0,1,17.86
1048.0,195214.89409432808,550440.807878243,0000195189154501232600000000,,1.0,0.0,1,45.65
1048.0,195214.89409432808,550440.807878243,0000195136024501344200000000,,1.0,0.0,1,9.28
1048.0,195214.89409432808,550440.807878243,0000195138764501362000000000,,1.0,0.0,1,6.48
1048.0,195214.89409432808,550440.807878243,1985195136504501451000000000,단독주택,1.0,0.0,1,12.85
1048.0,195214.89409432808,550440.807878243,0000195191744501539700000000,,1.0,0.0,1,50.0
1048.0,195214.89409432808,550440.807878243,1985195135344501547600000000,제1종근린생활시설,1.0,0.0,1,21.5
1048.0,195214.89409432808,550440.807878243,0000195133984501365400000000,,1.0,0.0,1,11.27
1048.0,195214.89409432808,550440.807878243,1981195105214501389700000000,제1종근린생활시설,4.0,1.0,5,40.14
1048.0,195214.89409432808,550440.807878243,1986195116984501395300000000,단독주택,4.0,1.0,5,28.51
1048.0,195214.89409432808,550440.807878243,1963195128834501402900000000,,1.0,0.0,1,17.03
1048.0,195214.89409432808,550440.807878243,1963195126504501426000000000,제1종근린생활시설,2.0,0.0,2,19.97
1048.0,195214.89409432808,550440.807878243,1963195128714501462900000000,,1.0,0.0,1,19.64
1048.0,195214.89409432808,550440.807878243,0000195116864501474700000000,,1.0,0.0,1,30.72
1048.0,195214.89409432808,550440.807878243,0000195107584501477800000000,,1.0,0.0,1,39.54
1048.0,195214.89409432808,550440.807878243,1963195126234501491900000000,제1종근린생활시설,1.0,0.0,1,23.31
1048.0,195214.89409432808,550440.807878243,1987195112874501545700000000,단독주택,2.0,1.0,3,37.47
1048.0,195214.89409432808,550440.807878243,1958195126334501555700000000,단독주택,1.0,0.0,1,27.44
1048.0,195214.89409432808,550440.807878243,1958195184064501609400000000,,1.0,0.0,1,46.34
1048.0,195214.89409432808,550440.807878243,1985195132904501680800000000,제1종근린생활시설,4.0,1.0,5,34.68
1048.0,195214.89409432808,550440.807878243,1990195116074501737900000000,교육연구시설,5.0,1.0,6,47.99
1048.0,195214.89409432808,550440.807878243,1992195133254501797600000000,제1종근린생활시설,5.0,1.0,6,45.69
