좌표인덱스,대상_X,대상_Y,건물_고유번호,주용도명,지상층수,지하층수,총층수,거리(m)
1749.0,201132.53957605708,552802.750023026,1936201036644525022300000000,단독주택,1.0,0.0,1,26.73
1749.0,201132.53957605708,552802.750023026,0000201091354525024500000000,,1.0,0.0,1,28.82
1749.0,201132.53957605708,552802.750023026,2006201071544525028500000000,단독주택,4.0,1.0,5,10.1
1749.0,201132.53957605708,552802.750023026,0000201062864525044200000000,,1.0,0.0,1,6.89
1749.0,201132.53957605708,552802.750023026,0000201093014525060800000000,,1.0,0.0,1,31.25
1749.0,201132.53957605708,552802.750023026,0000201052784525070700000000,,1.0,0.0,1,13.95
1749.0,201132.53957605708,552802.750023026,2006201077004525102700000000,단독주택,4.0,1.0,5,18.97
1749.0,201132.53957605708,552802.750023026,1983201097134525106200000000,제1종근린생활시설,2.0,1.0,3,36.6
1749.0,201132.53957605708,552802.750023026,1988201062054525126100000000,단독주택,2.0,0.0,2,15.11
1749.0,201132.53957605708,552802.750023026,1974201046064525130100000000,제2종근린생활시설,1.0,0.0,1,22.91
1749.0,201132.53957605708,552802.750023026,0000201053744525138900000000,,1.0,0.0,1,18.77
1749.0,201132.53957605708,552802.750023026,1928201066674525164200000000,단독주택,1.0,0.0,1,19.25
1749.0,201132.53957605708,552802.750023026,0000201083514525165100000000,,1.0,0.0,1,27.99
1749.0,201132.53957605708,552802.750023026,2008201061534525216100000000,,1.0,0.0,1,24.12
1749.0,201132.53957605708,552802.750023026,2008201057214525222800000000,단독주택,1.0,0.0,1,25.41
1749.0,201132.53957605708,552802.750023026,1928201069914525224600000000,단독주택,1.0,0.0,1,25.88
1749.0,201132.53957605708,552802.750023026,0000201078964525231800000000,단독주택,1.0,0.0,1,30.24
1749.0,201132.53957605708,552802.750023026,2006201088534525238800000000,단독주택,4.0,1.0,5,36.73
1749.0,201132.53957605708,552802.750023026,0000201045334525270200000000,단독주택,2.0,0.0,2,34.36
1749.0,201132.53957605708,552802.750023026,1944201055284525296400000000,단독주택,1.0,0.0,1,33.02
1749.0,201132.53957605708,552802.750023026,1973201029984525155400000000,단독주택,2.0,1.0,3,37.57
1749.0,201132.53957605708,552802.750023026,1983201031184525263400000000,단독주택,2.0,1.0,3,42.89
1749.0,201132.53957605708,552802.750023026,0000201033584525362200000000,단독주택,3.0,0.0,3,48.57
1749.0,201132.53957605708,552802.750023026,0000201045104525431500000000,단독주택,3.0,0.0,3,48.99
1749.0,201132.53957605708,552802.750023026,0000201063784525462800000000,,1.0,0.0,1,48.76
1750.0,198200.37165858614,553409.2540549531,1993198110924531321300000000,관광휴게시설,1.0,0.0,1,34.36
1751.0,196882.6189295186,553411.3208606739,2002196858694530942000000000,공동주택,4.0,1.0,5,47.23
1751.0,196882.6189295186,553411.3208606739,1969196844584530954600000000,단독주택,2.0,1.0,3,33.34
1751.0,196882.6189295186,553411.3208606739,0000196843274531070000000000,,1.0,0.0,1,30.27
1751.0,196882.6189295186,553411.3208606739,0000196857024531109800000000,단독주택,1.0,0.0,1,44.27
1751.0,196882.6189295186,553411.3208606739,1973196832694531115000000000,단독주택,2.0,1.0,3,20.4
1751.0,196882.6189295186,553411.3208606739,0000196846704531130600000000,단독주택,2.0,0.0,2,34.39
1751.0,196882.6189295186,553411.3208606739,2001196856494531240100000000,공동주택,4.0,1.0,5,47.0
1751.0,196882.6189295186,553411.3208606739,1996196843764531247900000000,단독주택,3.0,1.0,4,35.96
1751.0,196882.6189295186,553411.3208606739,1989196806414530711800000000,공동주택,3.0,1.0,4,35.61
1751.0,196882.6189295186,553411.3208606739,1999196834604530752400000000,공동주택,3.0,1.0,4,37.72
1751.0,196882.6189295186,553411.3208606739,1997196846434530764900000000,공동주택,3.0,1.0,4,44.7
1751.0,196882.6189295186,553411.3208606739,2003196811374530907600000000,공동주택,4.0,1.0,5,15.5
1751.0,196882.6189295186,553411.3208606739,1997196832904530918100000000,단독주택,3.0,1.0,4,24.54
1751.0,196882.6189295186,553411.3208606739,0000196784494530703900000000,,1.0,0.0,1,45.75
1751.0,196882.6189295186,553411.3208606739,2000196780284531339700000000,공동주택,4.0,1.0,5,42.94
1751.0,196882.6189295186,553411.3208606739,1998196831184531250300000000,단독주택,3.0,1.0,4,26.19
1751.0,196882.6189295186,553411.3208606739,2000196829614531420400000000,공동주택,4.0,1.0,5,39.53
1751.0,196882.6189295186,553411.3208606739,0000196842174531453000000000,단독주택,2.0,0.0,2,48.8
1751.0,196882.6189295186,553411.3208606739,1999196804584531468000000000,단독주택,2.0,1.0,3,41.49
1752.0,196714.12985535315,555871.9625541198,1983196632014555452300000000,단독주택,2.0,1.0,3,24.99
1752.0,196714.12985535315,555871.9625541198,2003196656034555517700000000,공동주택,3.0,1.0,4,18.94
1752.0,196714.12985535315,555871.9625541198,1983196610164555348500000000,단독주택,2.0,1.0,3,46.97
1752.0,196714.12985535315,555871.9625541198,0000196602164555536000000000,,1.0,0.0,1,44.41
1752.0,196714.12985535315,555871.9625541198,0000196604644555758000000000,,1.0,0.0,1,40.91
1754.0,197096.45544752583,554652.3022441781,1990197059524543205200000000,공동주택,3.0,1.0,4,42.14
1754.0,197096.45544752583,554652.3022441781,1988197056224543775000000000,공동주택,3.0,2.0,5,42.22
1754.0,197096.45544752583,554652.3022441781,1988197035044543867200000000,공동주택,3.0,2.0,5,40.39
1755.0,197157.30020291198,553037.0636933338,1966197054964526983200000000,제1종근린생활시설,2.0,0.0,2,46.89
1755.0,197157.30020291198,553037.0636933338,0000197115664526910200000000,,1.0,0.0,1,49.54
1755.0,197157.30020291198,553037.0636933338,1963197092904526938600000000,교육연구시설,2.0,0.0,2,38.41
1755.0,197157.30020291198,553037.0636933338,0000197130704527129700000000,단독주택,3.0,1.0,4,47.0
1755.0,197157.30020291198,553037.0636933338,1963197116764527229600000000,단독주택,2.0,1.0,3,30.43
1755.0,197157.30020291198,553037.0636933338,0000197122804527320600000000,제2종근린생활시설,2.0,0.0,2,35.11
1755.0,197157.30020291198,553037.0636933338,0000197118704527368300000000,단독주택,1.0,0.0,1,31.41
1755.0,197157.30020291198,553037.0636933338,1973197132454527416500000000,단독주택,3.0,1.0,4,45.81
1755.0,197157.30020291198,553037.0636933338,0000197106954527416600000000,공동주택,6.0,1.0,7,21.59
1755.0,197157.30020291198,553037.0636933338,0000197066664527455500000000,단독주택,1.0,0.0,1,25.06
1755.0,197157.30020291198,553037.0636933338,2003197128654527489000000000,,1.0,0.0,1,44.36
1755.0,197157.30020291198,553037.0636933338,2003197131484527513000000000,,1.0,0.0,1,47.9
1755.0,197157.30020291198,553037.0636933338,0000197119724527524700000000,단독주택,1.0,0.0,1,38.06
1755.0,197157.30020291198,553037.0636933338,0000197086254527528200000000,,1.0,0.0,1,20.96
1755.0,197157.30020291198,553037.0636933338,1990197099424527565800000000,제1종근린생활시설,4.0,1.0,5,27.32
1755.0,197157.30020291198,553037.0636933338,0000197110164527568600000000,단독주택,1.0,0.0,1,33.58
1755.0,197157.30020291198,553037.0636933338,1992197088914527623000000000,단독주택,3.0,1.0,4,30.42
1755.0,197157.30020291198,553037.0636933338,0000197080334527729200000000,단독주택,2.0,0.0,2,41.66
1756.0,200356.10501391772,553200.995009134,1988200274564528487100000000,교육연구시설,4.0,1.0,5,48.58
1756.0,200356.10501391772,553200.995009134,0000200261164528559100000000,교육연구시설,1.0,0.0,1,47.25
1756.0,200356.10501391772,553200.995009134,0000200265924528561500000000,교육연구시설,1.0,0.0,1,44.67
1756.0,200356.10501391772,553200.995009134,0000200312754528777500000000,교육연구시설,1.0,0.0,1,31.84
1756.0,200356.10501391772,553200.995009134,0000200263744528854900000000,,1.0,0.0,1,25.0
1756.0,200356.10501391772,553200.995009134,0000200286794529206900000000,교육연구시설,1.0,0.0,1,24.9
1756.0,200356.10501391772,553200.995009134,0000200291254529213600000000,,1.0,0.0,1,26.01
1757.0,199686.720310761,553519.2674193885,2009199585634531943100000000,문화및집회시설,1.0,0.0,1,37.19
1757.0,199686.720310761,553519.2674193885,2009199613494532368100000000,문화및집회시설,1.0,0.0,1,23.02
1757.0,199686.720310761,553519.2674193885,2009199607584532497300000000,문화및집회시설,1.0,0.0,1,36.92
1757.0,199686.720310761,553519.2674193885,0000199640544532577200000000,교육연구및복지시설,3.0,1.0,4,49.53
1759.0,200786.13574635168,552731.4416817741,0000200685554523905000000000,단독주택,1.0,0.0,1,47.29
1759.0,200786.13574635168,552731.4416817741,0000200683954524000200000000,제2종근린생활시설,1.0,0.0,1,41.82
1759.0,200786.13574635168,552731.4416817741,0000200682864524091900000000,단독주택,1.0,0.0,1,37.74
1759.0,200786.13574635168,552731.4416817741,0000200674414524166600000000,,1.0,0.0,1,43.21
1759.0,200786.13574635168,552731.4416817741,0000200678504524178500000000,제2종근린생활시설,1.0,0.0,1,38.96
1759.0,200786.13574635168,552731.4416817741,2001200751424523956200000000,공동주택,4.0,1.0,5,46.4
1759.0,200786.13574635168,552731.4416817741,1969200760014524315200000000,단독주택,2.0,1.0,3,43.79
1759.0,200786.13574635168,552731.4416817741,1965200674674524251100000000,단독주택,1.0,0.0,1,41.89
1759.0,200786.13574635168,552731.4416817741,1988200674364524332900000000,단독주택,2.0,1.0,3,42.77
1759.0,200786.13574635168,552731.4416817741,1957200677514524429200000000,단독주택,1.0,0.0,1,42.45
1759.0,200786.13574635168,552731.4416817741,0000200673464524430300000000,,1.0,0.0,1,46.25
1759.0,200786.13574635168,552731.4416817741,1965200680004524488500000000,단독주택,2.0,0.0,2,42.98
1759.0,200786.13574635168,552731.4416817741,1965200674844524494900000000,,1.0,0.0,1,47.75
1759.0,200786.13574635168,552731.4416817741,0000200681924524576000000000,,1.0,0.0,1,46.72
1760.0,200019.61819212037,553000.3674746603,0000199938524526523700000000,제1종근린생활시설,2.0,0.0,2,44.31
1760.0,200019.61819212037,553000.3674746603,2003199924744526537200000000,업무시설,9.0,0.0,9,48.55
1760.0,200019.61819212037,553000.3674746603,2001199967034526554700000000,업무시설,12.0,3.0,15,43.19
1760.0,200019.61819212037,553000.3674746603,1961199948124526565200000000,단독주택,2.0,0.0,2,38.69
1760.0,200019.61819212037,553000.3674746603,2001199934454526663000000000,제2종근린생활시설,1.0,0.0,1,32.8
1760.0,200019.61819212037,553000.3674746603,0000199951424526682000000000,,1.0,0.0,1,27.0
1760.0,200019.61819212037,553000.3674746603,1992199964574526736600000000,제2종근린생활시설,3.0,1.0,4,25.96
1760.0,200019.61819212037,553000.3674746603,2001199919254526740700000000,공동주택,5.0,0.0,5,37.31
1760.0,200019.61819212037,553000.3674746603,1993199974184526743400000000,제2종근린생활시설,2.0,0.0,2,31.89
1760.0,200019.61819212037,553000.3674746603,0000199951494526759100000000,,1.0,0.0,1,19.31
1760.0,200019.61819212037,553000.3674746603,2012199945184526796900000000,공동주택,5.0,0.0,5,16.22
1760.0,200019.61819212037,553000.3674746603,1992199962054526843100000000,제2종근린생활시설,3.0,1.0,4,16.2
1760.0,200019.61819212037,553000.3674746603,0000199949374526843500000000,,1.0,0.0,1,10.83
1760.0,200019.61819212037,553000.3674746603,1992199973514526854000000000,단독주택,2.0,1.0,3,25.44
1760.0,200019.61819212037,553000.3674746603,1993199939254526854600000000,단독주택,2.0,1.0,3,14.5
1760.0,200019.61819212037,553000.3674746603,0000199907394526855600000000,단독주택,2.0,0.0,2,43.7
1760.0,200019.61819212037,553000.3674746603,1992199926564526904900000000,단독주택,2.0,1.0,3,23.93
1760.0,200019.61819212037,553000.3674746603,1992199961114526918800000000,단독주택,3.0,1.0,4,11.56
1760.0,200019.61819212037,553000.3674746603,1992199950734526933600000000,단독주택,3.0,1.0,4,1.94
1760.0,200019.61819212037,553000.3674746603,1993199972564526938900000000,단독주택,2.0,1.0,3,22.58
1760.0,200019.61819212037,553000.3674746603,0000199919804526941300000000,단독주택,1.0,0.0,1,30.24
1760.0,200019.61819212037,553000.3674746603,1968199905234526948900000000,단독주택,2.0,1.0,3,44.8
1760.0,200019.61819212037,553000.3674746603,1988199940734526955100000000,단독주택,1.0,0.0,1,9.3
1760.0,200019.61819212037,553000.3674746603,1996199922894527011500000000,단독주택,3.0,1.0,4,27.79
1760.0,200019.61819212037,553000.3674746603,1991199930624527013600000000,단독주택,2.0,1.0,3,20.37
1760.0,200019.61819212037,553000.3674746603,2000199913994527022400000000,단독주택,2.0,1.0,3,36.72
1760.0,200019.61819212037,553000.3674746603,0000199985994527023500000000,단독주택,1.0,0.0,1,36.68
1760.0,200019.61819212037,553000.3674746603,1992199972174527036400000000,단독주택,2.0,1.0,3,23.71
1760.0,200019.61819212037,553000.3674746603,1992199964204527037700000000,단독주택,2.0,1.0,3,16.58
1760.0,200019.61819212037,553000.3674746603,1992199956504527054700000000,단독주택,2.0,1.0,3,12.17
1760.0,200019.61819212037,553000.3674746603,1987199993604526716300000000,제1종근린생활시설,4.0,1.0,5,49.52
1760.0,200019.61819212037,553000.3674746603,1976199989264526887900000000,단독주택,3.0,1.0,4,39.75
1760.0,200019.61819212037,553000.3674746603,1992199994054527012400000000,제2종근린생활시설,3.0,1.0,4,44.44
1760.0,200019.61819212037,553000.3674746603,0000199995434527091900000000,,1.0,0.0,1,47.52
1760.0,200019.61819212037,553000.3674746603,0000199987494527105900000000,,1.0,0.0,1,40.52
1760.0,200019.61819212037,553000.3674746603,1963199988634527164400000000,제2종근린생활시설,1.0,0.0,1,44.08
1760.0,200019.61819212037,553000.3674746603,0000199925684527073900000000,단독주택,1.0,0.0,1,27.24
1760.0,200019.61819212037,553000.3674746603,0000199915404527114400000000,단독주택,1.0,0.0,1,38.26
1760.0,200019.61819212037,553000.3674746603,0000199907244527123200000000,단독주택,1.0,0.0,1,46.09
1760.0,200019.61819212037,553000.3674746603,1991199933834527127600000000,단독주택,3.0,1.0,4,23.91
1760.0,200019.61819212037,553000.3674746603,1983199951784527140900000000,제1종근린생활시설,2.0,1.0,3,19.01
1760.0,200019.61819212037,553000.3674746603,1997199925694527154600000000,단독주택,2.0,1.0,3,31.69
1760.0,200019.61819212037,553000.3674746603,2003199917584527177800000000,단독주택,3.0,0.0,3,39.55
1760.0,200019.61819212037,553000.3674746603,1985199961384527217300000000,제2종근린생활시설,4.0,1.0,5,28.89
1760.0,200019.61819212037,553000.3674746603,1965199937564527225400000000,단독주택,2.0,0.0,2,30.08
1760.0,200019.61819212037,553000.3674746603,0000199931114527247000000000,단독주택,2.0,0.0,2,35.07
1760.0,200019.61819212037,553000.3674746603,1992199922264527260100000000,단독주택,3.0,1.0,4,41.5
1760.0,200019.61819212037,553000.3674746603,1964199939064527313200000000,단독주택,3.0,0.0,3,37.78
1760.0,200019.61819212037,553000.3674746603,1993199929804527343300000000,단독주택,4.0,1.0,5,44.07
1761.0,201454.88742293976,553057.833860931,1967201351174527163300000000,제2종근린생활시설,2.0,0.0,2,49.81
1761.0,201454.88742293976,553057.833860931,1992201383534527182300000000,단독주택,3.0,1.0,4,34.42
1761.0,201454.88742293976,553057.833860931,1991201399554527188500000000,단독주택,3.0,1.0,4,36.64
1761.0,201454.88742293976,553057.833860931,0000201420274527234500000000,,1.0,0.0,1,45.53
1761.0,201454.88742293976,553057.833860931,1963201417624527306200000000,공장,2.0,0.0,2,39.08
1761.0,201454.88742293976,553057.833860931,0000201427784527317800000000,,1.0,0.0,1,47.3
1761.0,201454.88742293976,553057.833860931,1990201368374527219200000000,제2종근린생활시설,4.0,1.0,5,35.05
1761.0,201454.88742293976,553057.833860931,2004201346094527250500000000,제2종근린생활시설,2.0,1.0,3,47.94
1761.0,201454.88742293976,553057.833860931,1992201383274527283800000000,단독주택,2.0,1.0,3,24.32
1761.0,201454.88742293976,553057.833860931,1991201400124527293200000000,단독주택,3.0,1.0,4,27.6
1761.0,201454.88742293976,553057.833860931,1985201367314527393900000000,제2종근린생활시설,4.0,2.0,6,22.33
1761.0,201454.88742293976,553057.833860931,2002201399024527395800000000,공동주택,5.0,0.0,5,18.92
1761.0,201454.88742293976,553057.833860931,1958201382394527436000000000,단독주택,1.0,0.0,1,9.47
1761.0,201454.88742293976,553057.833860931,0000201359394527444900000000,,1.0,0.0,1,27.16
1761.0,201454.88742293976,553057.833860931,0000201402424527496000000000,,1.0,0.0,1,17.37
1761.0,201454.88742293976,553057.833860931,1967201395434527506900000000,단독주택,2.0,1.0,3,10.31
1761.0,201454.88742293976,553057.833860931,1991201340524527615400000000,제1종근린생활시설,5.0,1.0,6,45.67
1761.0,201454.88742293976,553057.833860931,1967201343844527773800000000,단독주택,3.0,0.0,3,48.29
1761.0,201454.88742293976,553057.833860931,0000201418894527397100000000,,1.0,0.0,1,35.98
1761.0,201454.88742293976,553057.833860931,0000201434134527459500000000,,1.0,0.0,1,49.28
1761.0,201454.88742293976,553057.833860931,0000201427954527536500000000,,1.0,0.0,1,42.65
1761.0,201454.88742293976,553057.833860931,0000201434974527543000000000,,1.0,0.0,1,49.69
1761.0,201454.88742293976,553057.833860931,0000201422224527829000000000,,1.0,0.0,1,47.75
1761.0,201454.88742293976,553057.833860931,2007201376294527647000000000,단독주택,3.0,1.0,4,15.08
1761.0,201454.88742293976,553057.833860931,1959201361604527709100000000,단독주택,2.0,0.0,2,29.95
1761.0,201454.88742293976,553057.833860931,1979201388484527710100000000,단독주택,2.0,1.0,3,18.67
1761.0,201454.88742293976,553057.833860931,1962201375194527742000000000,단독주택,2.0,0.0,2,23.84
1761.0,201454.88742293976,553057.833860931,1991201362734527813600000000,단독주택,2.0,1.0,3,36.56
1761.0,201454.88742293976,553057.833860931,1991201382454527841300000000,단독주택,3.0,1.0,4,31.65
1761.0,201454.88742293976,553057.833860931,1991201359724527900400000000,단독주택,2.0,1.0,3,45.34
1761.0,201454.88742293976,553057.833860931,1988201375734527932800000000,단독주택,3.0,1.0,4,41.78
1761.0,201454.88742293976,553057.833860931,1992201370364527981200000000,단독주택,2.0,1.0,3,47.9
1761.0,201454.88742293976,553057.833860931,0000201386274528008800000000,,1.0,0.0,1,48.29
1762.0,201416.9956343704,553117.8827576713,1967201343844527773800000000,단독주택,3.0,0.0,3,35.46
1762.0,201416.9956343704,553117.8827576713,1992201333534527856200000000,단독주택,2.0,1.0,3,30.39
1762.0,201416.9956343704,553117.8827576713,1974201343514527870600000000,단독주택,2.0,1.0,3,25.89
1762.0,201416.9956343704,553117.8827576713,1959201361604527709100000000,단독주택,2.0,0.0,2,44.09
1762.0,201416.9956343704,553117.8827576713,1962201375194527742000000000,단독주택,2.0,0.0,2,47.44
1762.0,201416.9956343704,553117.8827576713,1991201362734527813600000000,단독주택,2.0,1.0,3,34.84
1762.0,201416.9956343704,553117.8827576713,1991201382454527841300000000,단독주택,3.0,1.0,4,45.18
1762.0,201416.9956343704,553117.8827576713,1991201359724527900400000000,단독주택,2.0,1.0,3,25.75
1762.0,201416.9956343704,553117.8827576713,1988201375734527932800000000,단독주택,3.0,1.0,4,34.32
1762.0,201416.9956343704,553117.8827576713,1992201370364527981200000000,단독주택,2.0,1.0,3,27.17
1762.0,201416.9956343704,553117.8827576713,0000201386274528008800000000,,1.0,0.0,1,40.6
1762.0,201416.9956343704,553117.8827576713,2002201316454527924900000000,업무시설,8.0,2.0,10,36.96
1762.0,201416.9956343704,553117.8827576713,0000201335414527950900000000,,1.0,0.0,1,21.28
1762.0,201416.9956343704,553117.8827576713,1957201332514527980300000000,단독주택,1.0,0.0,1,20.88
1762.0,201416.9956343704,553117.8827576713,1974201342584527996700000000,단독주택,2.0,1.0,3,13.86
1762.0,201416.9956343704,553117.8827576713,1968201332534528066100000000,단독주택,1.0,1.0,2,16.06
1762.0,201416.9956343704,553117.8827576713,1998201307434528091900000000,단독주택,5.0,1.0,6,40.14
1762.0,201416.9956343704,553117.8827576713,1989201342014528103700000000,단독주택,2.0,1.0,3,5.87
1762.0,201416.9956343704,553117.8827576713,2002201319914528112800000000,,1.0,0.0,1,27.54
1762.0,201416.9956343704,553117.8827576713,0000201330244528131000000000,,1.0,0.0,1,17.18
1762.0,201416.9956343704,553117.8827576713,1958201335694528190100000000,단독주택,1.0,0.0,1,13.33
1762.0,201416.9956343704,553117.8827576713,1988201359154528026000000000,단독주택,2.0,1.0,3,15.46
1762.0,201416.9956343704,553117.8827576713,0000201384774528050700000000,,1.0,0.0,1,38.12
1762.0,201416.9956343704,553117.8827576713,1958201382834528090000000000,제2종근린생활시설,2.0,0.0,2,35.6
1762.0,201416.9956343704,553117.8827576713,1988201359214528103600000000,단독주택,2.0,1.0,3,12.02
1762.0,201416.9956343704,553117.8827576713,1988201379414528164600000000,단독주택,2.0,1.0,3,32.22
1762.0,201416.9956343704,553117.8827576713,1959201348324528178700000000,,1.0,0.0,1,5.29
1762.0,201416.9956343704,553117.8827576713,1959201353804528192500000000,,1.0,0.0,1,9.18
1762.0,201416.9956343704,553117.8827576713,0000201355904528232600000000,,1.0,0.0,1,13.58
1762.0,201416.9956343704,553117.8827576713,0000201305204528197300000000,,1.0,0.0,1,42.8
1762.0,201416.9956343704,553117.8827576713,1998201319014528199800000000,단독주택,4.0,1.0,5,29.33
1762.0,201416.9956343704,553117.8827576713,1988201331864528256800000000,단독주택,2.0,1.0,3,20.28
1762.0,201416.9956343704,553117.8827576713,0000201341674528347100000000,단독주택,1.0,0.0,1,22.78
1762.0,201416.9956343704,553117.8827576713,1998201331024528364200000000,제2종근린생활시설,2.0,1.0,3,28.87
1762.0,201416.9956343704,553117.8827576713,1998201312344528373200000000,업무시설,5.0,2.0,7,42.88
1762.0,201416.9956343704,553117.8827576713,0000201337014528449400000000,,1.0,0.0,1,33.92
1762.0,201416.9956343704,553117.8827576713,1999201327774528474700000000,단독주택,5.0,1.0,6,39.97
1762.0,201416.9956343704,553117.8827576713,1959201345684528269100000000,단독주택,2.0,0.0,2,14.35
1762.0,201416.9956343704,553117.8827576713,1958201370614528269200000000,단독주택,2.0,0.0,2,27.23
1762.0,201416.9956343704,553117.8827576713,1990201379244528271400000000,단독주택,2.0,1.0,3,34.96
1762.0,201416.9956343704,553117.8827576713,1988201364244528375100000000,단독주택,2.0,1.0,3,30.01
1762.0,201416.9956343704,553117.8827576713,1988201376924528377000000000,단독주택,2.0,1.0,3,38.7
1762.0,201416.9956343704,553117.8827576713,1987201357674528455700000000,단독주택,3.0,1.0,4,34.47
1762.0,201416.9956343704,553117.8827576713,1988201374204528463700000000,단독주택,2.0,1.0,3,43.05
1762.0,201416.9956343704,553117.8827576713,1991201350184528529100000000,단독주택,3.0,1.0,4,40.34
1762.0,201416.9956343704,553117.8827576713,1990201371324528548400000000,단독주택,2.0,1.0,3,48.48
1762.0,201416.9956343704,553117.8827576713,1991201345034528602500000000,단독주택,2.0,1.0,3,47.65
1763.0,199562.34272032278,554151.2398582101,0000199462224538108300000000,문화및집회시설,1.0,0.0,1,46.62
1763.0,199562.34272032278,554151.2398582101,2008199504904538377000000000,교육연구시설,5.0,3.0,8,14.74
1763.0,199562.34272032278,554151.2398582101,2008199518994538426100000000,,1.0,0.0,1,26.45
1763.0,199562.34272032278,554151.2398582101,0000199536334538656200000000,,1.0,0.0,1,47.76
1763.0,199562.34272032278,554151.2398582101,1993199504444538939900000000,단독주택,1.0,0.0,1,49.34
1765.0,200235.828634899,552712.0727534743,0000200185784523609600000000,제2종근린생활시설,1.0,0.0,1,49.89
1765.0,200235.828634899,552712.0727534743,0000200173334523622100000000,제2종근린생활시설,1.0,1.0,2,45.22
1765.0,200235.828634899,552712.0727534743,0000200191434523738100000000,단독주택,1.0,0.0,1,41.56
1765.0,200235.828634899,552712.0727534743,1998200206824523845100000000,,1.0,0.0,1,46.34
1765.0,200235.828634899,552712.0727534743,1998200167064523972200000000,제2종근린생활시설,1.0,0.0,1,9.68
1765.0,200235.828634899,552712.0727534743,0000200184594524079900000000,공장,3.0,0.0,3,18.39
1765.0,200235.828634899,552712.0727534743,2011200150864524081000000000,,1.0,0.0,1,15.42
1765.0,200235.828634899,552712.0727534743,2011200171124524106200000000,,1.0,0.0,1,6.16
1765.0,200235.828634899,552712.0727534743,1959200126864524113800000000,제1종근린생활시설,2.0,0.0,2,39.62
1765.0,200235.828634899,552712.0727534743,0000200198994524120100000000,공장,2.0,0.0,2,33.16
1765.0,200235.828634899,552712.0727534743,2011200162494524145700000000,,1.0,0.0,1,8.57
1765.0,200235.828634899,552712.0727534743,2011200151454524172200000000,,1.0,0.0,1,18.05
1765.0,200235.828634899,552712.0727534743,1960200137234524201500000000,제2종근린생활시설,2.0,0.0,2,31.9
1765.0,200235.828634899,552712.0727534743,2011200152074524231200000000,,1.0,0.0,1,21.56
1765.0,200235.828634899,552712.0727534743,0000200126884524236500000000,,1.0,0.0,1,42.78
1765.0,200235.828634899,552712.0727534743,2011200164264524256200000000,제2종근린생활시설,2.0,0.0,2,18.85
1765.0,200235.828634899,552712.0727534743,0000200185664524260900000000,창고시설,1.0,0.0,1,27.33
1765.0,200235.828634899,552712.0727534743,0000200145504524286500000000,,1.0,0.0,1,30.07
1765.0,200235.828634899,552712.0727534743,1989200210124524184900000000,,1.0,0.0,1,45.41
1765.0,200235.828634899,552712.0727534743,1948200131094524297400000000,제2종근린생활시설,2.0,0.0,2,41.93
1765.0,200235.828634899,552712.0727534743,0000200202764524303600000000,단독주택,1.0,0.0,1,43.43
1765.0,200235.828634899,552712.0727534743,1972200153854524320000000000,단독주택,2.0,1.0,3,28.02
1765.0,200235.828634899,552712.0727534743,2009200186014524339100000000,제1종근린생활시설,3.0,0.0,3,33.51
1765.0,200235.828634899,552712.0727534743,0000200126124524342600000000,,1.0,0.0,1,48.58
1765.0,200235.828634899,552712.0727534743,1997200163664524355800000000,제2종근린생활시설,5.0,1.0,6,28.83
1765.0,200235.828634899,552712.0727534743,0000200154404524398600000000,,1.0,0.0,1,35.05
1765.0,200235.828634899,552712.0727534743,0000200200604524407700000000,단독주택,1.0,0.0,1,48.28
1765.0,200235.828634899,552712.0727534743,0000200145524524449100000000,,1.0,0.0,1,43.32
1765.0,200235.828634899,552712.0727534743,0000200177434524456200000000,제1종근린생활시설,1.0,1.0,2,40.35
1765.0,200235.828634899,552712.0727534743,0000200162434524460000000000,,1.0,0.0,1,39.32
1765.0,200235.828634899,552712.0727534743,0000200187074524472400000000,창고시설,1.0,0.0,1,45.43
1765.0,200235.828634899,552712.0727534743,0000200153124524506600000000,단독주택,1.0,0.0,1,45.72
1765.0,200235.828634899,552712.0727534743,1974200160964524560300000000,단독주택,3.0,1.0,4,49.45
1766.0,200483.13459939434,553148.5959459028,1981200420854528113400000000,제2종근린생활시설,2.0,1.0,3,32.87
1766.0,200483.13459939434,553148.5959459028,1980200434064528176500000000,단독주택,2.0,1.0,3,32.91
1766.0,200483.13459939434,553148.5959459028,1980200443924528182600000000,,1.0,0.0,1,39.42
1766.0,200483.13459939434,553148.5959459028,1975200419844528252300000000,단독주택,2.0,1.0,3,19.22
1766.0,200483.13459939434,553148.5959459028,1980200444904528317900000000,단독주택,2.0,1.0,3,33.43
1766.0,200483.13459939434,553148.5959459028,1965200396564527963900000000,제2종근린생활시설,4.0,1.0,5,49.97
1766.0,200483.13459939434,553148.5959459028,1965200399494528133600000000,,1.0,0.0,1,33.15
1766.0,200483.13459939434,553148.5959459028,1991200397144528261000000000,제1종근린생활시설,4.0,1.0,5,23.83
1766.0,200483.13459939434,553148.5959459028,1994200374174528322400000000,공동주택,4.0,1.0,5,40.92
1766.0,200483.13459939434,553148.5959459028,1991200395534528371800000000,제1종근린생활시설,4.0,1.0,5,19.06
1766.0,200483.13459939434,553148.5959459028,1983200434894528320600000000,단독주택,2.0,1.0,3,24.17
1766.0,200483.13459939434,553148.5959459028,2013200414814528354200000000,공동주택,4.0,1.0,5,8.06
1766.0,200483.13459939434,553148.5959459028,0000200422824528384400000000,,1.0,0.0,1,10.51
