구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,residual,coef_intercept,coef_최근접_소화용수_거리등급,bw_intercept,bw_최근접_소화용수_거리등급
종로구,종로5가,라임모텔,2,고위험군,37.56856888,127.0004601,200040.6508,452114.4247,41.27516171,1.350185456555927,40.23572544819254,4.006372881139274,43.0,806.0
종로구,숭인동,덕흥,2,고위험군,37.57367008,127.0214717,201896.7751,452680.8152,38.53511017,2.416387107486628,41.60638837330624,4.035020242842749,43.0,806.0
종로구,돈의동,Z 호텔,2,고위험군,37.56858936,126.9898379,199102.2361,452116.7462,29.43029865,-6.0400301125080595,40.917594172607146,4.00531463802249,43.0,806.0
종로구,필운동,수모텔,2,고위험군,37.57395332,126.9675412,197132.6501,452712.5301,41.02907176,-1.9806124827209644,43.3257648722235,4.075109070893672,43.0,806.0
종로구,창신동,한도,2,고위험군,37.56828544,127.0156007,201378.2407,452083.0805,30.77747565,-6.4223851532916,42.6660491320626,4.019228453018581,43.0,806.0
종로구,숭인동,영진,2,고위험군,37.57332819,127.0214249,201892.6486,452642.8684,36.0576003,-0.060862105721376736,41.60517893442872,4.034322613759286,43.0,806.0
종로구,명륜4가,소풍모텔,2,고위험군,37.58042554,126.9997149,199974.8179,453430.3768,39.1525801,1.1677585859701196,38.298781220107145,4.047764800216302,43.0,806.0
종로구,종로5가,대동장(大同莊),2,고위험군,37.56872917,127.0019131,200169.0098,452132.2166,35.65537389,-3.514925388211843,39.48122253261607,4.008616967033461,43.0,806.0
종로구,관철동,우미관호텔,2,고위험군,37.56707898,126.9858974,198754.086,451949.1566,45.38043697,10.568677350880627,40.24515450311488,3.9951157919855933,43.0,806.0
종로구,창신동,토이 게스트하우스,2,고위험군,37.56855581,127.012486,201103.0655,452113.0472,41.68499332,4.180180559396753,42.96584320194931,4.015435914845938,43.0,806.0
종로구,숭인동,선라이즈(Sunrise),2,고위험군,37.57299352,127.0212126,201873.9088,452605.7197,35.00397822,-1.11152260593434,41.60118523928668,4.0335637106348186,43.0,806.0
종로구,명륜4가,혜화여관,2,고위험군,37.5794505,126.9987863,199892.7874,453322.1592,43.00543775,-0.6067155665789628,38.73753834216577,4.045720084011573,43.0,806.0
종로구,홍지동,종로 238,2,고위험군,37.59779306,126.9583077,196318.1531,455358.7928,47.32919591,-2.103641396212957,44.47841910425939,4.111953319277079,43.0,806.0
종로구,관철동,엠제이 스테이,2,고위험군,37.566705,126.9841567,198600.2981,451907.6737,36.87224453,-2.840312090659779,40.0222262004998,3.9924538108267416,43.0,806.0
중구,신당동,세화장여관,2,고위험군,37.54757845,127.0070693,200624.71,449784.7595,63.73001112,15.583039518769645,43.41189133673794,3.929912295846485,43.0,806.0
중구,(회현동,동원여관,2,고위험군,37.55490708,126.9809224,198314.2907,450598.297,54.41302238,5.281224480840251,44.41600753585578,3.913902510239548,43.0,806.0
중구,주교동,라이프인 청계,2,고위험군,37.56574695,126.9967838,199715.8574,451801.2282,39.97448974,4.4063194436598465,40.997676222604156,3.992256283928618,43.0,806.0
중구,황학동,크리스티2,2,고위험군,37.56329068,127.0216644,201914.0679,451528.8269,37.95439684,0.20492548886082318,43.21315805230855,4.0173890336223685,43.0,806.0
중구,(필동,한일장모텔,2,고위험군,37.55791958,126.9942743,199494.0929,450932.493,36.9432646,-8.336204789154472,40.52381140225785,3.9469909174916578,43.0,806.0
중구,(광희동,그리다 DDP,2,고위험군,37.56298903,127.0053967,200476.8053,451495.1403,50.2522974,0.01579549993316931,45.4295256176854,3.9895828883057542,43.0,806.0
중구,산림동,광신장여관,2,고위험군,37.56514549,126.9966723,199706.0016,451734.4736,55.19424843,19.578594087926973,41.04110589069708,3.989275144423421,43.0,806.0
중구,명동,아트래블홈(ARTRAVEL HOME),2,고위험군,37.55881514,126.9832162,198517.0534,451032.0066,42.67144237,2.5975650666732832,40.37929506623032,3.937636728892164,43.0,806.0
중구,을지로3가,지요크 을지로,2,고위험군,37.56285139,126.9899303,199110.3283,451479.8979,33.02704275,-1.4588593750651953,39.88643134438183,3.970950028448064,43.0,806.0
중구,(남산동,(주)더로드서울,2,고위험군,37.55615138,126.9832058,198516.0737,450736.361,51.80667462,5.204928876939384,41.87929227341595,3.919432600982301,43.0,806.0
중구,명동,하이 서울 호스텔 명동 센트럴,2,고위험군,37.5583226,126.9816113,198375.2321,450977.367,34.93704142,-1.1732163622589908,41.463507795453914,3.9361861456377447,43.0,806.0
중구,남대문로5가,한블레싱(Hanblessing),2,고위험군,37.55159894,126.9741552,197716.2329,450231.2759,46.25973879,6.238332110437113,45.3991486806719,3.9541948362964963,43.0,806.0
중구,(광희동,넘버25호텔 동대문점,2,고위험군,37.56249772,127.0061175,200540.4915,451440.6146,48.62374821,3.3051724982886554,45.62796434259094,3.988831641195883,43.0,806.0
중구,명동,슬립박스(SLEEP BOX),2,고위험군,37.55921779,126.9847031,198648.4373,451076.6735,27.17299352,-7.207968866262014,39.74132459949421,3.941415668485124,43.0,806.0
중구,황학동,인득여관,2,고위험군,37.56523964,127.0204086,201803.0656,451745.1137,36.33265081,-1.6403573257776074,43.441700684580624,4.021069778600498,43.0,806.0
중구,신당동,한일여관,2,고위험군,37.56128515,127.0096517,200852.7596,451306.0598,49.06440075,8.575678716860992,45.916389367816684,3.9909043876578068,43.0,806.0
중구,주교동,트래블러스 A 코리아 호스텔,2,고위험군,37.56562443,126.9981173,199833.6663,451787.6267,26.98081157,-8.574965275053671,40.985556350389864,3.9924574436261935,43.0,806.0
중구,신당동,J모텔,2,고위험군,37.56126414,127.0133052,201175.5546,451303.7674,51.3624778,12.223948815506745,44.57614526493183,3.9982197385887748,43.0,806.0
중구,신당동,조이풀스테이(Joyful Stay),2,고위험군,37.56245881,127.0165259,201460.0902,451436.4068,32.59265257,-5.4601464320453275,43.50427455137384,4.008410307319692,43.0,806.0
중구,신당동,타임스테이,2,고위험군,37.56254877,127.0182782,201614.907,451446.42,37.1456537,-0.458334200493141,43.06011620774656,4.011831429299402,43.0,806.0
중구,(광희동,트리쉐이도호텔,2,고위험군,37.56259916,127.0051718,200456.9375,451451.8682,37.68394494,-2.2535262028581613,45.36075501315356,3.987681274272682,43.0,806.0
중구,신당동,재화여관,2,고위험군,37.56191425,127.0171769,201517.6227,451375.9774,31.38874892,-6.244279398907263,43.08474970626537,4.008591069332257,43.0,806.0
중구,신당동,S(에스)모텔,2,고위험군,37.5592684,127.0167706,201481.7731,451082.3129,35.56436047,-5.95200253987835,41.82669334091523,4.000972628320148,43.0,806.0
중구,을지로7가,백금여관,2,고위험군,37.56224445,127.00925,200817.2577,451412.5273,40.09465915,-0.37522689955041244,45.900601755475996,3.993145821673255,43.0,806.0
중구,남학동,진포레스트인(JIN FOREST Inn),2,고위험군,37.55791929,126.9904146,199153.0654,450932.4886,54.48620758,10.818729302411086,38.92000328247157,3.9401993874195416,43.0,806.0
중구,신당동,은성여관,2,고위험군,37.56201847,127.01763,201557.6539,451387.552,44.83448931,2.1240479852117744,43.02143609965066,4.009539053490958,43.0,806.0
중구,초동,호텔베네,2,고위험군,37.56229779,126.9916416,199261.5166,451418.44,36.83462921,2.035090563242697,40.198164772384814,3.969550704487005,43.0,806.0
중구,(광희동,호텔 아라,2,고위험군,37.56264071,127.0047345,200418.3012,451456.4778,37.89811068,-1.859601611725438,45.180355930629595,3.987210519137768,43.0,806.0
중구,북창동,피넛호텔,2,고위험군,37.55942482,126.9770407,197971.4237,451099.7892,40.49299842,3.3656965291696608,42.52199719557537,3.9666604149132993,43.0,806.0
중구,신당동,청구 리빙텔,2,고위험군,37.55972529,127.0140647,201242.6817,451132.983,36.44685439,-1.295075155540225,43.177364945684324,3.996616161177066,43.0,806.0
중구,신당동,야코리아 게스트하우스,2,고위험군,37.55703059,127.0123014,201086.9289,450833.8814,44.50329156,1.2113481533261492,43.6009447652234,3.9838386842166913,43.0,806.0
중구,산림동,화성여관,2,고위험군,37.56537071,126.9960702,199652.8115,451759.4724,34.62094554,-0.9871230763944681,41.034492241831515,3.989989901865041,43.0,806.0
중구,신당동,성도여관,2,고위험군,37.56123239,127.0132212,201168.1343,451300.2425,55.29117997,16.083973293404952,44.64441035467986,3.997916356593813,43.0,806.0
중구,황학동,대림,2,고위험군,37.5634477,127.0221786,201959.4955,451546.2648,40.59147195,2.833451995870078,43.223113223979425,4.018423268178565,43.0,806.0
중구,남창동,황금장여관,2,고위험군,37.55485434,126.9769752,197965.5104,450592.5216,58.11570833,10.059026608264539,43.31051114091248,3.9391167798420654,43.0,806.0
중구,산림동,상원장,2,고위험군,37.56530472,126.9962994,199673.0571,451752.1475,44.70278919,3.9810501330728414,41.03120378105994,3.989812682985102,43.0,806.0
중구,산림동,H2O,2,고위험군,37.56416937,126.9942189,199489.2406,451626.1462,27.36606951,-8.312264953919925,41.0943121651097,3.9823091280922616,43.0,806.0
중구,황학동,중앙여관,2,고위험군,37.56691122,127.0177256,201565.9953,451930.5914,39.75988958,-3.209133847072998,43.28077071307368,4.019240897511795,43.0,806.0
중구,북창동,호텔 문(hotel moon),2,고위험군,37.55959687,126.9775768,198018.7937,451118.8733,35.50166098,-1.4916949461310622,42.384088688759604,3.9637468010633974,43.0,806.0
중구,남창동,노마드호스텔,2,고위험군,37.55419408,126.9758113,197862.6529,450519.2665,31.90686691,-6.834423201407962,44.10992484917331,3.9474983652350515,43.0,806.0
중구,중림동,다림여인숙,2,고위험군,37.55551958,126.9675696,197134.4538,450666.6005,44.35497193,3.746417487208838,46.14686675384634,4.072260427825566,43.0,806.0
중구,명동,57 명동 호스텔,2,고위험군,37.55824724,126.9826565,198467.5818,450968.9854,37.44411815,-3.2755893745966276,41.02481923149885,3.9336908635938777,43.0,806.0
중구,신당동,쉐어하우스 다함,2,고위험군,37.55482988,127.0106132,200937.7867,450589.6106,34.56352014,-8.5126112593126,43.38419707208487,3.9717752382393203,43.0,806.0
중구,신당동,그리네 스테이,2,고위험군,37.56247269,127.0181304,201601.8512,451437.9735,50.58848177,12.983101410359566,43.06097772474003,4.011441033344633,43.0,806.0
중구,황학동,창덕여인숙,2,고위험군,37.56373275,127.0179396,201584.967,451577.8221,50.63477071,12.668675071042586,43.42537442794081,4.014147944034761,43.0,806.0
중구,(만리동,천안 여인숙,2,고위험군,37.55375612,126.9669521,197079.8183,450470.8965,40.94413181,0.6008448097354488,45.88930657311888,4.077927493073746,43.0,806.0
중구,(장충동,장충인(J C INN),2,고위험군,37.55828977,127.0044674,200394.7263,450973.5737,41.81657639,-7.646889049724507,44.682734521709904,3.9678003683962997,43.0,806.0
중구,을지로7가,박포루,2,고위험군,37.56219798,127.009432,200833.3321,451407.3712,45.70415764,0.0918675276598151,45.922025610401256,3.9933036697408313,43.0,806.0
중구,(광희동,왕도여관,2,고위험군,37.56253871,127.0053044,200468.6489,451445.1597,38.48646871,-1.4897234003414965,45.39941282935347,3.987634839825151,43.0,806.0
용산구,서계동,금강,2,고위험군,37.55085442,126.9662031,197013.5185,450148.8661,37.57168604,-1.8348667313812754,44.95428849275991,4.079189358301143,43.0,806.0
용산구,(청파동,한글게스트하우스,2,고위험군,37.54166996,126.9694399,197299.2119,449129.4041,42.59103974,-7.789882992523083,50.68953467752954,3.9788181213802103,43.0,806.0
용산구,서계동,계림모텔,2,고위험군,37.55143152,126.9661315,197007.2137,450212.9195,43.53947443,-0.7489601487326212,44.605175044505614,4.083616092584,43.0,806.0
용산구,(청파동,신진장,2,고위험군,37.54626035,126.9696446,197317.4662,449638.8759,64.26579662,20.96505042229233,48.737019362774916,3.9972321605560652,43.0,806.0
용산구,후암동,스위트75서울역점,2,고위험군,37.54972353,126.9757675,197858.6521,450023.09,57.05694425,11.666682069177696,45.69486557962247,3.927137437777317,43.0,806.0
용산구,이태원동,뷰 모텔,2,고위험군,37.531191,126.9958013,199628.8782,447965.9376,42.05678898,7.491002487069785,39.741928871295855,3.80596084011617,43.0,806.0
용산구,동자동,광주여인숙,2,고위험군,37.55051278,126.9741946,197719.6876,450110.7243,44.56725223,-0.9228459580574793,45.796373557820814,3.9486935326540995,43.0,806.0
용산구,남영동,로망스모텔,2,고위험군,37.54136675,126.9725538,197574.3988,449095.6666,42.11372007,-2.4739440265014494,49.93777371841986,3.933877050302386,43.0,806.0
용산구,동자동,서울네스트,2,고위험군,37.55022009,126.9753306,197820.0591,450078.2122,43.23672609,-2.257674560040307,45.799528751519944,3.933902232734837,43.0,806.0
용산구,(용산동,스테이코,2,고위험군,37.5314273,126.9740431,197705.711,447992.4723,38.87550836,-4.579184406031899,38.77376280859883,3.8849698776297945,43.0,806.0
용산구,원효로2가,크래쉬인 용산,2,고위험군,37.5333324,126.9607882,196534.2236,448204.3208,47.846509,7.59976373686407,40.562883418598965,4.075850731538362,43.0,806.0
용산구,남영동,지용산인,2,고위험군,37.53912265,126.9726027,197578.6496,448846.5976,44.46064439,-8.584715644376715,48.31504985311856,3.9259533325961433,43.0,806.0
용산구,이태원동,현대,2,고위험군,37.52919726,126.9961934,199663.5282,447744.6557,43.4161129,-1.2489409829153573,40.07123503243714,3.81267141779295,43.0,806.0
용산구,(청파동,동산장,2,고위험군,37.54393815,126.9688855,197250.2985,449381.1617,48.02565565,1.0193884122593673,52.444508376991436,3.9986791904345913,43.0,806.0
용산구,남영동,코지 모텔,2,고위험군,37.54191116,126.9726015,197578.6329,449156.0883,46.81847571,-3.217210721254773,50.34096812013439,3.9358823775093255,43.0,806.0
용산구,이태원동,KAZI FAMILY HOTEL(카지패밀리호텔),2,고위험군,37.52867881,126.9957038,199620.2475,447687.116,46.66331313,2.3465461782940906,39.725518917886795,3.81053775089933,43.0,806.0
용산구,이태원동,이태원모텔,2,고위험군,37.53110489,126.9936781,199441.2134,447956.3909,55.66755603,12.772307186923285,38.30805682965306,3.8071714289926364,43.0,806.0
용산구,갈월동,더메종컴퍼니,2,고위험군,37.54016648,126.9714266,197474.7366,448962.4809,49.46843396,-4.528779434181438,49.24442280956687,3.94461109732897,43.0,806.0
용산구,동자동,경기,2,고위험군,37.55029277,126.9734347,197652.5306,450086.3245,40.78256731,-4.961539879619757,46.051049967229176,3.957298171830603,43.0,806.0
용산구,후암동,서광,2,고위험군,37.55193238,126.9765224,197925.4214,450268.2289,32.70554029,-11.624145516907944,44.63436261428345,3.928083867021276,43.0,806.0
용산구,동자동,나나장,2,고위험군,37.55044744,126.9745591,197751.895,450103.4635,43.06447744,-2.437923461183196,45.808275287291536,3.943523800702131,43.0,806.0
용산구,동자동,서정여인숙,2,고위험군,37.55041744,126.9737056,197676.4711,450100.1546,40.17836539,-5.4808574330071735,45.9659434674157,3.954434291739787,43.0,806.0
용산구,동자동,성남여인숙,2,고위험군,37.55028632,126.9737328,197678.8732,450085.6012,39.20245565,-6.511711024358085,46.020812908444555,3.9534749473509123,43.0,806.0
용산구,동자동,광신여인숙,2,고위험군,37.55032361,126.9738668,197690.7154,450089.7367,39.5687293,-1.0037657342008188,45.94727453302282,3.9520165407881898,43.0,806.0
용산구,동자동,미경여인숙,2,고위험군,37.55026667,126.9738536,197689.5428,450083.4173,33.17587756,-7.416053204942159,45.96652644623814,3.951881381773113,43.0,806.0
용산구,동자동,송림여인숙,2,고위험군,37.5502854,126.973681,197674.2932,450085.5004,58.94523885,13.238486883441865,46.0134442250332,3.9540683225403965,43.0,806.0
성동구,송정동,건대스테이,2,고위험군,37.54594785,127.0631179,205577.8078,449605.6313,40.70060303,-0.8596277505365677,41.87334666834124,4.03688576753965,43.0,806.0
용산구,서계동,MK 리버티하우스,2,고위험군,37.55183526,126.9678297,197157.2945,450257.6771,40.6847221,1.7332185919530474,44.46447965526807,4.053631023852011,43.0,806.0
용산구,동자동,덕성,2,고위험군,37.55051627,126.9743702,197735.2012,450111.1074,44.43159593,-1.0427219243743195,45.780402963937256,3.9462405792108277,43.0,806.0
용산구,동자동,명신,2,고위험군,37.55014919,126.9737769,197682.7624,450070.3803,52.60761495,11.959442206077433,46.02330680998293,3.95227725019797,43.0,806.0
용산구,동자동,24게스트 하우스 모텔 서울역,2,고위험군,37.54890816,126.9733025,197640.8014,449932.6527,37.36896655,-3.3486515243948887,46.0926508211428,3.952202751216416,43.0,806.0
용산구,보광동,삼성장,2,고위험군,37.52394807,127.0015803,200139.6906,447162.0554,45.58448818,3.2140922525941846,42.667324242968775,3.8281854666646,43.0,806.0
용산구,(용산동,수정여관,2,고위험군,37.53137311,126.973614,197667.7801,447986.4684,35.80130093,-2.8239840073016325,38.92685872513177,3.888077799213965,43.0,806.0
성동구,성동,복래여관,2,고위험군,37.54590134,127.0231574,202046.4475,449598.8491,62.00238696,15.109694490735897,42.10366768443387,3.9746839199642134,43.0,806.0
성동구,마장동,제이하우스,2,고위험군,37.56687292,127.0360577,203185.5726,451926.804,49.09968426,2.525282821234917,41.71134424194241,4.0361276273416715,43.0,806.0
성동구,행당동,모텔로,2,고위험군,37.55763832,127.0324228,202864.7962,450901.7552,35.42208879,-10.087732043937848,40.67053753987996,4.0163963139157515,43.0,806.0
성동구,성동,천일장여관,2,고위험군,37.53247613,127.0555995,204914.2771,448110.0155,45.84143812,-1.6797115753485414,42.68037385521648,4.017635062752387,43.0,806.0
성동구,성동,크리스호스텔,2,고위험군,37.55120472,127.0190163,201680.3776,450187.3783,35.77931754,-0.2587045986199854,41.45247881605956,3.9811907359757015,43.0,806.0
성동구,홍익동,대우장여관,2,고위험군,37.56270306,127.035107,203101.7571,451463.9667,42.1027565,1.108854751039381,41.306330407359916,4.028025576429401,43.0,806.0
