구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,residual,coef_intercept,coef_단속위험도,bw_intercept,bw_단속위험도
마포구,서교동,더 포춘,2,고위험군,37.55225986,126.9271726,193564.696,450306.8089,41.73650629,2.162335783518536,40.907720627464954,2.093227610228327,46.0,165.0
마포구,창전동,스테이 공유 홍대,2,고위험군,37.5502927,126.9283737,193670.6625,450088.3962,37.99232349,-0.940344579690958,40.672124068837576,1.8345155332696732,46.0,165.0
마포구,연남동,마이리틀,2,고위험군,37.55905795,126.9191744,192858.5961,451061.8937,45.3283094,1.987678509974046,43.22969277749573,-0.16053751667915073,46.0,165.0
마포구,도화동,NANA STAY,2,고위험군,37.53848218,126.9526834,195818.1566,448776.2127,38.51382462,-0.17122401000897014,38.93960376239403,0.24215194413200997,46.0,165.0
마포구,연남동,사미스테이,2,고위험군,37.55698014,126.9182525,192776.9385,450831.3518,42.16327581,0.35753208815592075,41.765243496819885,-0.2051689729246543,46.0,165.0
마포구,서교동,Sue-perb house,2,고위험군,37.55191267,126.9180645,192759.8325,450268.9375,35.18263543,-2.07577339472941,37.612514641142326,2.5464282523472708,46.0,165.0
마포구,서교동,모스트스테이,2,고위험군,37.55327394,126.9175679,192716.086,450420.0606,34.33398768,-4.623142557761803,37.78495752124739,2.246571730171762,46.0,165.0
마포구,연남동,블라썸,2,고위험군,37.55874676,126.9245255,193331.3636,451026.9622,43.25246252,-2.2098208099893952,45.47232648002082,-0.16299073963539645,46.0,165.0
마포구,동교동,마포달빛,2,고위험군,37.55257976,126.9305018,193858.903,450342.0913,31.23806042,-3.374199883880369,35.503708115088536,0.9320333437094217,46.0,165.0
마포구,동교동,Da Young House,2,고위험군,37.55341017,126.9295521,193775.056,450434.3194,35.748507,-1.0386947556545323,36.95428980131902,1.3385252348895942,46.0,165.0
마포구,노고산동,신촌의 여유,2,고위험군,37.55246431,126.9393936,194644.6028,450328.734,55.44345149,10.371918453480262,43.057613889006284,-1.8971195099040623,46.0,165.0
마포구,서교동,세린홍대스위트,2,고위험군,37.5515933,126.9272488,193571.3712,450232.8235,35.24570861,-3.9271860649964765,41.15880515434016,2.073496471305756,46.0,165.0
마포구,상수동,휴스테이,2,고위험군,37.54532898,126.9216635,193077.2518,449537.9559,54.59851084,8.413334835704703,41.329159337395026,1.8171871874705365,46.0,165.0
마포구,망원동,보르카,2,고위험군,37.55145772,126.9058677,191682.0222,450219.4528,28.57369344,-14.884250886309466,42.89376623419312,1.1787124629969246,46.0,165.0
마포구,연남동,밀리언스테이1,2,고위험군,37.55975429,126.9255974,193426.1655,451138.7106,53.37099094,6.168831319513565,47.18145511926737,-0.03879030631128751,46.0,165.0
마포구,동교동,스테이 홍대101,2,고위험군,37.55356227,126.9294632,193767.2115,450451.2066,34.97174243,-1.9522193596550679,37.44787076695522,1.3723322844121433,46.0,165.0
마포구,연남동,원 하우스,2,고위험군,37.55918952,126.9256858,193433.9203,451076.0216,56.65465226,10.186369385244639,46.51762981728085,-0.06115584650323597,46.0,165.0
마포구,서교동,호영하우스,2,고위험군,37.55254638,126.9285959,193690.491,450338.5127,42.19509814,1.8651164476439916,40.119812339304254,1.6375513953562788,46.0,165.0
마포구,도화동,연 스테이,2,고위험군,37.53658544,126.9485049,195448.7488,448565.8918,48.55633371,8.767859433215015,39.584018385092065,-0.1983453464366629,46.0,165.0
마포구,서교동,코텔로,2,고위험군,37.54653057,126.9165105,192621.9849,449671.7098,51.34553002,11.01987454337496,39.77233624427069,1.2762434033939918,46.0,165.0
마포구,염리동,마므레인서울,2,고위험군,37.55242519,126.94738,195350.3097,450323.9672,28.1178571,-13.36930969949412,39.84444102623736,-1.5882997747896626,46.0,165.0
마포구,서교동,슬로우시네마 홍대,2,고위험군,37.55177137,126.913431,192350.3834,450253.6218,32.46961715,-5.236889789178207,37.817718595362194,1.4367093845871473,46.0,165.0
마포구,연남동,헤이븐 연남,2,고위험군,37.56162667,126.9256372,193429.8394,451346.5199,52.86888807,4.975498158017885,47.91540299623562,0.033784993300326985,46.0,165.0
마포구,동교동,KHC스테이,2,고위험군,37.55471946,126.9267626,193528.6742,450579.8233,46.94465105,5.7825197210584705,41.33547588278917,2.2710591201817563,46.0,165.0
마포구,연남동,스테이 무아,2,고위험군,37.56143002,126.9189274,192836.9957,451325.1843,49.09294766,5.294749604114955,43.84023606353483,0.20397499895521415,46.0,165.0
마포구,동교동,클라우스하우스3,2,고위험군,37.55376464,126.9297795,193795.1781,450473.6463,37.17188561,0.37695579343249364,37.10610924728217,1.2687554026951653,46.0,165.0
마포구,동교동,양화스테이,2,고위험군,37.55661176,126.9251782,193388.8486,450789.9564,45.24730737,6.109711403806706,39.05491244843463,0.25822041225485437,46.0,165.0
마포구,성산동,휘게하우스,2,고위험군,37.55631513,126.9115941,192188.5429,450758.0761,41.28429086,-0.8655727236056308,42.0177060977962,0.7862773837667484,46.0,165.0
마포구,창전동,알로하하우스_블루,2,고위험군,37.55101092,126.9312881,193928.2585,450167.9178,43.77252135,6.47824109126303,37.70367240230949,0.5137272237440945,46.0,165.0
마포구,동교동,동교의봄,2,고위험군,37.55473791,126.9195567,192891.9624,450582.3915,48.55820299,6.356589995717783,41.88392614877838,2.029778384394839,46.0,165.0
마포구,동교동,오리하우스,2,고위험군,37.55229526,126.931076,193909.6155,450310.4779,33.41751401,-2.3858533545005116,36.08129021541415,0.6392018501190013,46.0,165.0
마포구,도화동,온안 스테이,2,고위험군,37.53837945,126.9530932,195854.3656,448764.7927,33.73334215,-4.881064124846958,38.94457320053611,0.31101850192114294,46.0,165.0
마포구,합정동,아스트라 스테이,2,고위험군,37.54986386,126.9091758,191974.1716,450042.2658,48.12963374,2.6692296800392654,41.94447981332904,1.2327778920401444,46.0,165.0
마포구,동교동,노블스테이,2,고위험군,37.55253174,126.9305821,193865.9929,450336.7564,32.11744859,-2.7159420078727763,35.59611343157235,0.8920572032239736,46.0,165.0
마포구,서교동,에덴 게스트하우스,2,고위험군,37.5501497,126.9195541,192891.2951,450073.1552,39.94925052,0.1766130203567684,38.81275226625823,2.253871882628342,46.0,165.0
마포구,염리동,썬데이 플라라,2,고위험군,37.54477282,126.9440247,195053.3141,449474.8175,45.06210871,3.577969417766475,41.27859802488867,-1.1201147882888518,46.0,165.0
마포구,동교동,구름,2,고위험군,37.55326407,126.9298923,193805.0977,450418.0815,30.83112884,-5.240199859580425,36.29750596898083,1.209005903856268,46.0,165.0
마포구,성산동,MW STAY,2,고위험군,37.56034197,126.9057104,191669.1088,451205.513,41.25552059,-1.5966592570385387,42.846456012134766,0.010335968070668939,46.0,165.0
마포구,공덕동,스테이인공덕엠,2,고위험군,37.54550616,126.958905,196368.36,449555.5305,40.08130478,-0.15152533449290218,38.63380499541729,2.645331706165519,46.0,165.0
마포구,대흥동,플러스 스테이,2,고위험군,37.54469077,126.9391548,194622.9423,449465.9783,41.11193838,-0.11028445442881463,40.289384348885974,-1.3456844830082617,46.0,165.0
마포구,연남동,연남 스테이션 2,2,고위험군,37.56173552,126.9206253,192987.0354,451358.9631,36.88884386,-7.261457356173615,44.251124524834125,0.12875527523006816,46.0,165.0
마포구,서교동,마루 서교,2,고위험군,37.55321296,126.9161303,192589.0463,450413.4049,40.49718837,2.4477603176996965,37.20736652018435,1.6927293705914297,46.0,165.0
마포구,망원동,더플래닛,2,고위험군,37.55123821,126.9078434,191856.5805,450194.9168,42.18626859,-0.01904610428799458,42.65566980731112,1.239510816439469,46.0,165.0
마포구,연남동,더드 하우스,2,고위험군,37.55815851,126.9210094,193020.6388,450961.9287,43.23503898,0.41213547650460214,42.983259491899744,-0.47920048787120967,46.0,165.0
마포구,상수동,스테이 상수,2,고위험군,37.54374376,126.9217001,193080.3353,449362.013,36.35500276,-3.9529036977476224,41.74894630821361,1.6853959550492772,46.0,165.0
마포구,서교동,성산하우스 다날,2,고위험군,37.5555066,126.9114407,192174.9005,450668.3517,47.59930885,6.296640144638523,42.05662958325097,1.1689801952486456,46.0,165.0
마포구,성산동,홍대 스테이,2,고위험군,37.55586956,126.9159724,192575.3645,450708.2683,41.93088503,2.0199582287492888,39.88081102716281,0.3118530520654327,46.0,165.0
마포구,연남동,아르테,2,고위험군,37.55988072,126.9204466,192971.0796,451153.1156,44.70694138,1.0036654426997629,43.69487624046298,-0.018639864976537086,46.0,165.0
마포구,동교동,플레이 마포,2,고위험군,37.55216009,126.9314476,193942.4449,450295.4516,33.57658687,-2.584649843912736,36.386064299363426,0.449675776333736,46.0,165.0
마포구,동교동,제일,2,고위험군,37.55272523,126.931557,193952.1532,450358.1683,33.82804275,-1.7499472072317417,35.85251445996836,0.41297240723733875,46.0,165.0
마포구,동교동,머뭄,2,고위험군,37.55362667,126.9288388,193712.0452,450458.3958,30.82154108,-6.461584145658232,38.55323522574673,1.5655458592233504,46.0,165.0
마포구,도화동,숑?N하우스,2,고위험군,37.53862766,126.9525846,195809.4355,448792.3636,39.41896813,0.7617110099570112,38.8999732682724,0.2308898139876313,46.0,165.0
마포구,망원동,온마음스테이,2,고위험군,37.5530852,126.9070792,191789.2555,450399.9771,44.93347781,0.20023183184171955,43.98889655837336,1.1953131593160065,46.0,165.0
마포구,대흥동,스테이 소도,2,고위험군,37.54740564,126.9439619,195047.9403,449767.032,35.1006392,-6.979213586091923,41.89395436118602,-1.458360387481727,46.0,165.0
마포구,망원동,우리 함께 즐겨요 서울 스테이 2,2,고위험군,37.55358052,126.9037336,191493.6895,450455.2492,49.20445456,5.068714548564138,43.530953034477264,1.0555888523099743,46.0,165.0
마포구,망원동,Mapo;rest Stay,2,고위험군,37.55747481,126.9008818,191242.1458,450887.731,52.32760638,8.20257907250771,44.10261309714468,0.7601400998247407,46.0,165.0
마포구,망원동,헬로 스트레엔젤,2,고위험군,37.55773662,126.9034193,191466.3903,450916.5554,35.71649757,-7.817580800811832,43.875143067480614,0.7017060399197126,46.0,165.0
마포구,서교동,one way house 2,2,고위험군,37.55204423,126.9278899,193628.0583,450282.8277,35.39049272,-4.419115415021899,41.293993523932954,1.8510317218737369,46.0,165.0
